,Passing Rank,Completions,Attempts,Completion %,Passing Yards,Passing Yards / Attempt,Yards / Reception,Passing Touchdowns,Interceptions,QB Rating,Sacks,Passing Yardage Lost to Sacks,First Downs Passing,Fumbles,Fumbles Lost,Rushing Rank,Attempts,Rushing Yards,Rushing Yards / Attempt,Rushing Touchdowns,First Downs Rushing,Kicking Rank,Kicking Points,Field Goals Made,Field Goals Attempted,Field Goal %,Longest Field Goal,Field Goals Blocked,Extra Points Made,Extra Points Attempted,Extra Point %,Extra Points Blocked,Punting Rank,Punts,Punt Yards,Punt Yards Avg,Returning Rank,Kickoff Returns,Kickoff Return Yards,Kickoff Return Avg,Kickoff Return Touchdowns,Kickoff Return Long,Punt Returns,Punt Return Yards,Punt Return Avg,Punt Return Touchdowns,Punt Return Long,Defense Rank,Points Allowed,Total Tackles,Solo Tackles,Assisted Tackles,Sacks,Sack Yards,Interceptions,Interception Return Touchdowns,Forced Fumbles,Fumbles Opp Recovered,Fumbles Opp Recovered Touchdowns,Passes Defended,Stuffs,Stuff Yards,Safeties,Downs Rank,First Downs,First Downs Rushing,First Downs Passing,Third Downs Made,Third Downs Attempted,Third Down %,Fourth Downs Made,Fourth Downs Attempted,Fourth Down %,Penalties,First Downs Penalty,Penalty Yards,Yardage Rank,Points,Yards,Rushing Yards,Rushing Yards / Attempt,Rushing Touchdowns,Passing Yards,Passing Yards / Attempt,Yards / Reception,Passing Touchdowns,Kickoff Return Yards,Punt Return Yards,Penalty Yards,Turnovers Rank,Turnover +/-,Interceptions,Fumbles Opp Recovered,Interceptions,Fumbles Lost
ARZ,6,33,42,0.786,250,6.0,7.6,2,0,107.3,0,0,17,0,0,12,34,123,3.6,3,9,4,11,2,2,1.0,47,0,5,5,1.0,0,18,2,90,45.0,12,3,68,22.7,0,25,0,0,0.0,0,0,9,17,45,37,8,5,35,1,0,2,3,0,3,2,2,0,1,28,9,17,9,15,0.6,1,2,0.5,4,2,20,2,41,373,123,3.6,3,250,6.0,7.6,2,68,0,20,1,4,1,3,0,0
ATL,17,16,26,0.615,194,7.5,12.1,2,1,94.1,0,0,9,0,0,5,36,176,4.9,1,10,10,9,2,2,1.0,42,0,3,3,1.0,0,22,3,125,41.7,3,3,85,28.3,0,54,2,3,1.5,0,3,16,24,54,47,7,2,9,1,0,0,0,0,4,1,4,0,7,22,10,9,6,12,0.5,1,1,1.0,2,3,15,9,27,370,176,4.9,1,194,7.5,12.1,2,85,3,15,10,0,1,0,1,0
BAL,23,18,27,0.667,153,5.7,8.5,0,2,50.4,0,0,9,0,0,10,38,132,3.5,1,10,23,4,1,2,0.5,38,0,1,1,1.0,0,24,4,156,39.0,9,1,25,25.0,0,25,1,7,7.0,0,7,6,13,46,37,9,0,0,2,0,0,0,0,11,8,18,0,7,22,10,9,7,14,0.5,0,0,0.0,11,3,91,24,10,285,132,3.5,1,153,5.7,8.5,0,25,7,91,10,0,2,0,2,0
BUF,15,18,24,0.75,203,8.5,13.2,1,1,96.4,5,35,9,1,1,16,17,84,4.9,1,4,20,5,1,1,1.0,48,0,2,2,1.0,0,13,2,93,46.5,17,7,146,20.9,0,31,2,34,17.0,0,22,27,41,73,61,12,0,0,0,0,0,0,0,4,3,5,0,23,13,4,9,5,9,0.56,0,1,0.0,6,0,36,18,17,287,84,4.9,1,203,8.5,13.2,1,146,34,36,27,-4,0,0,1,3
CAR,7,14,22,0.636,236,10.7,16.9,2,1,111.2,0,0,11,0,0,2,48,205,4.3,2,9,6,10,2,2,1.0,43,0,4,4,1.0,0,17,3,136,45.3,22,1,19,19.0,0,19,5,68,13.6,0,26,1,0,36,30,6,3,31,2,0,2,1,0,9,3,7,0,12,20,9,11,10,18,0.56,1,2,0.5,8,0,56,3,34,441,205,4.3,2,236,10.7,16.9,2,19,68,56,4,1,2,1,1,1
CHI,1,24,34,0.706,328,9.6,13.9,2,0,120.7,1,6,14,0,0,15,34,97,2.9,1,7,6,10,2,2,1.0,45,0,4,4,1.0,0,28,5,165,33.0,22,2,38,19.0,0,20,4,24,6.0,0,9,3,7,45,31,14,4,40,1,1,1,1,0,7,0,0,0,10,21,7,14,7,15,0.47,0,1,0.0,6,0,45,3,34,425,97,2.9,1,328,9.6,13.9,2,38,24,45,4,1,1,1,0,1
CIN,14,23,39,0.59,208,5.3,9.4,2,1,79.9,2,9,13,0,0,20,23,61,2.7,0,4,6,10,3,3,1.0,41,0,1,1,1.0,0,14,4,185,46.3,2,6,177,29.5,0,60,1,8,8.0,0,8,23,31,51,43,8,1,1,1,0,2,1,0,2,2,4,0,13,18,4,13,6,14,0.43,0,1,0.0,7,1,44,15,22,269,61,2.7,0,208,5.3,9.4,2,177,8,44,10,0,1,1,1,1
DAL,19,14,23,0.609,175,7.6,12.6,3,1,106.0,1,1,8,0,0,4,38,198,5.2,1,8,14,7,1,1,1.0,30,0,4,4,1.0,0,2,3,166,55.3,14,3,67,22.3,0,25,2,15,7.5,0,18,14,22,51,38,13,2,9,1,0,1,1,0,6,3,9,0,13,18,8,8,9,15,0.6,1,1,1.0,6,2,52,5,31,373,198,5.2,1,175,7.6,12.6,3,67,15,52,10,0,1,1,1,1
DEN,11,23,34,0.676,227,6.7,9.9,1,0,96.1,0,0,13,0,0,13,26,106,4.1,0,4,6,10,3,3,1.0,55,0,1,1,1.0,0,8,5,248,49.6,27,3,47,15.7,0,24,5,40,8.0,0,20,6,13,62,47,15,3,13,1,0,0,0,0,4,1,1,0,16,17,4,13,6,15,0.4,0,0,0.0,6,0,55,21,16,333,106,4.1,0,227,6.7,9.9,1,47,40,55,10,0,1,0,0,1
DET,25,21,39,0.538,131,3.4,8.1,0,1,50.3,4,40,7,1,1,24,13,54,4.2,1,3,27,1,0,0,0.0,0,0,1,1,1.0,0,16,8,366,45.8,24,6,110,18.3,0,25,0,0,0.0,0,0,25,34,72,43,29,1,6,0,0,1,1,0,3,3,8,0,25,12,3,7,3,14,0.21,0,2,0.0,6,2,41,26,7,185,54,4.2,1,131,3.4,8.1,0,110,0,41,20,-1,0,1,1,1
