,Passing Rank,Completions,Attempts,Completion %,Passing Yards,Passing Yards / Attempt,Yards / Reception,Passing Touchdowns,Interceptions,QB Rating,Sacks,Passing Yardage Lost to Sacks,First Downs Passing,Fumbles,Fumbles Lost,Rushing Rank,Attempts,Rushing Yards,Rushing Yards / Attempt,Rushing Touchdowns,First Downs Rushing,Kicking Rank,Kicking Points,Field Goals Made,Field Goals Attempted,Field Goal %,Longest Field Goal,Field Goals Blocked,Extra Points Made,Extra Points Attempted,Extra Point %,Extra Points Blocked,Punting Rank,Punts,Punt Yards,Punt Yards Avg,Returning Rank,Kickoff Returns,Kickoff Return Yards,Kickoff Return Avg,Kickoff Return Touchdowns,Kickoff Return Long,Punt Returns,Punt Return Yards,Punt Return Avg,Punt Return Touchdowns,Punt Return Long,Defense Rank,Points Allowed,Total Tackles,Solo Tackles,Assisted Tackles,Sacks,Sack Yards,Interceptions,Interception Return Touchdowns,Forced Fumbles,Fumbles Opp Recovered,Fumbles Opp Recovered Touchdowns,Passes Defended,Stuffs,Stuff Yards,Safeties,Downs Rank,First Downs,First Downs Rushing,First Downs Passing,Third Downs Made,Third Downs Attempted,Third Down %,Fourth Downs Made,Fourth Downs Attempted,Fourth Down %,Penalties,First Downs Penalty,Penalty Yards,Yardage Rank,Points,Yards,Rushing Yards,Rushing Yards / Attempt,Rushing Touchdowns,Passing Yards,Passing Yards / Attempt,Yards / Reception,Passing Touchdowns,Kickoff Return Yards,Punt Return Yards,Penalty Yards,Turnovers Rank,Turnover +/-,Interceptions,Fumbles Opp Recovered,Interceptions,Fumbles Lost
ARZ,2,32,44,0.727,382,8.7,12.3,1,1,97.0,2,13,18,1,1,27,24,76,3.2,1,6,3,14,4,4,1.0,54,0,2,2,1.0,0,23,2,77,38.5,9,1,25,25.0,0,25,2,19,9.5,0,15,15,20,43,40,3,2,17,3,0,2,1,0,8,2,4,0,3,24,6,18,6,12,0.5,0,0,0.0,8,0,52,12,26,458,76,3.2,1,382,8.7,12.3,1,25,19,52,5,1,3,1,1,2
ATL,9,20,33,0.606,250,7.6,12.5,0,1,71.5,0,0,13,0,0,20,35,114,3.3,2,6,14,8,2,2,1.0,46,0,2,2,1.0,0,31,2,62,31.0,23,5,102,20.4,0,26,1,9,9.0,0,9,19,24,46,40,6,1,8,0,0,0,0,0,2,3,6,0,12,20,6,13,11,18,0.61,0,1,0.0,5,1,36,16,20,364,114,3.3,2,250,7.6,12.5,0,102,9,36,21,-1,0,0,1,0
BAL,22,20,33,0.606,154,4.7,8.2,1,2,56.9,1,10,10,0,0,18,26,121,4.7,0,6,26,4,1,2,0.5,38,1,1,1,1.0,0,30,3,94,31.3,8,4,102,25.5,0,29,1,0,0.0,0,0,25,30,62,42,20,1,7,1,0,0,0,0,3,2,4,0,19,18,6,10,5,12,0.42,1,2,0.5,10,2,66,29,10,275,121,4.7,0,154,4.7,8.2,1,102,0,66,21,-1,1,0,2,0
BUF,26,16,26,0.615,148,5.7,9.3,1,3,50.3,0,0,9,0,0,5,38,186,4.9,1,10,11,9,2,3,0.667,31,0,3,3,1.0,0,27,3,108,36.0,1,7,246,35.1,1,98,2,34,17.0,0,34,24,29,51,34,17,1,9,0,0,0,0,0,13,2,5,0,15,19,10,9,4,11,0.36,0,0,0.0,3,0,30,10,27,334,186,4.9,1,148,5.7,9.3,1,246,34,30,32,-4,0,0,3,1
CAR,32,10,19,0.526,102,5.4,10.2,1,0,85.9,0,0,7,0,0,1,32,264,8.3,3,10,16,7,1,1,1.0,29,0,4,4,1.0,0,18,5,207,41.4,25,5,92,18.4,0,26,1,2,2.0,0,2,18,22,60,53,7,3,21,2,0,2,2,0,4,3,14,0,22,17,10,7,1,7,0.14,0,0,0.0,7,0,55,5,31,366,264,8.3,3,102,5.4,10.2,1,92,2,55,2,3,2,2,0,1
CHI,25,17,33,0.515,151,4.6,9.4,0,0,64.1,1,8,5,0,0,26,20,83,4.2,0,3,29,3,1,1,1.0,35,0,0,0,0.0,0,20,6,239,39.8,10,8,196,24.5,0,31,1,7,7.0,0,7,32,37,72,54,18,0,0,1,0,0,0,0,1,3,7,0,32,9,3,5,3,12,0.25,0,2,0.0,8,1,65,32,3,234,83,4.2,0,151,4.6,9.4,0,196,7,65,13,0,1,0,0,1
CIN,13,29,44,0.659,226,5.1,9.0,1,0,86.0,8,35,13,0,0,31,30,56,1.9,0,3,16,7,2,3,0.667,41,0,1,1,1.0,0,26,11,397,36.1,11,3,73,24.3,0,26,4,31,7.8,0,15,6,13,50,42,8,2,16,3,0,1,1,0,15,2,4,0,15,19,3,13,4,20,0.2,0,1,0.0,4,3,35,25,13,282,56,1.9,0,226,5.1,9.0,1,73,31,35,2,3,3,1,0,1
CLE,20,14,36,0.389,176,4.9,13.2,0,0,54.9,1,9,11,0,0,7,27,161,6.0,2,5,1,17,5,5,1.0,56,0,2,2,1.0,0,8,5,230,46.0,19,3,64,21.3,0,26,0,0,0.0,0,0,22,27,70,47,23,0,0,3,0,1,1,0,7,4,12,0,19,18,5,11,3,13,0.23,0,0,0.0,2,2,15,9,29,337,161,6.0,2,176,4.9,13.2,0,64,0,15,1,4,3,1,0,0
DAL,17,19,27,0.704,198,7.3,10.4,1,2,72.8,0,0,10,0,0,19,28,117,4.2,1,7,30,2,0,0,0.0,0,0,2,2,1.0,0,21,4,157,39.3,31,3,35,11.7,0,14,3,26,8.7,0,10,2,10,57,42,15,3,26,1,0,0,0,0,6,1,2,0,22,17,7,10,5,11,0.45,1,1,1.0,5,0,40,23,14,315,117,4.2,1,198,7.3,10.4,1,35,26,40,21,-1,1,0,2,0
DEN,14,19,27,0.704,208,7.7,11.4,1,0,105.2,1,8,11,0,0,15,25,124,5.0,2,7,21,6,1,2,0.5,20,0,3,3,1.0,0,16,3,127,42.3,2,5,159,31.8,0,58,0,0,0.0,0,0,15,20,59,50,9,0,0,1,0,0,0,0,3,3,9,0,15,19,7,11,7,12,0.58,0,0,0.0,6,1,36,13,24,332,124,5.0,2,208,7.7,11.4,1,159,0,36,5,1,1,0,0,0
