,Passing Rank,Completions,Attempts,Completion %,Passing Yards,Passing Yards / Attempt,Yards / Reception,Passing Touchdowns,Interceptions,QB Rating,Sacks,Passing Yardage Lost to Sacks,First Downs Passing,Fumbles,Fumbles Lost,Rushing Rank,Attempts,Rushing Yards,Rushing Yards / Attempt,Rushing Touchdowns,First Downs Rushing,Kicking Rank,Kicking Points,Field Goals Made,Field Goals Attempted,Field Goal %,Longest Field Goal,Field Goals Blocked,Extra Points Made,Extra Points Attempted,Extra Point %,Extra Points Blocked,Punting Rank,Punts,Punt Yards,Punt Yards Avg,Returning Rank,Kickoff Returns,Kickoff Return Yards,Kickoff Return Avg,Kickoff Return Touchdowns,Kickoff Return Long,Punt Returns,Punt Return Yards,Punt Return Avg,Punt Return Touchdowns,Punt Return Long,Defense Rank,Points Allowed,Total Tackles,Solo Tackles,Assisted Tackles,Sacks,Sack Yards,Interceptions,Interception Return Touchdowns,Forced Fumbles,Fumbles Opp Recovered,Fumbles Opp Recovered Touchdowns,Passes Defended,Stuffs,Stuff Yards,Safeties,Downs Rank,First Downs,First Downs Rushing,First Downs Passing,Third Downs Made,Third Downs Attempted,Third Down %,Fourth Downs Made,Fourth Downs Attempted,Fourth Down %,Penalties,First Downs Penalty,Penalty Yards,Yardage Rank,Points,Yards,Rushing Yards,Rushing Yards / Attempt,Rushing Touchdowns,Passing Yards,Passing Yards / Attempt,Yards / Reception,Passing Touchdowns,Kickoff Return Yards,Punt Return Yards,Penalty Yards,Turnovers Rank,Turnover +/-,Interceptions,Fumbles Opp Recovered,Interceptions,Fumbles Lost
ARZ,25,12,32,0.375,142,4.4,14.0,1,1,49.2,3,26,6,2,1,31,15,44,2.9,0,2,30,1,0,0,0.0,0,0,1,1,1.0,0,21,8,312,39.0,26,10,156,15.6,0,28,0,0,0.0,0,0,32,47,80,53,27,1,12,0,0,0,0,0,4,4,5,0,32,8,2,6,3,13,0.23,0,1,0.0,3,0,20,28,7,186,44,2.9,0,142,4.4,14.0,1,156,0,20,25,-2,0,0,1,1
ATL,29,13,24,0.542,124,5.2,10.3,1,0,82.6,2,10,7,0,0,21,32,98,3.1,1,9,16,6,1,1,1.0,22,0,3,3,1.0,0,14,6,253,42.2,6,3,80,26.7,0,35,1,4,4.0,0,4,12,17,64,46,18,3,38,0,0,3,4,0,0,2,3,0,17,18,9,7,5,12,0.42,0,0,0.0,6,2,70,13,24,222,98,3.1,1,124,5.2,10.3,1,80,4,70,1,4,0,4,0,0
BAL,30,17,25,0.68,123,4.9,8.8,1,0,92.6,5,26,7,1,1,2,36,265,7.4,2,8,2,15,4,4,1.0,37,0,3,3,1.0,0,3,5,261,52.2,25,5,81,16.2,0,22,3,41,13.7,0,23,17,24,42,38,4,2,17,2,0,0,0,0,4,1,1,0,12,20,8,7,5,15,0.33,1,1,1.0,3,5,19,6,33,388,265,7.4,2,123,4.9,8.8,1,81,41,19,9,1,2,0,0,1
BUF,20,17,25,0.68,188,7.5,11.4,1,0,103.4,1,5,11,1,0,25,26,87,3.3,2,7,3,12,3,3,1.0,49,0,3,3,1.0,0,2,3,158,52.7,11,6,135,22.5,0,31,0,0,0.0,0,0,16,23,61,48,13,1,8,1,0,1,1,0,10,3,10,0,12,20,7,11,4,10,0.4,0,0,0.0,4,2,26,10,30,275,87,3.3,2,188,7.5,11.4,1,135,0,26,6,2,1,1,0,0
CAR,21,11,19,0.579,185,9.7,16.8,0,0,90.9,0,0,9,0,0,10,35,158,4.5,4,7,24,4,0,1,0.0,0,0,4,4,1.0,0,20,5,197,39.4,16,6,125,20.8,0,27,2,18,9.0,0,13,28,34,77,56,21,3,23,0,0,0,0,0,3,2,3,0,22,16,7,9,6,12,0.5,0,0,0.0,2,0,14,11,28,343,158,4.5,4,185,9.7,16.8,0,125,18,14,13,0,0,0,0,0
CHI,26,14,27,0.519,136,5.0,10.1,1,2,47.8,3,6,9,0,0,27,26,74,2.8,1,5,9,8,2,2,1.0,38,0,2,2,1.0,0,8,6,275,45.8,3,4,117,29.3,0,70,3,40,13.3,0,24,12,17,56,49,7,0,0,1,0,0,1,0,6,7,18,0,26,15,5,9,3,12,0.25,1,1,1.0,4,1,35,18,20,210,74,2.8,1,136,5.0,10.1,1,117,40,35,13,0,1,1,2,0
CIN,31,5,9,0.556,55,6.1,11.0,1,0,110.9,0,0,4,0,0,3,46,191,4.2,0,8,28,2,0,1,0.0,0,0,2,2,1.0,0,29,6,193,32.2,31,1,13,13.0,0,13,0,0,0.0,0,0,1,0,50,42,8,3,31,4,1,0,0,0,5,2,4,0,31,12,8,4,7,14,0.5,0,0,0.0,2,0,20,24,14,246,191,4.2,0,55,6.1,11.0,1,13,0,20,3,3,4,0,0,1
CLE,32,12,22,0.545,41,1.9,6.0,0,4,20.5,3,31,3,0,0,11,29,141,4.9,0,8,32,0,0,0,0.0,0,0,0,0,0.0,0,4,5,247,49.4,32,2,24,12.0,0,24,3,12,4.0,0,9,8,14,56,48,8,0,0,0,0,1,1,0,1,5,11,0,30,13,8,3,4,12,0.33,0,1,0.0,9,2,65,32,0,182,141,4.9,0,41,1.9,6.0,0,24,12,65,28,-3,0,1,4,0
DAL,10,24,45,0.533,235,5.2,10.5,2,2,64.6,2,17,10,0,0,22,21,92,4.4,1,6,16,6,1,1,1.0,35,0,3,3,1.0,0,22,6,230,38.3,12,7,157,22.4,0,41,1,8,8.0,0,8,27,33,62,38,24,5,26,0,0,4,1,0,2,2,3,0,22,16,6,10,8,17,0.47,0,1,0.0,10,0,86,13,24,327,92,4.4,1,235,5.2,10.5,2,157,8,86,21,-1,0,1,2,0
DEN,2,25,45,0.556,351,7.8,14.4,0,1,71.6,1,8,17,0,0,5,27,181,6.7,2,9,4,11,3,4,0.75,43,0,2,2,1.0,0,31,0,0,0.0,24,6,106,17.7,0,26,1,2,2.0,0,2,23,30,54,38,16,1,5,0,0,1,0,0,2,2,6,0,3,27,9,17,7,14,0.5,0,1,0.0,6,1,62,17,23,532,181,6.7,2,351,7.8,14.4,0,106,2,62,25,-2,0,0,1,1
