,Team,Wins,Losses,Ties,Home,Opponent,Points,Victory
CLE,CLE,7,9,0,0,BAL,10,0
DAL,DAL,12,4,0,0,WSH,44,1
IND,IND,11,5,0,0,TEN,27,1
NO,NO,7,9,0,0,TB,23,1
PHI,PHI,10,6,0,0,NYG,34,1
BUF,BUF,9,7,0,0,NE,17,1
JAX,JAX,3,13,0,0,HOU,17,0
SD,SD,9,7,0,0,KC,7,0
NYJ,NYJ,4,12,0,0,MIA,37,1
CHI,CHI,5,11,0,0,MIN,9,0
OAK,OAK,3,13,0,0,DEN,14,0
ARZ,ARZ,11,5,0,0,SF,17,0
DET,DET,11,5,0,0,GB,20,0
STL,STL,6,10,0,0,SEA,6,0
CAR,CAR,7,8,1,0,ATL,34,1
CIN,CIN,10,5,1,0,PIT,17,0
BAL,BAL,10,6,0,1,CLE,20,1
WSH,WSH,4,12,0,1,DAL,17,0
TEN,TEN,2,14,0,1,IND,10,0
TB,TB,2,14,0,1,NO,20,0
NYG,NYG,6,10,0,1,PHI,26,0
NE,NE,12,4,0,1,BUF,9,0
HOU,HOU,9,7,0,1,JAX,23,1
KC,KC,9,7,0,1,SD,19,1
MIA,MIA,8,8,0,1,NYJ,24,0
MIN,MIN,7,9,0,1,CHI,13,1
DEN,DEN,12,4,0,1,OAK,47,1
SF,SF,8,8,0,1,ARZ,20,1
GB,GB,12,4,0,1,DET,30,1
SEA,SEA,12,4,0,1,STL,20,1
ATL,ATL,6,10,0,1,CAR,3,0
PIT,PIT,11,5,0,1,CIN,27,1
