,Team,Wins,Losses,Ties,Home,Opponent,Points,Victory
NO,NO,4,4,0,0,CAR,28,1
TB,TB,1,7,0,0,CLE,17,0
ARZ,ARZ,7,1,0,0,DAL,28,1
PHI,PHI,6,2,0,0,HOU,31,1
NYJ,NYJ,1,8,0,0,KC,10,0
JAX,JAX,1,8,0,0,CIN,23,0
SD,SD,5,4,0,0,MIA,0,0
WSH,WSH,3,6,0,0,MIN,26,0
STL,STL,3,5,0,0,SF,13,1
DEN,DEN,6,2,0,0,NE,21,0
OAK,OAK,0,8,0,0,SEA,24,0
BAL,BAL,5,4,0,0,PIT,23,0
IND,IND,6,3,0,0,NYG,40,1
CAR,CAR,3,5,1,1,NO,10,0
CLE,CLE,5,3,0,1,TB,22,1
DAL,DAL,6,3,0,1,ARZ,17,0
HOU,HOU,4,5,0,1,PHI,21,0
KC,KC,5,3,0,1,NYJ,24,1
CIN,CIN,5,2,1,1,JAX,33,1
MIA,MIA,5,3,0,1,SD,37,1
MIN,MIN,4,5,0,1,WSH,29,1
SF,SF,4,4,0,1,STL,10,0
NE,NE,7,2,0,1,DEN,43,1
SEA,SEA,5,3,0,1,OAK,30,1
PIT,PIT,6,3,0,1,BAL,43,1
NYG,NYG,3,5,0,1,IND,24,0
