,Team,Wins,Losses,Ties,Home,Opponent,Points,Victory
IND,IND,4,2,0,0,HOU,33,1
PIT,PIT,3,3,0,0,CLE,10,0
NE,NE,4,2,0,0,BUF,37,1
CAR,CAR,3,2,1,0,CIN,37,0
JAX,JAX,0,6,0,0,TEN,14,0
GB,GB,4,2,0,0,MIA,27,1
DET,DET,4,2,0,0,MIN,17,1
DEN,DEN,4,1,0,0,NYJ,31,1
BAL,BAL,4,2,0,0,TB,48,1
SD,SD,5,1,0,0,OAK,31,1
CHI,CHI,3,3,0,0,ATL,27,1
DAL,DAL,5,1,0,0,SEA,30,1
WSH,WSH,1,5,0,0,ARZ,20,0
NYG,NYG,3,3,0,0,PHI,0,0
SF,SF,4,2,0,0,STL,31,1
HOU,HOU,3,3,0,1,IND,28,0
CLE,CLE,3,2,0,1,PIT,31,1
BUF,BUF,3,3,0,1,NE,22,0
CIN,CIN,3,1,1,1,CAR,37,1
TEN,TEN,2,4,0,1,JAX,16,1
MIA,MIA,2,3,0,1,GB,24,0
MIN,MIN,2,4,0,1,DET,3,0
NYJ,NYJ,1,5,0,1,DEN,17,0
TB,TB,1,5,0,1,BAL,17,0
OAK,OAK,0,5,0,1,SD,28,0
ATL,ATL,2,4,0,1,CHI,13,0
SEA,SEA,3,2,0,1,DAL,23,0
ARZ,ARZ,4,1,0,1,WSH,30,1
PHI,PHI,5,1,0,1,NYG,27,1
STL,STL,1,4,0,1,SF,17,0
