,Team,Wins,Losses,Ties,Home,Opponent,Points,Victory
NYJ,NYJ,1,6,0,0,NE,25,0
ATL,ATL,2,5,0,0,BAL,7,0
TEN,TEN,2,5,0,0,WSH,17,0
SEA,SEA,3,3,0,0,STL,26,0
CLE,CLE,3,3,0,0,JAX,6,0
CIN,CIN,3,2,1,0,IND,0,0
MIN,MIN,2,5,0,0,BUF,16,0
MIA,MIA,3,3,0,0,CHI,27,1
NO,NO,2,4,0,0,DET,23,0
CAR,CAR,3,3,1,0,GB,17,0
KC,KC,3,3,0,0,SD,23,1
ARZ,ARZ,5,1,0,0,OAK,24,1
NYG,NYG,3,4,0,0,DAL,21,0
SF,SF,4,3,0,0,DEN,17,0
HOU,HOU,3,4,0,0,PIT,23,0
NE,NE,5,2,0,1,NYJ,27,1
BAL,BAL,5,2,0,1,ATL,29,1
WSH,WSH,2,5,0,1,TEN,19,1
STL,STL,2,4,0,1,SEA,28,1
JAX,JAX,1,6,0,1,CLE,24,1
IND,IND,5,2,0,1,CIN,27,1
BUF,BUF,4,3,0,1,MIN,17,1
CHI,CHI,3,4,0,1,MIA,14,0
DET,DET,5,2,0,1,NO,24,1
GB,GB,5,2,0,1,CAR,38,1
SD,SD,5,2,0,1,KC,20,0
OAK,OAK,0,6,0,1,ARZ,13,0
DAL,DAL,6,1,0,1,NYG,31,1
DEN,DEN,5,1,0,1,SF,42,1
PIT,PIT,4,3,0,1,HOU,30,1
