,Team,Wins,Losses,Ties,Home,Opponent,Points,Victory
NYG,NYG,2,2,0,0,WSH,45,1
GB,GB,2,2,0,0,CHI,38,1
BUF,BUF,2,2,0,0,HOU,17,0
TEN,TEN,1,3,0,0,IND,17,0
CAR,CAR,2,2,0,0,BAL,10,0
DET,DET,3,1,0,0,NYJ,24,1
TB,TB,1,3,0,0,PIT,27,1
MIA,MIA,2,2,0,0,OAK,38,1
JAX,JAX,0,4,0,0,SD,14,0
PHI,PHI,3,1,0,0,SF,21,0
ATL,ATL,2,2,0,0,MIN,28,0
NO,NO,1,3,0,0,DAL,17,0
NE,NE,2,2,0,0,KC,14,0
WSH,WSH,1,3,0,1,NYG,14,0
CHI,CHI,2,2,0,1,GB,17,0
HOU,HOU,3,1,0,1,BUF,23,1
IND,IND,2,2,0,1,TEN,41,1
BAL,BAL,3,1,0,1,CAR,38,1
NYJ,NYJ,1,3,0,1,DET,17,0
PIT,PIT,2,2,0,1,TB,24,0
OAK,OAK,0,4,0,1,MIA,14,0
SD,SD,3,1,0,1,JAX,33,1
SF,SF,2,2,0,1,PHI,26,1
MIN,MIN,2,2,0,1,ATL,41,1
DAL,DAL,3,1,0,1,NO,38,1
KC,KC,2,2,0,1,NE,41,1
