,Team,Wins,Losses,Ties,Home,Opponent,Points,Victory
CHI,CHI,5,7,0,0,DET,17,0
PHI,PHI,9,3,0,0,DAL,33,1
SEA,SEA,8,4,0,0,SF,19,1
TEN,TEN,2,10,0,0,HOU,21,0
OAK,OAK,1,11,0,0,STL,0,0
SD,SD,8,4,0,0,BAL,34,1
CLE,CLE,7,5,0,0,BUF,10,0
CIN,CIN,8,3,1,0,TB,14,1
WSH,WSH,3,9,0,0,IND,27,0
NYG,NYG,3,9,0,0,JAX,24,0
CAR,CAR,3,8,1,0,MIN,13,0
NO,NO,5,7,0,0,PIT,35,1
ARZ,ARZ,9,3,0,0,ATL,18,0
NE,NE,9,3,0,0,GB,21,0
DEN,DEN,9,3,0,0,KC,29,1
MIA,MIA,7,5,0,0,NYJ,16,1
DET,DET,8,4,0,1,CHI,34,1
DAL,DAL,8,4,0,1,PHI,10,0
SF,SF,7,5,0,1,SEA,3,0
HOU,HOU,6,6,0,1,TEN,45,1
STL,STL,5,7,0,1,OAK,52,1
BAL,BAL,7,5,0,1,SD,33,0
BUF,BUF,7,5,0,1,CLE,26,1
TB,TB,2,10,0,1,CIN,13,0
IND,IND,8,4,0,1,WSH,49,1
JAX,JAX,2,10,0,1,NYG,25,1
MIN,MIN,5,7,0,1,CAR,31,1
PIT,PIT,7,5,0,1,NO,32,0
ATL,ATL,5,7,0,1,ARZ,29,1
GB,GB,9,3,0,1,NE,26,1
KC,KC,7,5,0,1,DEN,16,0
NYJ,NYJ,2,10,0,1,MIA,13,0
