,Team,Wins,Losses,Ties,Home,Opponent,Points,Victory
ARZ,ARZ,11,3,0,0,STL,12,1
PIT,PIT,9,5,0,0,ATL,27,1
WSH,WSH,3,11,0,0,NYG,13,0
MIA,MIA,7,7,0,0,NE,13,0
OAK,OAK,2,12,0,0,KC,13,0
HOU,HOU,7,7,0,0,IND,10,0
CIN,CIN,9,4,1,0,CLE,30,1
JAX,JAX,2,12,0,0,BAL,12,0
GB,GB,10,4,0,0,BUF,13,0
TB,TB,2,12,0,0,CAR,17,0
NYJ,NYJ,3,11,0,0,TEN,16,1
DEN,DEN,11,3,0,0,SD,22,1
MIN,MIN,6,8,0,0,DET,14,0
SF,SF,7,7,0,0,SEA,7,0
DAL,DAL,10,4,0,0,PHI,38,1
NO,NO,6,8,0,0,CHI,31,1
STL,STL,6,8,0,1,ARZ,6,0
ATL,ATL,5,9,0,1,PIT,20,0
NYG,NYG,5,9,0,1,WSH,24,1
NE,NE,11,3,0,1,MIA,41,1
KC,KC,8,6,0,1,OAK,31,1
IND,IND,10,4,0,1,HOU,17,1
CLE,CLE,7,7,0,1,CIN,0,0
BAL,BAL,9,5,0,1,JAX,20,1
BUF,BUF,8,6,0,1,GB,21,1
CAR,CAR,5,8,1,1,TB,19,1
TEN,TEN,2,12,0,1,NYJ,11,0
SD,SD,8,6,0,1,DEN,10,0
DET,DET,10,4,0,1,MIN,16,1
SEA,SEA,10,4,0,1,SF,17,1
PHI,PHI,9,5,0,1,DAL,27,0
CHI,CHI,5,9,0,1,NO,15,0
