,Team,Wins,Losses,Ties,Home,Opponent,Points,Victory
CLE,CLE,6,3,0,0,CIN,24,1
KC,KC,6,3,0,0,BUF,17,1
MIA,MIA,5,4,0,0,DET,16,0
DAL,DAL,7,3,0,0,JAX,31,1
SF,SF,5,4,0,0,NO,27,1
TEN,TEN,2,7,0,0,BAL,7,0
PIT,PIT,6,4,0,0,NYJ,13,0
ATL,ATL,3,6,0,0,TB,27,1
DEN,DEN,7,2,0,0,OAK,41,1
STL,STL,3,6,0,0,ARZ,14,0
NYG,NYG,3,6,0,0,SEA,17,0
CHI,CHI,3,6,0,0,GB,14,0
CAR,CAR,3,6,1,0,PHI,21,0
CIN,CIN,5,3,1,1,CLE,3,0
BUF,BUF,5,4,0,1,KC,13,0
DET,DET,7,2,0,1,MIA,20,1
JAX,JAX,1,9,0,1,DAL,17,0
NO,NO,4,5,0,1,SF,24,0
BAL,BAL,6,4,0,1,TEN,21,1
NYJ,NYJ,2,8,0,1,PIT,20,1
TB,TB,1,8,0,1,ATL,17,0
OAK,OAK,0,9,0,1,DEN,17,0
ARZ,ARZ,8,1,0,1,STL,31,1
SEA,SEA,6,3,0,1,NYG,38,1
GB,GB,6,3,0,1,CHI,55,1
PHI,PHI,7,2,0,1,CAR,45,1
