,Team,Wins,Losses,Ties,Home,Opponent,Points,Victory
PIT,PIT,1,1,0,0,BAL,6,0
MIA,MIA,1,1,0,0,BUF,10,0
JAX,JAX,0,2,0,0,WSH,10,0
DAL,DAL,1,1,0,0,TEN,26,1
ARZ,ARZ,2,0,0,0,NYG,25,1
NE,NE,1,1,0,0,MIN,30,1
NO,NO,0,2,0,0,CLE,24,0
ATL,ATL,1,1,0,0,CIN,10,0
DET,DET,1,1,0,0,CAR,7,0
STL,STL,1,1,0,0,TB,19,1
SEA,SEA,1,1,0,0,SD,21,0
HOU,HOU,2,0,0,0,OAK,30,1
NYJ,NYJ,1,1,0,0,GB,24,0
KC,KC,0,2,0,0,DEN,17,0
CHI,CHI,1,1,0,0,SF,28,1
PHI,PHI,2,0,0,0,IND,30,1
BAL,BAL,1,1,0,1,PIT,26,1
BUF,BUF,2,0,0,1,MIA,29,1
WSH,WSH,1,1,0,1,JAX,41,1
TEN,TEN,1,1,0,1,DAL,10,0
NYG,NYG,0,2,0,1,ARZ,14,0
MIN,MIN,1,1,0,1,NE,7,0
CLE,CLE,1,1,0,1,NO,26,1
CIN,CIN,2,0,0,1,ATL,24,1
CAR,CAR,2,0,0,1,DET,24,1
TB,TB,0,2,0,1,STL,17,0
SD,SD,1,1,0,1,SEA,30,1
OAK,OAK,0,2,0,1,HOU,14,0
GB,GB,1,1,0,1,NYJ,31,1
DEN,DEN,2,0,0,1,KC,24,1
SF,SF,1,1,0,1,CHI,20,0
IND,IND,0,2,0,1,PHI,27,0
