,Passing Rank,Completions,Attempts,Completion %,Passing Yards,Passing Yards / Attempt,Yards / Reception,Passing Touchdowns,Interceptions,QB Rating,Sacks,Passing Yardage Lost to Sacks,First Downs Passing,Fumbles,Fumbles Lost,Rushing Rank,Attempts,Rushing Yards,Rushing Yards / Attempt,Rushing Touchdowns,First Downs Rushing,Kicking Rank,Kicking Points,Field Goals Made,Field Goals Attempted,Field Goal %,Longest Field Goal,Field Goals Blocked,Extra Points Made,Extra Points Attempted,Extra Point %,Extra Points Blocked,Punting Rank,Punts,Punt Yards,Punt Yards Avg,Returning Rank,Kickoff Returns,Kickoff Return Yards,Kickoff Return Avg,Kickoff Return Touchdowns,Kickoff Return Long,Punt Returns,Punt Return Yards,Punt Return Avg,Punt Return Touchdowns,Punt Return Long,Defense Rank,Points Allowed,Total Tackles,Solo Tackles,Assisted Tackles,Sacks,Sack Yards,Interceptions,Interception Return Touchdowns,Forced Fumbles,Fumbles Opp Recovered,Fumbles Opp Recovered Touchdowns,Passes Defended,Stuffs,Stuff Yards,Safeties,Downs Rank,First Downs,First Downs Rushing,First Downs Passing,Third Downs Made,Third Downs Attempted,Third Down %,Fourth Downs Made,Fourth Downs Attempted,Fourth Down %,Penalties,First Downs Penalty,Penalty Yards,Yardage Rank,Points,Yards,Rushing Yards,Rushing Yards / Attempt,Rushing Touchdowns,Passing Yards,Passing Yards / Attempt,Yards / Reception,Passing Touchdowns,Kickoff Return Yards,Punt Return Yards,Penalty Yards,Turnovers Rank,Turnover +/-,Interceptions,Fumbles Opp Recovered,Interceptions,Fumbles Lost
ARZ,11,28,50,0.56,237,4.7,10.3,0,0,68.5,9,52,13,1,1,28,17,45,2.6,0,4,22,3,1,2,0.5,35,0,0,0,0.0,0,15,7,320,45.7,26,0,0,0.0,0,0,5,76,15.2,0,26,12,17,38,30,8,1,10,1,0,0,0,0,3,3,8,0,13,20,4,13,7,19,0.37,0,2,0.0,5,3,35,26,3,282,45,2.6,0,237,4.7,10.3,0,0,76,35,11,0,1,0,0,1
ATL,3,34,52,0.654,338,6.5,10.1,2,1,88.5,1,7,21,0,0,18,28,83,3.0,1,5,14,6,1,1,1.0,53,0,3,3,1.0,0,6,6,293,48.8,20,2,36,18.0,0,18,2,2,1.0,0,2,12,17,50,31,19,3,15,2,0,0,0,0,4,2,3,0,4,28,5,21,9,17,0.53,0,0,0.0,2,2,13,10,24,421,83,3.0,1,338,6.5,10.1,2,36,2,13,11,0,2,0,1,1
BAL,23,13,27,0.481,165,6.1,14.4,0,1,52.2,4,22,8,0,0,9,24,133,5.5,0,6,8,9,3,3,1.0,39,0,0,0,0.0,0,11,5,232,46.4,12,2,52,26.0,0,32,1,10,10.0,0,10,4,6,62,56,6,0,0,2,0,1,2,0,2,10,24,0,20,15,6,8,3,11,0.27,0,0,0.0,5,1,33,23,9,298,133,5.5,0,165,6.1,14.4,0,52,10,33,1,2,2,2,1,1
BUF,27,16,26,0.615,115,4.4,7.9,0,1,55.8,1,11,6,0,0,16,19,89,4.7,0,4,22,3,1,1,1.0,31,0,0,0,0.0,0,9,6,286,47.7,1,2,87,43.5,0,59,1,28,28.0,0,28,28,45,53,47,6,0,0,0,0,1,1,0,1,0,0,0,27,10,4,6,2,10,0.2,0,0,0.0,5,0,30,26,3,204,89,4.7,0,115,4.4,7.9,0,87,28,30,19,-1,0,1,1,1
CAR,28,12,29,0.414,108,3.7,11.8,0,0,52.1,4,33,7,1,1,19,19,82,4.3,0,4,21,4,1,1,1.0,32,0,1,1,1.0,0,17,7,318,45.4,19,4,81,20.3,0,25,1,13,13.0,0,13,10,16,70,34,36,2,9,2,1,1,1,0,2,4,24,1,24,13,4,7,2,11,0.18,0,1,0.0,3,2,25,22,12,190,82,4.3,0,108,3.7,11.8,0,81,13,25,5,1,2,1,0,2
CHI,8,23,39,0.59,287,7.4,12.7,2,1,88.3,1,5,16,0,0,4,33,214,6.5,1,9,2,11,2,2,1.0,32,0,5,5,1.0,0,25,3,122,40.7,10,1,28,28.0,0,28,4,8,2.0,0,4,1,3,38,34,4,3,13,2,2,1,1,0,5,3,7,0,7,26,9,16,10,17,0.59,1,1,1.0,12,1,80,2,41,501,214,6.5,1,287,7.4,12.7,2,28,8,80,1,2,2,1,1,0
CIN,13,26,43,0.605,218,5.1,9.0,1,2,62.0,3,16,13,0,0,20,19,80,4.2,0,4,11,7,2,3,0.667,42,0,1,1,1.0,0,27,6,243,40.5,14,2,49,24.5,0,34,2,25,12.5,0,15,12,17,65,31,34,2,12,0,0,1,2,0,4,6,12,0,16,18,4,13,2,14,0.14,1,1,1.0,5,1,46,21,13,298,80,4.2,0,218,5.1,9.0,1,49,25,46,19,-1,0,2,2,1
CLE,7,22,35,0.629,291,8.3,13.2,2,2,84.3,0,0,11,0,0,17,19,84,4.4,1,3,8,9,2,2,1.0,41,0,3,3,1.0,0,8,3,144,48.0,2,6,221,36.8,0,74,1,12,12.0,0,12,26,41,73,51,22,0,0,1,0,0,1,0,7,0,0,0,20,15,3,11,3,12,0.25,2,2,1.0,10,1,91,8,27,375,84,4.4,1,291,8.3,13.2,2,221,12,91,19,-1,1,1,2,1
DEN,4,31,44,0.705,324,7.4,10.9,3,0,114.2,2,13,16,1,1,22,20,70,3.5,0,5,22,3,0,0,0.0,0,0,3,3,1.0,0,14,3,137,45.7,22,4,61,15.3,0,33,0,0,0.0,0,0,24,31,101,45,56,4,30,0,0,2,1,0,1,4,14,0,9,22,5,16,7,13,0.54,1,2,0.5,4,1,21,13,21,394,70,3.5,0,324,7.4,10.9,3,61,0,21,25,-2,0,1,0,3
GB,19,20,32,0.625,207,6.5,11.8,3,1,99.3,5,28,11,0,0,8,24,149,6.2,1,6,22,3,0,2,0.0,0,0,3,3,1.0,0,18,7,316,45.1,5,3,95,31.7,0,35,4,19,4.8,0,9,22,30,61,53,8,4,17,1,0,1,0,0,12,3,6,0,11,21,6,11,4,13,0.31,0,0,0.0,9,4,89,8,27,356,149,6.2,1,207,6.5,11.8,3,95,19,89,11,0,1,0,1,0
HOU,18,14,28,0.5,209,7.5,14.9,1,1,71.9,0,0,10,0,0,7,35,169,4.8,1,8,2,11,3,3,1.0,42,0,2,2,1.0,0,28,6,241,40.2,25,3,33,11.0,0,14,1,3,3.0,0,3,12,17,52,28,24,3,13,2,0,1,0,0,10,1,8,0,16,18,8,10,6,15,0.4,0,0,0.0,7,0,50,12,23,378,169,4.8,1,209,7.5,14.9,1,33,3,50,5,1,2,0,1,0
IND,2,31,55,0.564,345,6.3,11.7,2,1,79.7,4,17,16,1,0,12,30,119,4.0,1,8,5,10,3,4,0.75,50,0,1,1,1.0,0,19,5,223,44.6,26,0,0,0.0,0,0,2,13,6.5,0,7,20,27,51,35,16,5,28,1,0,0,0,0,3,2,6,0,4,28,8,16,8,20,0.4,0,1,0.0,9,4,100,6,30,464,119,4.0,1,345,6.3,11.7,2,0,13,100,11,0,1,0,1,0
JAX,25,17,33,0.515,129,3.9,8.4,0,2,36.0,3,13,5,1,1,25,17,60,3.5,0,3,22,3,1,1,1.0,31,0,0,0,0.0,0,7,6,291,48.5,17,3,65,21.7,0,26,0,0,0.0,0,0,26,41,58,50,8,1,5,1,0,0,0,0,4,2,4,0,27,10,3,5,5,13,0.38,0,0,0.0,6,2,49,26,3,189,60,3.5,0,129,3.9,8.4,0,65,0,49,25,-2,1,0,2,1
KC,26,11,17,0.647,124,7.3,11.3,0,2,46.8,0,0,6,0,0,4,51,214,4.2,0,12,14,6,2,2,1.0,31,0,0,0,0.0,0,10,5,236,47.2,11,3,82,27.3,0,41,5,33,6.6,0,25,6,9,39,39,0,4,22,1,0,1,1,0,3,0,0,0,14,19,12,6,6,13,0.46,0,0,0.0,8,1,60,25,6,338,214,4.2,0,124,7.3,11.3,0,82,33,60,25,-2,1,1,2,2
