,Passing Rank,Completions,Attempts,Completion %,Passing Yards,Passing Yards / Attempt,Yards / Reception,Passing Touchdowns,Interceptions,QB Rating,Sacks,Passing Yardage Lost to Sacks,First Downs Passing,Fumbles,Fumbles Lost,Rushing Rank,Attempts,Rushing Yards,Rushing Yards / Attempt,Rushing Touchdowns,First Downs Rushing,Kicking Rank,Kicking Points,Field Goals Made,Field Goals Attempted,Field Goal %,Longest Field Goal,Field Goals Blocked,Extra Points Made,Extra Points Attempted,Extra Point %,Extra Points Blocked,Punting Rank,Punts,Punt Yards,Punt Yards Avg,Returning Rank,Kickoff Returns,Kickoff Return Yards,Kickoff Return Avg,Kickoff Return Touchdowns,Kickoff Return Long,Punt Returns,Punt Return Yards,Punt Return Avg,Punt Return Touchdowns,Punt Return Long,Defense Rank,Points Allowed,Total Tackles,Solo Tackles,Assisted Tackles,Sacks,Sack Yards,Interceptions,Interception Return Touchdowns,Forced Fumbles,Fumbles Opp Recovered,Fumbles Opp Recovered Touchdowns,Passes Defended,Stuffs,Stuff Yards,Safeties,Downs Rank,First Downs,First Downs Rushing,First Downs Passing,Third Downs Made,Third Downs Attempted,Third Down %,Fourth Downs Made,Fourth Downs Attempted,Fourth Down %,Penalties,First Downs Penalty,Penalty Yards,Yardage Rank,Points,Yards,Rushing Yards,Rushing Yards / Attempt,Rushing Touchdowns,Passing Yards,Passing Yards / Attempt,Yards / Reception,Passing Touchdowns,Kickoff Return Yards,Punt Return Yards,Penalty Yards,Turnovers Rank,Turnover +/-,Interceptions,Fumbles Opp Recovered,Interceptions,Fumbles Lost
ARZ,30,19,39,0.487,111,2.8,7.0,0,4,15.6,3,22,6,2,2,30,16,43,2.7,0,2,32,0,0,0,0.0,0,0,0,0,0.0,0,13,6,280,46.7,10,9,200,22.2,0,38,2,11,5.5,0,11,32,58,65,36,29,1,7,1,0,0,0,0,6,2,2,0,32,10,2,6,4,14,0.29,0,1,0.0,9,2,79,32,0,154,43,2.7,0,111,2.8,7.0,0,200,11,79,32,-7,1,0,4,4
ATL,3,34,49,0.694,327,6.7,10.1,2,1,92.8,2,15,22,0,0,31,11,35,3.2,1,2,26,2,0,0,0.0,0,0,2,2,1.0,0,23,4,168,42.0,23,3,49,16.3,0,21,0,0,0.0,0,0,26,30,61,37,24,1,7,0,0,1,0,0,2,1,2,0,4,25,2,22,2,8,0.25,1,2,0.5,3,1,15,19,20,362,35,3.2,1,327,6.7,10.1,2,49,0,15,21,-1,0,0,1,0
BAL,23,16,21,0.762,173,8.2,11.4,3,1,119.6,2,9,7,1,1,3,35,186,5.3,1,9,22,4,0,0,0.0,0,0,4,4,1.0,0,4,5,251,50.2,5,5,145,29.0,0,38,3,25,8.3,0,11,28,31,79,33,46,3,24,0,0,2,1,0,2,3,7,0,19,18,9,7,6,12,0.5,0,0,0.0,8,2,56,8,28,359,186,5.3,1,173,8.2,11.4,3,145,25,56,21,-1,0,1,1,1
BUF,16,25,33,0.758,220,6.7,9.9,1,1,90.5,5,27,13,1,0,27,20,61,3.1,0,3,17,6,2,2,1.0,40,0,0,0,0.0,0,26,7,274,39.1,6,3,79,26.3,0,30,4,44,11.0,0,19,9,15,62,37,25,1,2,1,0,1,0,0,8,2,4,0,22,17,3,13,3,12,0.25,0,0,0.0,2,1,15,29,12,281,61,3.1,0,220,6.7,9.9,1,79,44,15,21,-1,1,0,1,1
CAR,7,23,35,0.657,280,8.0,12.5,2,0,109.2,1,7,12,0,0,2,32,195,6.1,1,10,4,12,3,3,1.0,41,0,3,3,1.0,0,20,2,88,44.0,19,3,54,18.0,0,26,0,0,0.0,0,0,12,20,54,34,20,2,15,1,0,0,0,0,3,0,0,0,6,23,10,12,9,15,0.6,1,1,1.0,3,1,10,6,30,475,195,6.1,1,280,8.0,12.5,2,54,0,10,4,1,1,0,0,0
CHI,4,28,53,0.528,320,6.0,11.6,2,2,68.1,2,4,16,1,0,19,18,118,6.6,0,4,26,2,0,0,0.0,0,0,2,2,1.0,0,29,6,225,37.5,25,4,59,14.8,0,18,5,58,11.6,0,21,15,21,55,33,22,1,14,1,0,2,0,0,2,5,12,0,8,22,4,16,7,17,0.41,1,2,0.5,10,2,80,25,14,438,118,6.6,0,320,6.0,11.6,2,59,58,80,21,-1,1,0,2,0
CIN,21,20,33,0.606,190,5.8,10.3,1,1,74.1,5,16,13,0,0,10,20,146,7.3,0,4,3,13,4,4,1.0,52,0,1,1,1.0,0,17,3,136,45.3,13,3,65,21.7,0,35,1,-3,-3.0,0,-3,12,20,64,36,28,3,29,1,0,0,0,0,6,3,18,0,16,19,4,13,4,11,0.36,0,0,0.0,8,2,70,22,19,336,146,7.3,0,190,5.8,10.3,1,65,-3,70,13,0,1,0,1,0
CLE,20,17,30,0.567,198,6.6,12.8,0,0,76.8,3,19,10,0,0,9,35,154,4.4,2,9,4,12,3,3,1.0,34,0,3,3,1.0,0,25,5,204,40.8,24,1,15,15.0,0,15,4,144,36.0,1,93,2,7,52,28,24,5,29,1,0,0,0,0,3,2,4,0,12,20,9,10,5,15,0.33,0,0,0.0,7,1,55,6,30,352,154,4.4,2,198,6.6,12.8,0,15,144,55,4,1,1,0,0,0
DAL,14,25,43,0.581,239,5.6,10.7,1,1,71.8,3,29,13,0,0,29,24,49,2.0,1,5,14,8,2,2,1.0,40,0,2,2,1.0,0,32,5,165,33.0,26,1,14,14.0,0,14,2,4,2.0,0,4,11,19,61,25,36,5,16,1,0,0,0,0,3,0,0,0,12,20,5,13,11,19,0.58,0,0,0.0,6,2,49,19,20,288,49,2.0,1,239,5.6,10.7,1,14,4,49,13,0,1,0,1,0
DEN,6,26,36,0.722,288,8.0,11.9,1,1,93.3,3,22,15,0,0,12,39,140,3.6,1,9,2,14,4,4,1.0,43,0,2,2,1.0,0,18,2,89,44.5,2,1,33,33.0,0,33,1,0,0.0,0,0,5,13,41,29,12,1,10,1,0,1,1,0,3,2,4,0,1,30,9,15,7,14,0.5,0,0,0.0,3,6,25,13,26,428,140,3.6,1,288,8.0,11.9,1,33,0,25,4,1,1,1,1,0
