,Passing Rank,Completions,Attempts,Completion %,Passing Yards,Passing Yards / Attempt,Yards / Reception,Passing Touchdowns,Interceptions,QB Rating,Sacks,Passing Yardage Lost to Sacks,First Downs Passing,Fumbles,Fumbles Lost,Rushing Rank,Attempts,Rushing Yards,Rushing Yards / Attempt,Rushing Touchdowns,First Downs Rushing,Kicking Rank,Kicking Points,Field Goals Made,Field Goals Attempted,Field Goal %,Longest Field Goal,Field Goals Blocked,Extra Points Made,Extra Points Attempted,Extra Point %,Extra Points Blocked,Punting Rank,Punts,Punt Yards,Punt Yards Avg,Returning Rank,Kickoff Returns,Kickoff Return Yards,Kickoff Return Avg,Kickoff Return Touchdowns,Kickoff Return Long,Punt Returns,Punt Return Yards,Punt Return Avg,Punt Return Touchdowns,Punt Return Long,Defense Rank,Points Allowed,Total Tackles,Solo Tackles,Assisted Tackles,Sacks,Sack Yards,Interceptions,Interception Return Touchdowns,Forced Fumbles,Fumbles Opp Recovered,Fumbles Opp Recovered Touchdowns,Passes Defended,Stuffs,Stuff Yards,Safeties,Downs Rank,First Downs,First Downs Rushing,First Downs Passing,Third Downs Made,Third Downs Attempted,Third Down %,Fourth Downs Made,Fourth Downs Attempted,Fourth Down %,Penalties,First Downs Penalty,Penalty Yards,Yardage Rank,Points,Yards,Rushing Yards,Rushing Yards / Attempt,Rushing Touchdowns,Passing Yards,Passing Yards / Attempt,Yards / Reception,Passing Touchdowns,Kickoff Return Yards,Punt Return Yards,Penalty Yards,Turnovers Rank,Turnover +/-,Interceptions,Fumbles Opp Recovered,Interceptions,Fumbles Lost
ARZ,6,23,39,0.59,300,7.7,13.0,3,2,87.6,0,0,18,0,0,13,32,122,3.8,1,5,2,12,2,2,1.0,33,0,6,6,1.0,0,26,1,40,40.0,28,5,77,15.4,0,30,2,7,3.5,0,7,11,19,49,40,9,3,21,3,2,1,0,0,8,3,3,0,4,25,5,18,6,13,0.46,3,3,1.0,8,2,63,1,48,422,122,3.8,1,300,7.7,13.0,3,77,7,63,6,1,3,0,2,0
ATL,11,17,27,0.63,240,8.9,14.8,4,0,131.2,2,11,11,0,0,12,29,124,4.3,1,6,1,14,3,3,1.0,37,0,5,5,1.0,0,13,3,135,45.0,3,7,237,33.9,0,61,2,4,2.0,0,3,29,41,66,61,5,4,19,1,0,2,2,0,4,2,9,0,15,19,6,11,5,12,0.42,0,1,0.0,5,2,41,2,44,364,124,4.3,1,240,8.9,14.8,4,237,4,41,1,3,1,2,0,0
BAL,25,16,27,0.593,154,5.7,10.7,1,0,87.6,2,17,11,0,0,3,40,180,4.5,2,9,9,9,2,2,1.0,31,0,3,3,1.0,0,9,4,188,47.0,32,1,0,0.0,0,0,1,-3,-3.0,0,-3,14,21,44,31,13,0,0,2,0,1,1,0,7,1,1,0,9,21,9,11,9,16,0.56,0,0,0.0,6,1,86,13,27,334,180,4.5,2,154,5.7,10.7,1,0,-3,86,4,2,2,1,0,1
BUF,29,16,30,0.533,133,4.4,8.3,0,0,65.0,0,0,7,0,0,9,30,138,4.6,0,5,9,9,3,3,1.0,29,0,0,0,0.0,0,22,5,212,42.4,23,4,74,18.5,0,24,4,34,8.5,0,23,9,17,52,45,7,4,23,1,0,1,1,0,2,3,9,0,27,13,5,7,2,12,0.17,1,2,0.5,3,1,23,30,9,271,138,4.6,0,133,4.4,8.3,0,74,34,23,4,2,1,1,0,0
CAR,21,15,24,0.625,169,7.0,11.6,2,1,93.9,1,5,9,0,0,3,37,180,4.9,2,10,15,7,1,1,1.0,19,0,4,4,1.0,0,11,4,184,46.0,12,5,117,23.4,0,60,2,20,10.0,0,19,16,23,54,45,9,4,40,1,0,0,0,0,3,2,8,0,12,20,10,9,7,14,0.5,0,0,0.0,4,1,23,10,31,349,180,4.9,2,169,7.0,11.6,2,117,20,23,21,-1,1,0,1,1
CHI,19,13,28,0.464,179,6.4,15.3,3,1,88.2,2,20,7,1,0,20,27,96,3.6,0,4,15,7,1,1,1.0,39,0,4,4,1.0,0,15,6,266,44.3,31,4,47,11.8,0,16,1,64,64.0,1,64,17,25,71,57,14,3,12,2,0,2,1,0,10,2,2,1,27,13,4,7,6,14,0.43,0,1,0.0,5,2,34,9,33,275,96,3.6,0,179,6.4,15.3,3,47,64,34,13,0,2,1,1,2
CIN,4,23,32,0.719,316,9.9,13.7,3,1,121.4,0,0,16,0,0,24,24,77,3.2,1,3,12,8,1,1,1.0,30,0,5,5,1.0,0,32,4,144,36.0,18,3,63,21.0,0,22,4,15,3.8,0,12,17,25,55,46,9,1,8,0,0,0,1,1,3,2,4,0,7,23,3,16,5,10,0.5,0,0,0.0,3,4,20,5,38,393,77,3.2,1,316,9.9,13.7,3,63,15,20,13,0,0,1,1,0
CLE,17,14,28,0.5,195,7.0,14.1,1,1,69.8,1,2,8,0,0,8,36,163,4.5,0,8,12,8,2,3,0.667,49,1,2,2,1.0,0,14,5,222,44.4,5,2,57,28.5,0,30,4,135,33.8,1,76,2,7,46,40,6,5,31,0,0,0,0,0,4,3,4,0,19,18,8,8,7,15,0.47,0,0,0.0,9,2,75,20,20,358,163,4.5,0,195,7.0,14.1,1,57,135,75,21,-1,0,0,1,0
DAL,27,14,27,0.519,146,5.4,11.8,0,1,52.4,2,19,5,0,0,32,16,1,0.1,0,0,20,6,2,3,0.667,37,0,0,0,0.0,0,7,7,332,47.4,19,3,61,20.3,0,37,2,3,1.5,0,3,19,27,74,52,22,3,21,0,0,3,2,0,4,3,4,0,32,7,0,5,0,11,0.0,0,1,0.0,5,2,37,32,6,147,1,0.1,0,146,5.4,11.8,0,61,3,37,6,1,0,2,1,0
DEN,13,26,37,0.703,234,6.3,9.5,2,0,105.0,1,12,14,0,0,11,27,128,4.7,0,6,12,8,2,2,1.0,43,0,2,2,1.0,0,16,5,221,44.2,15,3,66,22.0,0,24,2,15,7.5,0,12,11,19,54,37,17,3,15,0,0,2,3,0,4,2,2,1,9,21,6,14,3,12,0.25,1,3,0.33,5,1,40,18,22,362,128,4.7,0,234,6.3,9.5,2,66,15,40,1,3,0,3,0,0
DET,10,22,48,0.458,246,5.1,11.2,1,2,51.2,0,0,13,0,0,28,17,47,2.8,0,2,15,7,2,2,1.0,38,0,1,1,1.0,0,18,6,264,44.0,14,7,155,22.1,0,54,0,0,0.0,0,0,25,34,59,46,13,1,10,0,0,0,1,0,3,3,4,0,22,16,2,13,5,15,0.33,1,2,0.5,7,1,55,26,13,293,47,2.8,0,246,5.1,11.2,1,155,0,55,21,-1,0,1,2,0
GB,20,16,26,0.615,177,6.8,11.7,3,0,120.2,1,10,11,0,0,1,38,217,5.7,1,8,7,10,2,2,1.0,35,0,4,4,1.0,0,6,4,196,49.0,11,4,94,23.5,0,28,4,22,5.5,0,8,6,13,48,35,13,0,0,2,0,0,0,0,6,0,0,0,15,19,8,11,7,14,0.5,1,1,1.0,2,0,25,8,34,394,217,5.7,1,177,6.8,11.7,3,94,22,25,6,1,2,0,0,1
HOU,31,11,18,0.611,120,6.7,11.6,1,1,76.2,1,8,8,0,0,6,34,170,5.0,3,10,20,6,0,0,0.0,0,0,6,6,1.0,0,30,2,73,36.5,1,5,234,46.8,2,104,4,50,12.5,0,15,21,28,61,45,16,2,17,0,0,0,1,0,7,1,2,0,15,19,10,8,5,9,0.56,1,1,1.0,3,1,20,3,42,290,170,5.0,3,120,6.7,11.6,1,234,50,20,13,0,0,1,1,0
IND,26,25,40,0.625,148,3.7,6.5,1,0,77.9,2,15,9,0,0,29,10,46,4.6,0,2,27,4,1,1,1.0,37,0,1,1,1.0,0,2,5,258,51.6,9,4,100,25.0,0,39,2,18,9.0,0,9,8,16,82,59,23,1,5,0,0,2,2,0,2,4,8,0,27,13,2,9,5,12,0.42,0,1,0.0,5,2,54,28,10,194,46,4.6,0,148,3.7,6.5,1,100,18,54,6,1,0,2,0,1
JAX,7,25,39,0.641,285,7.3,12.1,4,0,120.1,2,17,19,0,0,20,23,96,4.2,0,5,27,4,0,0,0.0,0,0,4,4,1.0,0,4,4,199,49.8,24,6,106,17.7,0,31,1,0,0.0,0,0,30,42,48,34,14,1,8,1,0,0,0,0,2,2,2,0,6,24,5,19,7,12,0.58,1,1,1.0,8,0,45,12,28,381,96,4.2,0,285,7.3,12.1,4,106,0,45,13,0,1,0,0,1
KC,22,20,43,0.465,166,3.9,9.8,1,0,64.7,3,29,10,0,0,27,19,53,2.8,0,3,27,4,1,1,1.0,40,0,1,1,1.0,0,16,10,442,44.2,10,3,71,23.7,0,28,5,36,7.2,0,22,6,13,79,59,20,3,13,0,0,0,0,0,4,6,12,0,25,14,3,10,3,16,0.19,1,1,1.0,8,1,62,28,10,219,53,2.8,0,166,3.9,9.8,1,71,36,62,13,0,0,0,0,0
MIA,9,27,42,0.643,250,6.0,9.6,2,0,96.3,1,8,14,0,0,22,25,86,3.4,1,7,22,5,1,1,1.0,49,0,2,2,1.0,0,20,6,261,43.5,21,6,114,19.0,0,32,1,6,6.0,0,6,27,38,50,39,11,0,0,1,0,0,0,0,1,2,7,0,9,21,7,14,5,13,0.38,0,0,0.0,5,0,55,15,25,336,86,3.4,1,250,6.0,9.6,2,114,6,55,13,0,1,0,0,1
MIN,23,16,31,0.516,160,5.2,10.9,2,0,88.1,3,15,10,1,1,5,27,172,6.4,0,6,30,3,1,1,1.0,22,0,0,0,0.0,0,10,4,186,46.5,4,3,88,29.3,0,31,3,21,7.0,0,13,15,22,55,50,5,1,12,0,0,1,0,0,6,4,12,0,22,16,6,10,7,14,0.5,1,1,1.0,4,0,30,21,19,332,172,6.4,0,160,5.2,10.9,2,88,21,30,30,-3,0,0,0,3
NE,1,32,42,0.762,346,8.2,11.1,2,0,115.8,1,10,18,0,0,31,26,44,1.7,2,7,2,12,3,3,1.0,45,0,3,3,1.0,0,24,2,81,40.5,15,4,88,22.0,0,27,2,10,5.0,0,8,26,35,47,37,10,1,14,1,0,0,0,0,5,2,3,0,3,27,7,18,6,13,0.46,1,1,1.0,5,2,42,5,38,390,44,1.7,2,346,8.2,11.1,2,88,10,42,6,1,1,0,0,0
NO,5,35,60,0.583,308,5.1,9.1,3,2,74.9,3,12,18,2,1,18,20,105,5.3,0,8,22,5,1,1,1.0,48,0,2,2,1.0,0,23,5,205,41.0,19,6,122,20.3,0,28,2,16,8.0,0,16,24,33,42,37,5,2,20,1,0,3,2,0,5,3,5,0,2,28,8,18,3,14,0.21,1,4,0.25,8,2,72,15,25,413,105,5.3,0,308,5.1,9.1,3,122,16,72,13,0,1,2,2,1
