,Passing Rank,Completions,Attempts,Completion %,Passing Yards,Passing Yards / Attempt,Yards / Reception,Passing Touchdowns,Interceptions,QB Rating,Sacks,Passing Yardage Lost to Sacks,First Downs Passing,Fumbles,Fumbles Lost,Rushing Rank,Attempts,Rushing Yards,Rushing Yards / Attempt,Rushing Touchdowns,First Downs Rushing,Kicking Rank,Kicking Points,Field Goals Made,Field Goals Attempted,Field Goal %,Longest Field Goal,Field Goals Blocked,Extra Points Made,Extra Points Attempted,Extra Point %,Extra Points Blocked,Punting Rank,Punts,Punt Yards,Punt Yards Avg,Returning Rank,Kickoff Returns,Kickoff Return Yards,Kickoff Return Avg,Kickoff Return Touchdowns,Kickoff Return Long,Punt Returns,Punt Return Yards,Punt Return Avg,Punt Return Touchdowns,Punt Return Long,Defense Rank,Points Allowed,Total Tackles,Solo Tackles,Assisted Tackles,Sacks,Sack Yards,Interceptions,Interception Return Touchdowns,Forced Fumbles,Fumbles Opp Recovered,Fumbles Opp Recovered Touchdowns,Passes Defended,Stuffs,Stuff Yards,Safeties,Downs Rank,First Downs,First Downs Rushing,First Downs Passing,Third Downs Made,Third Downs Attempted,Third Down %,Fourth Downs Made,Fourth Downs Attempted,Fourth Down %,Penalties,First Downs Penalty,Penalty Yards,Yardage Rank,Points,Yards,Rushing Yards,Rushing Yards / Attempt,Rushing Touchdowns,Passing Yards,Passing Yards / Attempt,Yards / Reception,Passing Touchdowns,Kickoff Return Yards,Punt Return Yards,Penalty Yards,Turnovers Rank,Turnover +/-,Interceptions,Fumbles Opp Recovered,Interceptions,Fumbles Lost
ARZ,11,19,30,0.633,214,7.1,12.3,3,1,104.0,2,19,13,1,1,21,22,103,4.7,0,4,17,6,1,2,0.5,26,0,3,3,1.0,0,8,3,139,46.3,12,4,92,23.0,0,28,2,26,13.0,0,29,28,31,61,49,12,1,8,0,0,2,2,0,2,0,0,0,19,17,4,13,3,11,0.27,2,2,1.0,10,0,78,8,24,317,103,4.7,0,214,7.1,12.3,3,92,26,78,14,0,0,2,1,1
ATL,32,4,15,0.267,27,1.8,8.5,0,2,0.0,1,7,1,1,1,20,20,106,5.3,0,4,27,3,1,1,1.0,33,0,0,0,0.0,0,10,6,273,45.5,16,6,125,20.8,0,31,1,0,0.0,0,0,31,37,72,60,12,2,14,1,0,0,0,0,3,2,5,0,32,5,4,1,0,9,0.0,0,0,0.0,5,0,48,31,3,133,106,5.3,0,27,1.8,8.5,0,125,0,48,29,-3,1,0,2,2
BAL,17,15,30,0.5,182,6.1,13.9,1,1,66.3,4,26,11,0,0,6,36,163,4.5,0,9,5,10,3,5,0.6,39,1,1,1,1.0,0,4,4,200,50.0,31,1,14,14.0,0,14,2,15,7.5,0,11,22,22,57,52,5,5,27,0,0,1,0,0,8,4,8,0,5,21,9,11,9,18,0.5,0,0,0.0,1,1,5,17,16,345,163,4.5,0,182,6.1,13.9,1,14,15,5,20,-1,0,0,1,0
BUF,28,13,33,0.394,124,3.8,9.5,0,0,50.6,0,0,6,0,0,19,32,108,3.4,0,5,32,0,0,0,0.0,0,0,0,0,0.0,0,26,7,251,35.9,27,3,50,16.7,0,18,2,18,9.0,0,10,4,8,54,45,9,1,7,0,0,0,0,0,3,1,3,0,29,11,5,6,3,16,0.19,2,5,0.4,2,0,15,32,0,232,108,3.4,0,124,3.8,9.5,0,50,18,15,14,0,0,0,0,0
CAR,12,19,27,0.704,208,7.7,10.9,0,0,92.8,0,0,12,0,0,17,38,114,3.0,1,2,10,7,2,3,0.667,53,0,1,1,1.0,0,7,5,235,47.0,32,2,16,8.0,0,16,2,18,9.0,0,18,5,10,51,40,11,3,36,0,0,2,1,0,3,2,7,0,24,15,2,12,9,18,0.5,0,1,0.0,5,1,54,21,13,322,114,3.0,1,208,7.7,10.9,0,16,18,54,6,1,0,1,0,0
CHI,21,22,38,0.579,177,4.7,8.4,0,1,58.8,1,7,7,0,0,31,17,32,1.9,1,3,10,7,2,2,1.0,47,0,1,1,1.0,0,14,9,394,43.8,21,4,78,19.5,0,34,4,29,7.3,0,17,18,20,60,46,14,2,13,3,0,0,1,0,5,7,11,0,29,11,3,7,1,14,0.07,1,2,0.5,11,1,95,21,13,209,32,1.9,1,177,4.7,8.4,0,78,29,95,2,3,3,1,1,0
CIN,5,19,31,0.613,252,8.1,13.3,1,0,97.8,0,0,12,0,0,26,19,61,3.2,0,2,10,7,2,2,1.0,35,0,1,1,1.0,0,16,3,123,41.0,28,5,79,15.8,0,21,1,1,1.0,0,1,18,20,71,39,32,2,16,0,0,0,0,0,6,0,0,0,24,15,2,12,3,10,0.3,1,2,0.5,1,1,15,21,13,313,61,3.2,0,252,8.1,13.3,1,79,1,15,14,0,0,0,0,0
CLE,27,9,24,0.375,130,5.4,15.2,0,0,55.9,1,7,8,0,0,4,37,174,4.7,0,8,17,6,2,2,1.0,49,0,0,0,0.0,0,30,7,232,33.1,7,1,26,26.0,0,26,2,5,2.5,0,5,1,0,54,42,12,0,0,0,0,0,0,0,3,5,14,1,22,16,8,8,4,14,0.29,0,1,0.0,2,0,15,29,8,304,174,4.7,0,130,5.4,15.2,0,26,5,15,14,0,0,0,0,0
DAL,16,13,36,0.361,187,5.2,16.5,0,3,19.1,4,27,9,2,0,28,15,53,3.5,0,1,17,6,2,2,1.0,33,0,0,0,0.0,0,3,7,351,50.1,18,3,61,20.3,0,27,3,20,6.7,0,11,5,10,52,48,4,4,27,0,0,3,1,0,4,5,13,0,29,11,1,9,1,13,0.08,1,1,1.0,6,1,45,30,6,240,53,3.5,0,187,5.2,16.5,0,61,20,45,28,-2,0,1,3,0
DEN,7,27,39,0.692,236,6.1,9.4,1,0,93.5,5,18,13,0,0,24,20,72,3.6,0,5,10,7,2,2,1.0,47,0,1,1,1.0,0,25,3,110,36.7,5,4,106,26.5,0,30,1,10,10.0,0,10,28,31,49,39,10,0,0,1,0,0,0,0,7,0,0,0,11,20,5,13,4,12,0.33,0,3,0.0,5,2,25,21,13,308,72,3.6,0,236,6.1,9.4,1,106,10,25,6,1,1,0,0,0
DET,2,26,47,0.553,302,6.4,11.6,2,5,49.6,0,0,18,0,0,32,9,26,2.9,0,1,28,2,0,0,0.0,0,0,2,2,1.0,0,15,3,127,42.3,29,10,156,15.6,0,23,0,0,0.0,0,0,32,51,73,59,14,0,0,0,0,0,0,0,1,7,18,0,15,19,1,18,4,9,0.44,0,1,0.0,6,0,38,18,14,328,26,2.9,0,302,6.4,11.6,2,156,0,38,32,-6,0,0,5,1
GB,9,19,30,0.633,225,7.5,11.8,2,2,80.6,0,0,10,0,0,29,23,52,2.3,1,2,1,15,4,4,1.0,50,0,3,3,1.0,0,1,1,60,60.0,2,3,130,43.3,0,66,3,30,10.0,0,16,13,14,56,52,4,4,28,2,0,1,0,0,4,1,1,0,19,17,2,10,5,11,0.45,0,0,0.0,6,5,35,3,33,277,52,2.3,1,225,7.5,11.8,2,130,30,35,20,-1,2,0,2,1
HOU,13,16,27,0.593,200,7.4,12.5,1,1,79.2,0,0,10,0,0,7,31,158,5.1,3,11,10,7,1,1,1.0,41,0,4,4,1.0,0,23,3,113,37.7,4,4,116,29.0,0,50,2,5,2.5,0,4,9,13,73,51,22,5,18,0,0,0,0,0,9,2,3,0,5,21,11,10,6,11,0.55,0,0,0.0,3,0,15,4,31,358,158,5.1,3,200,7.4,12.5,1,116,5,15,20,-1,0,0,1,0
