,Passing Rank,Completions,Attempts,Completion %,Passing Yards,Passing Yards / Attempt,Yards / Reception,Passing Touchdowns,Interceptions,QB Rating,Sacks,Passing Yardage Lost to Sacks,First Downs Passing,Fumbles,Fumbles Lost,Rushing Rank,Attempts,Rushing Yards,Rushing Yards / Attempt,Rushing Touchdowns,First Downs Rushing,Kicking Rank,Kicking Points,Field Goals Made,Field Goals Attempted,Field Goal %,Longest Field Goal,Field Goals Blocked,Extra Points Made,Extra Points Attempted,Extra Point %,Extra Points Blocked,Punting Rank,Punts,Punt Yards,Punt Yards Avg,Returning Rank,Kickoff Returns,Kickoff Return Yards,Kickoff Return Avg,Kickoff Return Touchdowns,Kickoff Return Long,Punt Returns,Punt Return Yards,Punt Return Avg,Punt Return Touchdowns,Punt Return Long,Defense Rank,Points Allowed,Total Tackles,Solo Tackles,Assisted Tackles,Sacks,Sack Yards,Interceptions,Interception Return Touchdowns,Forced Fumbles,Fumbles Opp Recovered,Fumbles Opp Recovered Touchdowns,Passes Defended,Stuffs,Stuff Yards,Safeties,Downs Rank,First Downs,First Downs Rushing,First Downs Passing,Third Downs Made,Third Downs Attempted,Third Down %,Fourth Downs Made,Fourth Downs Attempted,Fourth Down %,Penalties,First Downs Penalty,Penalty Yards,Yardage Rank,Points,Yards,Rushing Yards,Rushing Yards / Attempt,Rushing Touchdowns,Passing Yards,Passing Yards / Attempt,Yards / Reception,Passing Touchdowns,Kickoff Return Yards,Punt Return Yards,Penalty Yards,Turnovers Rank,Turnover +/-,Interceptions,Fumbles Opp Recovered,Interceptions,Fumbles Lost
ARZ,1,35,49,0.714,456,9.3,13.9,3,2,103.8,4,30,18,2,1,19,24,96,4.0,1,4,12,7,1,2,0.5,19,0,4,4,1.0,0,28,6,217,36.2,19,7,153,21.9,0,37,4,28,7.0,0,19,29,37,60,50,10,3,19,0,0,1,0,0,5,1,2,0,3,25,4,18,4,14,0.29,2,2,1.0,10,3,70,10,31,552,96,4.0,1,456,9.3,13.9,3,153,28,70,30,-4,0,0,2,2
ATL,26,14,30,0.467,138,4.6,11.1,1,2,43.5,2,17,7,0,0,15,30,112,3.7,0,6,12,7,2,2,1.0,34,0,1,1,1.0,0,3,4,200,50.0,10,6,158,26.3,0,37,0,0,0.0,0,0,20,31,53,48,5,4,25,1,0,1,0,0,6,1,2,0,26,13,6,7,5,15,0.33,2,3,0.67,5,0,41,26,13,250,112,3.7,0,138,4.6,11.1,1,158,0,41,20,-1,1,0,2,0
BAL,24,21,33,0.636,154,4.7,9.1,1,0,84.7,4,37,12,2,1,28,20,56,2.8,1,4,30,2,0,0,0.0,0,0,2,2,1.0,0,24,6,222,37.0,20,7,152,21.7,0,57,0,0,0.0,0,0,24,32,63,50,13,0,0,0,0,0,0,0,1,3,6,0,16,19,4,12,5,12,0.42,0,1,0.0,3,3,30,24,14,210,56,2.8,1,154,4.7,9.1,1,152,0,30,24,-2,0,0,0,2
BUF,18,27,40,0.675,203,5.1,7.8,1,2,67.0,1,8,14,0,0,20,24,94,3.9,1,5,30,2,0,0,0.0,0,0,2,2,1.0,0,21,4,151,37.8,30,6,99,16.5,0,26,1,12,12.0,0,12,28,36,51,45,6,1,4,0,0,0,1,0,5,7,24,0,15,20,5,14,9,16,0.56,1,2,0.5,5,1,29,24,14,297,94,3.9,1,203,5.1,7.8,1,99,12,29,24,-2,0,1,2,1
CAR,25,18,36,0.5,152,4.2,8.9,0,3,26.6,1,9,9,0,0,32,18,43,2.4,0,1,19,6,2,2,1.0,45,0,0,0,0.0,0,14,4,173,43.3,29,6,101,16.8,0,19,2,12,6.0,0,14,20,31,68,48,20,0,0,1,0,0,0,0,2,4,10,0,28,11,1,9,3,13,0.23,0,2,0.0,5,1,35,28,6,195,43,2.4,0,152,4.2,8.9,0,101,12,35,28,-3,1,0,3,1
CHI,20,17,33,0.515,171,5.2,11.4,1,1,64.1,3,22,10,1,1,11,32,122,3.8,1,6,4,13,3,3,1.0,44,0,4,4,1.0,0,19,6,241,40.2,14,8,191,23.9,1,88,5,81,16.2,1,75,25,34,62,52,10,2,10,1,0,3,1,0,6,4,14,0,18,18,6,10,4,15,0.27,1,1,1.0,5,2,50,2,37,293,122,3.8,1,171,5.2,11.4,1,191,81,50,24,-2,1,1,1,3
CIN,8,32,38,0.842,278,7.3,8.8,3,1,112.5,1,5,19,0,0,4,36,148,4.1,2,9,22,5,0,1,0.0,0,0,5,5,1.0,0,11,2,87,43.5,4,3,86,28.7,0,36,1,2,2.0,0,2,4,6,47,29,18,1,2,1,0,1,1,0,5,0,0,0,1,30,9,19,14,18,0.78,0,0,0.0,4,2,35,6,35,426,148,4.1,2,278,7.3,8.8,3,86,2,35,10,1,1,1,1,0
CLE,10,24,35,0.686,249,7.1,10.5,2,1,96.0,1,4,13,1,0,4,33,148,4.5,1,8,10,9,2,2,1.0,27,0,3,3,1.0,0,31,5,170,34.0,7,2,54,27.0,0,29,2,21,10.5,0,13,10,17,46,40,6,2,19,2,0,1,1,0,10,1,8,0,11,21,8,13,3,13,0.23,2,3,0.67,7,0,71,15,27,397,148,4.5,1,249,7.1,10.5,2,54,21,71,6,2,2,1,1,0
DAL,21,21,28,0.75,170,6.1,9.3,2,1,98.8,3,25,11,1,0,1,34,174,5.1,1,10,8,10,2,2,1.0,46,0,4,4,1.0,0,10,5,225,45.0,12,2,51,25.5,0,27,3,26,8.7,0,13,2,3,44,28,16,3,22,1,1,1,1,0,7,4,9,0,11,21,10,11,4,11,0.36,0,0,0.0,2,0,10,7,34,344,174,5.1,1,170,6.1,9.3,2,51,26,10,10,1,1,1,1,0
DEN,5,17,31,0.548,292,9.4,17.8,2,1,95.1,2,10,12,1,0,6,37,138,3.7,2,9,8,10,2,2,1.0,23,0,4,4,1.0,0,25,8,295,36.9,31,7,108,15.4,0,21,2,5,2.5,0,3,29,37,56,49,7,3,22,1,0,2,3,0,5,1,2,0,8,22,9,12,1,12,0.08,1,1,1.0,5,1,28,7,34,430,138,3.7,2,292,9.4,17.8,2,108,5,28,6,2,1,3,1,1
