,Passing Rank,Completions,Attempts,Completion %,Passing Yards,Passing Yards / Attempt,Yards / Reception,Passing Touchdowns,Interceptions,QB Rating,Sacks,Passing Yardage Lost to Sacks,First Downs Passing,Fumbles,Fumbles Lost,Rushing Rank,Attempts,Rushing Yards,Rushing Yards / Attempt,Rushing Touchdowns,First Downs Rushing,Kicking Rank,Kicking Points,Field Goals Made,Field Goals Attempted,Field Goal %,Longest Field Goal,Field Goals Blocked,Extra Points Made,Extra Points Attempted,Extra Point %,Extra Points Blocked,Punting Rank,Punts,Punt Yards,Punt Yards Avg,Returning Rank,Kickoff Returns,Kickoff Return Yards,Kickoff Return Avg,Kickoff Return Touchdowns,Kickoff Return Long,Punt Returns,Punt Return Yards,Punt Return Avg,Punt Return Touchdowns,Punt Return Long,Defense Rank,Points Allowed,Total Tackles,Solo Tackles,Assisted Tackles,Sacks,Sack Yards,Interceptions,Interception Return Touchdowns,Forced Fumbles,Fumbles Opp Recovered,Fumbles Opp Recovered Touchdowns,Passes Defended,Stuffs,Stuff Yards,Safeties,Downs Rank,First Downs,First Downs Rushing,First Downs Passing,Third Downs Made,Third Downs Attempted,Third Down %,Fourth Downs Made,Fourth Downs Attempted,Fourth Down %,Penalties,First Downs Penalty,Penalty Yards,Yardage Rank,Points,Yards,Rushing Yards,Rushing Yards / Attempt,Rushing Touchdowns,Passing Yards,Passing Yards / Attempt,Yards / Reception,Passing Touchdowns,Kickoff Return Yards,Punt Return Yards,Penalty Yards,Turnovers Rank,Turnover +/-,Interceptions,Fumbles Opp Recovered,Interceptions,Fumbles Lost
ARZ,6,23,37,0.622,299,8.1,13.0,1,1,85.3,0,0,15,0,0,9,26,132,5.1,1,5,5,11,3,4,0.75,52,0,2,2,1.0,0,20,4,163,40.8,23,1,19,19.0,0,19,2,33,16.5,0,17,13,20,48,44,4,1,3,0,0,2,1,0,2,2,10,0,10,20,5,15,6,12,0.5,0,0,0.0,7,0,55,9,23,431,132,5.1,1,299,8.1,13.0,1,19,33,55,14,0,0,1,1,0
ATL,27,12,20,0.6,166,8.3,16.7,0,0,86.7,7,34,9,0,0,24,25,82,3.3,1,3,32,1,0,2,0.0,0,0,1,1,1.0,0,25,5,196,39.2,13,2,44,22.0,0,28,1,3,3.0,0,3,5,13,54,54,0,4,21,0,0,1,0,0,4,6,10,0,28,13,3,9,7,14,0.5,0,0,0.0,5,1,44,31,7,248,82,3.3,1,166,8.3,16.7,0,44,3,44,14,0,0,0,0,0
BAL,25,23,35,0.657,185,5.3,8.0,2,0,97.9,0,0,10,0,0,13,34,118,3.5,0,7,11,8,2,3,0.667,43,0,2,2,1.0,0,6,6,285,47.5,1,2,89,44.5,0,61,4,25,6.3,0,16,5,13,59,48,11,4,25,2,0,1,0,0,9,4,11,0,22,17,7,10,8,18,0.44,0,1,0.0,11,0,100,13,20,303,118,3.5,0,185,5.3,8.0,2,89,25,100,2,2,2,0,0,0
BUF,30,15,25,0.6,121,4.8,10.3,0,0,72.3,4,33,6,1,0,17,22,102,4.6,0,4,28,3,1,1,1.0,24,0,0,0,0.0,0,10,4,175,43.8,8,7,177,25.3,0,63,0,0,0.0,0,0,25,26,70,40,30,1,6,1,0,0,0,0,3,3,6,0,31,10,4,6,5,13,0.38,0,3,0.0,5,0,55,32,3,223,102,4.6,0,121,4.8,10.3,0,177,0,55,6,1,1,0,0,0
CAR,7,27,41,0.659,287,7.0,11.7,3,1,100.4,3,29,16,1,0,28,18,66,3.7,0,1,28,3,0,0,0.0,0,0,3,3,1.0,0,18,6,246,41.0,20,5,101,20.2,0,29,2,18,9.0,0,10,27,34,57,47,10,0,0,0,0,1,1,0,2,5,11,0,22,17,1,16,7,13,0.54,0,0,0.0,5,0,35,12,21,353,66,3.7,0,287,7.0,11.7,3,101,18,35,28,-2,0,1,1,2
CHI,29,20,34,0.588,132,3.9,8.0,1,2,52.6,3,28,10,0,0,16,29,107,3.7,0,6,11,8,2,2,1.0,47,0,2,2,1.0,0,17,6,252,42.0,29,2,29,14.5,0,19,5,143,28.6,1,73,3,10,55,50,5,4,19,1,0,2,1,0,5,3,4,0,18,18,6,10,3,13,0.23,0,0,0.0,5,2,55,13,20,239,107,3.7,0,132,3.9,8.0,1,29,143,55,20,-1,1,1,2,1
CIN,1,33,50,0.66,394,7.9,12.2,6,2,112.8,1,7,24,0,0,8,26,137,5.3,0,6,10,9,1,1,1.0,20,0,6,6,1.0,0,27,3,117,39.0,10,10,243,24.3,0,65,1,7,7.0,0,7,32,51,57,43,14,0,0,1,0,1,0,0,4,2,5,0,1,33,6,24,5,11,0.45,1,1,1.0,3,3,15,2,45,531,137,5.3,0,394,7.9,12.2,6,243,7,15,28,-2,1,0,2,1
CLE,4,20,33,0.606,328,9.9,16.4,5,1,121.0,0,0,16,0,0,1,30,226,7.5,1,7,1,15,3,3,1.0,39,0,6,6,1.0,0,15,2,86,43.0,4,7,195,27.9,0,85,2,11,5.5,0,7,31,45,60,50,10,1,7,2,0,1,1,0,5,2,4,0,7,23,7,16,7,13,0.54,0,1,0.0,6,0,45,1,51,554,226,7.5,1,328,9.9,16.4,5,195,11,45,2,2,2,1,1,0
DAL,24,14,29,0.483,186,6.4,13.3,2,0,92.0,1,0,11,0,0,5,36,166,4.6,2,6,3,13,3,3,1.0,47,0,4,4,1.0,0,12,4,174,43.5,30,3,42,14.0,0,24,2,49,24.5,0,49,13,20,43,39,4,2,14,4,0,0,1,0,7,2,8,0,13,19,6,11,5,14,0.36,1,2,0.5,11,2,101,4,37,352,166,4.6,2,186,6.4,13.3,2,42,49,101,1,5,4,1,0,0
DEN,12,23,33,0.697,260,7.9,11.7,1,2,77.8,2,9,13,0,0,4,38,181,4.8,1,11,5,11,3,4,0.75,23,0,2,2,1.0,0,2,2,104,52.0,31,0,0,0.0,0,0,2,8,4.0,0,6,13,20,50,40,10,4,20,3,0,2,0,0,4,1,2,0,3,26,11,13,9,17,0.53,1,1,1.0,6,2,34,9,23,441,181,4.8,1,260,7.9,11.7,1,0,8,34,6,1,3,0,2,0
