,Team,Wins,Losses,Ties,Home,Opponent,Points,Victory
NYJ,NYJ,6,6,0,0,BUF,19,1
PHI,PHI,8,4,0,0,ATL,34,1
NE,NE,7,5,0,0,MIA,21,0
NO,NO,12,0,0,0,WSH,33,1
OAK,OAK,4,8,0,0,PIT,27,1
DEN,DEN,8,4,0,0,KC,44,1
TB,TB,1,11,0,0,CAR,6,0
STL,STL,1,11,0,0,CHI,9,0
DET,DET,2,10,0,0,CIN,13,0
TEN,TEN,5,7,0,0,IND,17,0
HOU,HOU,5,7,0,0,JAX,18,0
SD,SD,9,3,0,0,CLE,30,1
SF,SF,5,7,0,0,SEA,17,0
DAL,DAL,8,4,0,0,NYG,24,0
MIN,MIN,10,2,0,0,ARZ,17,0
BAL,BAL,6,6,0,0,GB,14,0
BUF,BUF,4,8,0,1,NYJ,13,0
ATL,ATL,6,6,0,1,PHI,7,0
MIA,MIA,6,6,0,1,NE,22,1
WSH,WSH,3,9,0,1,NO,30,0
PIT,PIT,6,6,0,1,OAK,24,0
KC,KC,3,9,0,1,DEN,13,0
CAR,CAR,5,7,0,1,TB,16,1
CHI,CHI,5,7,0,1,STL,17,1
CIN,CIN,9,3,0,1,DET,23,1
IND,IND,12,0,0,1,TEN,27,1
JAX,JAX,7,5,0,1,HOU,23,1
CLE,CLE,1,11,0,1,SD,23,0
SEA,SEA,5,7,0,1,SF,20,1
NYG,NYG,7,5,0,1,DAL,31,1
ARZ,ARZ,8,4,0,1,MIN,30,1
GB,GB,8,4,0,1,BAL,27,1
