,Team,Wins,Losses,Ties,Home,Opponent,Points,Victory
MIA,MIA,5,5,0,0,CAR,24,1
IND,IND,10,0,0,0,BAL,17,1
NO,NO,10,0,0,0,TB,38,1
ATL,ATL,5,5,0,0,NYG,31,0
SEA,SEA,3,7,0,0,MIN,9,0
PIT,PIT,6,4,0,0,KC,24,0
BUF,BUF,3,7,0,0,JAX,15,0
WSH,WSH,3,7,0,0,DAL,6,0
CLE,CLE,1,9,0,0,DET,37,0
SF,SF,4,6,0,0,GB,24,0
ARZ,ARZ,7,3,0,0,STL,21,1
SD,SD,7,3,0,0,DEN,32,1
CIN,CIN,7,3,0,0,OAK,17,0
NYJ,NYJ,4,6,0,0,NE,14,0
PHI,PHI,6,4,0,0,CHI,24,1
TEN,TEN,4,6,0,0,HOU,20,1
CAR,CAR,4,6,0,1,MIA,17,0
BAL,BAL,5,5,0,1,IND,15,0
TB,TB,1,9,0,1,NO,7,0
NYG,NYG,6,4,0,1,ATL,34,1
MIN,MIN,9,1,0,1,SEA,35,1
KC,KC,3,7,0,1,PIT,27,1
JAX,JAX,6,4,0,1,BUF,18,1
DAL,DAL,7,3,0,1,WSH,7,1
DET,DET,2,8,0,1,CLE,38,1
GB,GB,6,4,0,1,SF,30,1
STL,STL,1,9,0,1,ARZ,13,0
DEN,DEN,6,4,0,1,SD,3,0
OAK,OAK,3,7,0,1,CIN,20,1
NE,NE,7,3,0,1,NYJ,31,1
CHI,CHI,4,6,0,1,PHI,20,0
HOU,HOU,5,5,0,1,TEN,17,0
