,Team,Wins,Losses,Ties,Home,Opponent,Points,Victory
IND,IND,14,2,0,0,BUF,7,0
NO,NO,13,3,0,0,CAR,10,0
ATL,ATL,9,7,0,0,TB,20,1
SF,SF,8,8,0,0,STL,28,1
NYG,NYG,8,8,0,0,MIN,7,0
PIT,PIT,9,7,0,0,MIA,30,1
NE,NE,10,6,0,0,HOU,27,0
CHI,CHI,7,9,0,0,DET,37,1
JAX,JAX,7,9,0,0,CLE,17,0
KC,KC,4,12,0,0,DEN,44,1
GB,GB,11,5,0,0,ARZ,33,1
WSH,WSH,4,12,0,0,SD,20,0
BAL,BAL,9,7,0,0,OAK,21,1
PHI,PHI,11,5,0,0,DAL,0,0
TEN,TEN,8,8,0,0,SEA,17,1
CIN,CIN,10,6,0,0,NYJ,0,0
BUF,BUF,6,10,0,1,IND,30,1
CAR,CAR,8,8,0,1,NO,23,1
TB,TB,3,13,0,1,ATL,10,0
STL,STL,1,15,0,1,SF,6,0
MIN,MIN,12,4,0,1,NYG,44,1
MIA,MIA,7,9,0,1,PIT,24,0
HOU,HOU,9,7,0,1,NE,34,1
DET,DET,2,14,0,1,CHI,23,0
CLE,CLE,5,11,0,1,JAX,23,1
DEN,DEN,8,8,0,1,KC,24,0
ARZ,ARZ,10,6,0,1,GB,7,0
SD,SD,13,3,0,1,WSH,23,1
OAK,OAK,5,11,0,1,BAL,13,0
DAL,DAL,11,5,0,1,PHI,24,1
SEA,SEA,5,11,0,1,TEN,13,0
NYJ,NYJ,9,7,0,1,CIN,37,1
