,Team,Wins,Losses,Ties,Home,Opponent,Points,Victory
PIT,PIT,6,7,0,0,CLE,6,0
SEA,SEA,5,8,0,0,HOU,7,0
BUF,BUF,5,8,0,0,KC,16,1
CIN,CIN,9,4,0,0,MIN,10,0
CAR,CAR,5,8,0,0,NE,10,0
NYJ,NYJ,7,6,0,0,TB,26,1
DEN,DEN,8,5,0,0,IND,16,0
MIA,MIA,7,6,0,0,JAX,14,1
GB,GB,9,4,0,0,CHI,21,1
DET,DET,2,11,0,0,BAL,3,0
NO,NO,13,0,0,0,ATL,26,1
STL,STL,1,12,0,0,TEN,7,0
WSH,WSH,4,9,0,0,OAK,34,1
SD,SD,10,3,0,0,DAL,20,1
PHI,PHI,9,4,0,0,NYG,45,1
ARZ,ARZ,8,5,0,0,SF,9,0
CLE,CLE,2,11,0,1,PIT,13,1
HOU,HOU,6,7,0,1,SEA,34,1
KC,KC,3,10,0,1,BUF,10,0
MIN,MIN,11,2,0,1,CIN,30,1
NE,NE,8,5,0,1,CAR,20,1
TB,TB,1,12,0,1,NYJ,3,0
IND,IND,13,0,0,1,DEN,28,1
JAX,JAX,7,6,0,1,MIA,10,0
CHI,CHI,5,8,0,1,GB,14,0
BAL,BAL,7,6,0,1,DET,48,1
ATL,ATL,6,7,0,1,NO,23,0
TEN,TEN,6,7,0,1,STL,47,1
OAK,OAK,4,9,0,1,WSH,13,0
DAL,DAL,8,5,0,1,SD,17,0
NYG,NYG,7,6,0,1,PHI,38,0
SF,SF,6,7,0,1,ARZ,24,1
