,Team,Wins,Losses,Ties,Home,Opponent,Points,Victory
DET,DET,1,5,0,0,GB,0,0
STL,STL,0,6,0,0,JAX,20,0
BAL,BAL,3,3,0,0,MIN,31,0
NYG,NYG,5,1,0,0,NO,27,0
CLE,CLE,1,5,0,0,PIT,14,0
KC,KC,1,5,0,0,WSH,14,1
HOU,HOU,3,3,0,0,CIN,28,1
CAR,CAR,2,3,0,0,TB,28,1
ARZ,ARZ,3,2,0,0,SEA,27,1
PHI,PHI,3,2,0,0,OAK,9,0
TEN,TEN,0,6,0,0,NE,0,0
BUF,BUF,2,4,0,0,NYJ,16,1
CHI,CHI,3,2,0,0,ATL,14,0
DEN,DEN,6,0,0,0,SD,34,1
GB,GB,3,2,0,1,DET,26,1
JAX,JAX,3,3,0,1,STL,23,1
MIN,MIN,6,0,0,1,BAL,33,1
NO,NO,5,0,0,1,NYG,48,1
PIT,PIT,4,2,0,1,CLE,27,1
WSH,WSH,2,4,0,1,KC,6,0
CIN,CIN,4,2,0,1,HOU,17,0
TB,TB,0,6,0,1,CAR,21,0
SEA,SEA,2,4,0,1,ARZ,3,0
OAK,OAK,2,4,0,1,PHI,13,1
NE,NE,4,2,0,1,TEN,59,1
NYJ,NYJ,3,3,0,1,BUF,13,0
ATL,ATL,4,1,0,1,CHI,21,1
SD,SD,2,3,0,1,DEN,23,0
