,Team,Wins,Losses,Ties,Home,Opponent,Points,Victory
CIN,CIN,4,1,0,0,BAL,17,1
OAK,OAK,1,4,0,0,NYG,7,0
DAL,DAL,3,2,0,0,KC,26,1
PIT,PIT,3,2,0,0,DET,28,1
WSH,WSH,2,3,0,0,CAR,17,0
TB,TB,0,5,0,0,PHI,14,0
MIN,MIN,5,0,0,0,STL,38,1
CLE,CLE,1,4,0,0,BUF,6,1
ATL,ATL,3,1,0,0,SF,45,1
JAX,JAX,2,3,0,0,SEA,0,0
NE,NE,3,2,0,0,DEN,17,0
HOU,HOU,2,3,0,0,ARZ,21,0
IND,IND,5,0,0,0,TEN,31,1
NYJ,NYJ,3,2,0,0,MIA,27,0
BAL,BAL,3,2,0,1,CIN,14,0
NYG,NYG,5,0,0,1,OAK,44,1
KC,KC,0,5,0,1,DAL,20,0
DET,DET,1,4,0,1,PIT,20,0
CAR,CAR,1,3,0,1,WSH,20,1
PHI,PHI,3,1,0,1,TB,33,1
STL,STL,0,5,0,1,MIN,10,0
BUF,BUF,1,4,0,1,CLE,3,0
SF,SF,3,2,0,1,ATL,10,0
SEA,SEA,2,3,0,1,JAX,41,1
DEN,DEN,5,0,0,1,NE,20,1
ARZ,ARZ,2,2,0,1,HOU,28,1
TEN,TEN,0,5,0,1,IND,9,0
MIA,MIA,2,3,0,1,NYJ,31,1
