,Team,Wins,Losses,Ties,Home,Opponent,Points,Victory
IND,IND,14,0,0,0,JAX,35,1
DAL,DAL,9,5,0,0,NO,24,1
ATL,ATL,7,7,0,0,NYJ,10,1
MIA,MIA,7,7,0,0,TEN,24,0
HOU,HOU,7,7,0,0,STL,16,1
CLE,CLE,3,11,0,0,KC,41,1
ARZ,ARZ,9,5,0,0,DET,31,1
NE,NE,9,5,0,0,BUF,17,1
CIN,CIN,9,5,0,0,SD,24,0
OAK,OAK,5,9,0,0,DEN,20,1
GB,GB,9,5,0,0,PIT,36,0
SF,SF,6,8,0,0,PHI,13,0
CHI,CHI,5,9,0,0,BAL,7,0
TB,TB,2,12,0,0,SEA,24,1
MIN,MIN,11,3,0,0,CAR,7,0
NYG,NYG,8,6,0,0,WSH,45,1
JAX,JAX,7,7,0,1,IND,31,0
NO,NO,13,1,0,1,DAL,17,0
NYJ,NYJ,7,7,0,1,ATL,7,0
TEN,TEN,7,7,0,1,MIA,27,1
STL,STL,1,13,0,1,HOU,13,0
KC,KC,3,11,0,1,CLE,34,0
DET,DET,2,12,0,1,ARZ,24,0
BUF,BUF,5,9,0,1,NE,10,0
SD,SD,11,3,0,1,CIN,27,1
DEN,DEN,8,6,0,1,OAK,19,0
PIT,PIT,7,7,0,1,GB,37,1
PHI,PHI,10,4,0,1,SF,27,1
BAL,BAL,8,6,0,1,CHI,31,1
SEA,SEA,5,9,0,1,TB,7,0
CAR,CAR,6,8,0,1,MIN,26,1
WSH,WSH,4,10,0,1,NYG,12,0
