,Team,Wins,Losses,Ties,Home,Opponent,Points,Victory
GB,GB,7,4,0,0,DET,34,1
OAK,OAK,3,8,0,0,DAL,7,0
NYG,NYG,6,5,0,0,DEN,6,0
CLE,CLE,1,10,0,0,CIN,7,0
SEA,SEA,4,7,0,0,STL,27,1
WSH,WSH,3,8,0,0,PHI,24,0
CAR,CAR,4,7,0,0,NYJ,6,0
TB,TB,1,10,0,0,ATL,17,0
MIA,MIA,5,6,0,0,BUF,14,0
IND,IND,11,0,0,0,HOU,35,1
KC,KC,3,8,0,0,SD,14,0
JAX,JAX,6,5,0,0,SF,3,0
CHI,CHI,4,7,0,0,MIN,10,0
ARZ,ARZ,7,4,0,0,TEN,17,0
PIT,PIT,6,5,0,0,BAL,17,0
NE,NE,7,4,0,0,NO,17,0
DET,DET,2,9,0,1,GB,12,0
DAL,DAL,8,3,0,1,OAK,24,1
DEN,DEN,7,4,0,1,NYG,26,1
CIN,CIN,8,3,0,1,CLE,16,1
STL,STL,1,10,0,1,SEA,17,0
PHI,PHI,7,4,0,1,WSH,27,1
NYJ,NYJ,5,6,0,1,CAR,17,1
ATL,ATL,6,5,0,1,TB,20,1
BUF,BUF,4,7,0,1,MIA,31,1
HOU,HOU,5,6,0,1,IND,27,0
SD,SD,8,3,0,1,KC,43,1
SF,SF,5,6,0,1,JAX,20,1
MIN,MIN,10,1,0,1,CHI,36,1
TEN,TEN,5,6,0,1,ARZ,20,1
BAL,BAL,6,5,0,1,PIT,20,1
NO,NO,11,0,0,1,NE,38,1
