,Passing Rank,Completions,Attempts,Completion %,Passing Yards,Passing Yards / Attempt,Yards / Reception,Passing Touchdowns,Interceptions,QB Rating,Sacks,Passing Yardage Lost to Sacks,First Downs Passing,Fumbles,Fumbles Lost,Rushing Rank,Attempts,Rushing Yards,Rushing Yards / Attempt,Rushing Touchdowns,First Downs Rushing,Kicking Rank,Kicking Points,Field Goals Made,Field Goals Attempted,Field Goal %,Longest Field Goal,Field Goals Blocked,Extra Points Made,Extra Points Attempted,Extra Point %,Extra Points Blocked,Punting Rank,Punts,Punt Yards,Punt Yards Avg,Returning Rank,Kickoff Returns,Kickoff Return Yards,Kickoff Return Avg,Kickoff Return Touchdowns,Kickoff Return Long,Punt Returns,Punt Return Yards,Punt Return Avg,Punt Return Touchdowns,Punt Return Long,Defense Rank,Points Allowed,Total Tackles,Solo Tackles,Assisted Tackles,Sacks,Sack Yards,Interceptions,Interception Return Touchdowns,Forced Fumbles,Fumbles Opp Recovered,Fumbles Opp Recovered Touchdowns,Passes Defended,Stuffs,Stuff Yards,Safeties,Downs Rank,First Downs,First Downs Rushing,First Downs Passing,Third Downs Made,Third Downs Attempted,Third Down %,Fourth Downs Made,Fourth Downs Attempted,Fourth Down %,Penalties,First Downs Penalty,Penalty Yards,Yardage Rank,Points,Yards,Rushing Yards,Rushing Yards / Attempt,Rushing Touchdowns,Passing Yards,Passing Yards / Attempt,Yards / Reception,Passing Touchdowns,Kickoff Return Yards,Punt Return Yards,Penalty Yards,Turnovers Rank,Turnover +/-,Interceptions,Fumbles Opp Recovered,Interceptions,Fumbles Lost
ARZ,29,16,30,0.533,131,4.4,8.7,0,0,64.7,1,8,4,0,0,6,33,143,4.3,0,8,4,12,4,4,1.0,51,0,0,0,0.0,0,31,8,307,38.4,23,1,18,18.0,0,18,4,54,13.5,0,42,2,6,47,42,5,2,18,1,0,2,1,0,4,2,6,0,27,13,8,4,5,17,0.29,0,0,0.0,8,1,59,25,12,274,143,4.3,0,131,4.4,8.7,0,18,54,59,1,2,1,1,0,0
ATL,3,26,37,0.703,310,8.4,11.9,2,1,102.3,0,0,15,0,0,17,20,97,4.9,0,4,12,8,2,2,1.0,28,0,2,2,1.0,0,9,3,144,48.0,19,4,83,20.8,0,43,1,7,7.0,0,7,26,27,57,32,25,1,7,0,0,0,0,0,3,3,10,0,11,20,4,15,6,11,0.55,0,0,0.0,3,1,25,11,20,407,97,4.9,0,310,8.4,11.9,2,83,7,25,21,-1,0,0,1,0
BAL,15,20,30,0.667,221,7.4,11.1,1,0,99.4,0,0,11,0,0,18,26,93,3.6,0,3,12,8,2,4,0.5,33,0,2,2,1.0,0,2,4,203,50.8,25,1,16,16.0,0,16,3,49,16.3,0,22,7,12,68,32,36,8,63,1,0,0,0,0,6,2,8,0,17,17,3,11,4,12,0.33,0,0,0.0,9,3,70,11,20,314,93,3.6,0,221,7.4,11.1,1,16,49,70,13,0,1,0,0,1
BUF,26,14,27,0.519,140,5.2,11.3,0,1,51.5,3,18,6,0,0,13,33,113,3.4,0,7,2,13,4,4,1.0,51,0,1,1,1.0,0,25,6,242,40.3,28,2,27,13.5,0,15,2,75,37.5,1,75,9,13,61,40,21,1,10,2,0,1,0,0,10,0,0,1,27,13,7,6,4,16,0.25,0,0,0.0,10,0,75,10,21,253,113,3.4,0,140,5.2,11.3,0,27,75,75,7,1,2,0,1,0
CAR,8,25,40,0.625,269,6.7,11.1,1,0,90.5,3,8,18,0,0,10,32,123,3.8,0,9,2,13,4,5,0.8,49,0,1,1,1.0,0,32,3,99,33.0,26,4,61,15.3,0,21,2,18,9.0,0,18,17,17,47,29,18,3,18,1,0,4,2,0,6,4,9,0,1,28,9,18,5,13,0.38,0,0,0.0,4,1,25,13,19,392,123,3.8,0,269,6.7,11.1,1,61,18,25,1,2,1,2,0,1
CHI,23,17,31,0.548,153,4.9,11.4,2,3,50.3,7,41,8,1,0,9,20,125,6.3,0,8,30,1,0,0,0.0,0,0,1,1,1.0,0,7,6,299,49.8,8,6,162,27.0,0,40,1,0,0.0,0,0,29,31,58,40,18,2,15,0,0,1,1,0,4,2,6,0,22,16,8,8,2,12,0.17,0,2,0.0,9,0,74,19,15,278,125,6.3,0,153,4.9,11.4,2,162,0,74,27,-2,0,1,3,0
CIN,31,14,24,0.583,103,4.3,8.4,0,1,51.2,2,14,6,0,0,1,45,244,5.4,3,16,4,12,3,3,1.0,44,0,3,3,1.0,0,30,2,77,38.5,14,1,24,24.0,0,24,5,49,9.8,0,30,1,0,37,23,14,3,26,2,0,0,0,0,4,2,8,0,4,24,16,6,7,14,0.5,2,2,1.0,5,2,41,5,30,347,244,5.4,3,103,4.3,8.4,0,24,49,41,7,1,2,0,1,0
CLE,32,10,18,0.556,54,3.0,8.0,0,2,21.3,3,26,2,0,0,30,17,53,3.1,0,1,32,0,0,0,0.0,0,0,0,0,0.0,0,11,7,335,47.9,20,5,101,20.2,0,26,0,0,0.0,0,0,28,30,68,48,20,2,14,1,0,2,0,0,3,2,6,0,32,5,1,2,1,10,0.1,1,1,1.0,9,2,68,32,0,107,53,3.1,0,54,3.0,8.0,0,101,0,68,21,-1,1,0,2,0
DAL,10,22,31,0.71,249,8.0,12.0,3,0,126.9,3,16,17,1,1,11,42,115,2.7,2,6,12,8,1,1,1.0,49,0,5,5,1.0,0,24,5,205,41.0,21,5,94,18.8,0,30,1,-1,-1.0,0,-1,26,27,42,34,8,4,33,2,0,1,1,0,3,2,3,0,2,26,6,17,5,13,0.38,0,0,0.0,11,3,79,2,38,364,115,2.7,2,249,8.0,12.0,3,94,-1,79,1,2,2,1,0,1
DEN,14,14,22,0.636,226,10.3,16.6,1,0,113.1,1,7,10,1,0,14,38,111,2.9,0,4,1,16,5,5,1.0,49,0,1,1,1.0,0,25,3,121,40.3,18,3,65,21.7,0,33,3,27,9.0,0,11,4,10,53,43,10,0,0,2,0,0,0,0,6,2,6,0,15,18,4,10,3,12,0.25,0,0,0.0,7,4,71,9,22,337,111,2.9,0,226,10.3,16.6,1,65,27,71,1,2,2,0,0,0
