,Passing Rank,Completions,Attempts,Completion %,Passing Yards,Passing Yards / Attempt,Yards / Reception,Passing Touchdowns,Interceptions,QB Rating,Sacks,Passing Yardage Lost to Sacks,First Downs Passing,Fumbles,Fumbles Lost,Rushing Rank,Attempts,Rushing Yards,Rushing Yards / Attempt,Rushing Touchdowns,First Downs Rushing,Kicking Rank,Kicking Points,Field Goals Made,Field Goals Attempted,Field Goal %,Longest Field Goal,Field Goals Blocked,Extra Points Made,Extra Points Attempted,Extra Point %,Extra Points Blocked,Punting Rank,Punts,Punt Yards,Punt Yards Avg,Returning Rank,Kickoff Returns,Kickoff Return Yards,Kickoff Return Avg,Kickoff Return Touchdowns,Kickoff Return Long,Punt Returns,Punt Return Yards,Punt Return Avg,Punt Return Touchdowns,Punt Return Long,Defense Rank,Points Allowed,Total Tackles,Solo Tackles,Assisted Tackles,Sacks,Sack Yards,Interceptions,Interception Return Touchdowns,Forced Fumbles,Fumbles Opp Recovered,Fumbles Opp Recovered Touchdowns,Passes Defended,Stuffs,Stuff Yards,Safeties,Downs Rank,First Downs,First Downs Rushing,First Downs Passing,Third Downs Made,Third Downs Attempted,Third Down %,Fourth Downs Made,Fourth Downs Attempted,Fourth Down %,Penalties,First Downs Penalty,Penalty Yards,Yardage Rank,Points,Yards,Rushing Yards,Rushing Yards / Attempt,Rushing Touchdowns,Passing Yards,Passing Yards / Attempt,Yards / Reception,Passing Touchdowns,Kickoff Return Yards,Punt Return Yards,Penalty Yards,Turnovers Rank,Turnover +/-,Interceptions,Fumbles Opp Recovered,Interceptions,Fumbles Lost
ARZ,5,28,41,0.683,307,7.5,11.6,1,1,88.2,3,19,18,0,0,26,22,28,1.3,1,3,10,7,1,2,0.5,43,0,4,4,1.0,0,17,6,268,44.7,19,2,44,22.0,0,24,1,8,8.0,0,8,5,14,45,40,5,6,42,2,1,1,1,1,3,3,7,0,6,21,3,18,6,15,0.4,0,0,0.0,5,0,35,5,31,335,28,1.3,1,307,7.5,11.6,1,44,8,35,5,2,2,1,1,0
ATL,15,20,31,0.645,212,6.8,11.0,1,0,95.1,1,7,10,0,0,12,28,110,3.9,1,6,1,13,4,4,1.0,44,0,1,1,1.0,0,4,3,144,48.0,10,4,106,26.5,0,48,0,0,0.0,0,0,8,17,57,48,9,4,20,2,0,1,1,0,8,1,5,0,16,19,6,10,6,12,0.5,0,0,0.0,5,3,30,7,27,322,110,3.9,1,212,6.8,11.0,1,106,0,30,3,3,2,1,0,0
BAL,21,16,27,0.593,161,6.0,10.6,1,0,88.7,1,8,10,0,0,3,34,151,4.4,2,8,20,3,0,0,0.0,0,0,3,3,1.0,0,15,7,317,45.3,9,1,27,27.0,0,27,4,24,6.0,0,15,2,7,58,24,34,5,36,1,0,2,1,0,8,0,0,0,18,18,8,10,4,13,0.31,1,1,1.0,5,0,40,11,21,312,151,4.4,2,161,6.0,10.6,1,27,24,40,5,2,1,1,0,0
BUF,12,29,48,0.604,253,5.3,8.9,1,0,81.3,1,6,15,0,0,11,22,111,5.0,0,6,10,7,2,2,1.0,26,0,1,1,1.0,0,7,6,282,47.0,21,4,84,21.0,0,24,6,50,8.3,0,23,8,17,56,43,13,6,26,0,0,2,1,0,2,4,14,0,6,21,6,15,7,16,0.44,0,1,0.0,6,0,44,23,13,364,111,5.0,0,253,5.3,8.9,1,84,50,44,17,-2,0,1,0,3
CAR,14,25,40,0.625,215,5.4,12.2,2,3,62.0,9,91,13,2,1,13,32,102,3.2,1,7,20,3,0,0,0.0,0,0,3,3,1.0,0,5,7,333,47.6,8,3,82,27.3,0,39,3,19,6.3,0,7,25,45,40,32,8,1,4,0,0,0,0,0,3,3,6,0,6,21,7,13,10,20,0.5,0,1,0.0,4,1,30,11,21,317,102,3.2,1,215,5.4,12.2,2,82,19,30,26,-5,0,0,3,2
CHI,11,23,40,0.575,256,6.4,12.3,1,2,64.2,4,27,12,1,1,20,24,55,2.3,0,5,23,2,0,0,0.0,0,0,2,2,1.0,0,23,4,171,42.8,5,10,288,28.8,1,101,2,13,6.5,0,13,26,55,56,41,15,0,0,0,0,1,1,0,0,4,9,0,6,21,5,12,3,12,0.25,0,4,0.0,11,4,163,21,14,311,55,2.3,0,256,6.4,12.3,1,288,13,163,17,-2,0,1,2,1
CIN,26,13,39,0.333,79,2.0,7.2,0,3,10.3,2,14,4,0,0,15,22,86,3.9,0,6,20,3,1,1,1.0,43,0,0,0,0.0,0,2,8,398,49.8,7,2,55,27.5,0,34,4,25,6.3,0,11,17,24,86,41,45,0,0,0,0,1,1,0,4,4,10,0,25,11,6,4,3,17,0.18,1,1,1.0,7,1,55,26,3,165,86,3.9,0,79,2.0,7.2,0,55,25,55,23,-3,0,1,3,1
CLE,16,15,23,0.652,198,8.6,13.2,0,0,92.3,0,0,11,0,0,2,52,170,3.3,3,9,14,6,1,2,0.5,32,0,3,3,1.0,0,19,7,311,44.4,14,1,25,25.0,0,25,2,15,7.5,0,11,1,3,51,22,29,2,14,3,0,1,1,0,13,3,8,0,6,21,9,11,7,16,0.44,0,0,0.0,6,1,62,9,24,368,170,3.3,3,198,8.6,13.2,0,25,15,62,3,3,3,1,0,1
DAL,13,21,28,0.75,248,8.9,12.1,3,0,137.2,1,6,10,0,0,3,30,151,5.0,1,6,10,7,1,2,0.5,54,0,4,4,1.0,0,9,5,234,46.8,18,1,23,23.0,0,23,3,24,8.0,0,10,8,17,51,47,4,4,28,1,0,2,2,0,4,3,3,0,20,16,6,10,4,13,0.31,0,0,0.0,9,0,65,5,31,399,151,5.0,1,248,8.9,12.1,3,23,24,65,5,2,1,2,0,1
DEN,1,33,49,0.673,353,7.2,10.7,5,2,105.2,0,0,17,0,0,10,27,118,4.4,0,7,3,11,2,2,1.0,28,0,5,5,1.0,0,16,5,226,45.2,4,1,30,30.0,0,30,4,52,13.0,0,21,8,17,51,41,10,0,0,2,0,1,1,0,6,2,5,0,2,25,7,17,7,15,0.47,1,1,1.0,12,1,95,3,41,471,118,4.4,0,353,7.2,10.7,5,30,52,95,11,1,2,1,2,0
DET,6,27,42,0.643,288,6.9,11.4,2,1,90.2,3,19,15,0,0,19,19,63,3.3,0,2,7,8,2,3,0.667,50,1,2,2,1.0,0,14,3,137,45.7,12,4,102,25.5,0,28,3,16,5.3,0,13,7,16,54,38,16,3,29,1,0,1,1,0,5,4,14,0,16,19,2,15,3,12,0.25,2,3,0.67,10,2,98,13,20,351,63,3.3,0,288,6.9,11.4,2,102,16,98,11,1,1,1,1,0
GB,4,19,32,0.594,319,10.0,16.8,6,0,132.7,0,0,13,0,0,8,32,132,4.1,0,6,1,13,2,2,1.0,52,0,7,7,1.0,0,24,3,121,40.3,22,1,20,20.0,0,20,2,16,8.0,0,17,5,14,61,46,15,4,27,2,1,2,1,0,10,5,24,0,6,21,6,13,6,13,0.46,2,2,1.0,5,2,50,1,55,451,132,4.1,0,319,10.0,16.8,6,20,16,50,5,2,2,1,0,1
JAX,10,22,37,0.595,262,7.1,13.2,0,1,69.9,4,28,11,1,0,16,24,71,3.0,2,5,25,1,0,0,0.0,0,0,1,1,1.0,0,6,6,283,47.2,25,4,55,13.8,0,16,4,45,11.3,0,23,21,31,46,44,2,1,6,0,0,1,1,0,4,2,3,1,13,20,5,11,4,14,0.29,2,4,0.5,2,4,19,15,17,333,71,3.0,2,262,7.1,13.2,0,55,45,19,17,-2,0,1,1,2
KC,23,17,29,0.586,151,5.2,10.4,0,0,72.6,6,26,8,0,0,9,24,127,5.3,2,7,16,5,1,1,1.0,36,0,2,2,1.0,0,11,8,368,46.0,2,1,38,38.0,0,38,3,8,2.7,0,6,3,13,61,46,15,1,6,0,0,2,3,0,3,3,4,0,20,16,7,8,3,13,0.23,1,1,1.0,3,1,19,15,17,278,127,5.3,2,151,5.2,10.4,0,38,8,19,5,2,0,3,0,1
