,Passing Rank,Completions,Attempts,Completion %,Passing Yards,Passing Yards / Attempt,Yards / Reception,Passing Touchdowns,Interceptions,QB Rating,Sacks,Passing Yardage Lost to Sacks,First Downs Passing,Fumbles,Fumbles Lost,Rushing Rank,Attempts,Rushing Yards,Rushing Yards / Attempt,Rushing Touchdowns,First Downs Rushing,Kicking Rank,Kicking Points,Field Goals Made,Field Goals Attempted,Field Goal %,Longest Field Goal,Field Goals Blocked,Extra Points Made,Extra Points Attempted,Extra Point %,Extra Points Blocked,Punting Rank,Punts,Punt Yards,Punt Yards Avg,Returning Rank,Kickoff Returns,Kickoff Return Yards,Kickoff Return Avg,Kickoff Return Touchdowns,Kickoff Return Long,Punt Returns,Punt Return Yards,Punt Return Avg,Punt Return Touchdowns,Punt Return Long,Defense Rank,Points Allowed,Total Tackles,Solo Tackles,Assisted Tackles,Sacks,Sack Yards,Interceptions,Interception Return Touchdowns,Forced Fumbles,Fumbles Opp Recovered,Fumbles Opp Recovered Touchdowns,Passes Defended,Stuffs,Stuff Yards,Safeties,Downs Rank,First Downs,First Downs Rushing,First Downs Passing,Third Downs Made,Third Downs Attempted,Third Down %,Fourth Downs Made,Fourth Downs Attempted,Fourth Down %,Penalties,First Downs Penalty,Penalty Yards,Yardage Rank,Points,Yards,Rushing Yards,Rushing Yards / Attempt,Rushing Touchdowns,Passing Yards,Passing Yards / Attempt,Yards / Reception,Passing Touchdowns,Kickoff Return Yards,Punt Return Yards,Penalty Yards,Turnovers Rank,Turnover +/-,Interceptions,Fumbles Opp Recovered,Interceptions,Fumbles Lost
ATL,9,25,41,0.61,288,7.0,11.9,3,2,86.2,1,10,16,0,0,10,22,123,5.6,1,6,20,4,0,0,0.0,0,0,4,4,1.0,0,5,5,250,50.0,20,3,62,20.7,0,31,1,16,16.0,0,16,23,41,67,39,28,0,0,0,0,0,0,0,1,1,1,0,10,23,6,16,10,15,0.67,0,0,0.0,5,1,50,10,28,411,123,5.6,1,288,7.0,11.9,3,62,16,50,18,-2,0,0,2,0
BAL,4,22,31,0.71,327,10.5,14.9,3,0,137.4,0,0,15,1,0,9,30,127,4.2,2,7,9,8,1,2,0.5,30,0,5,5,1.0,0,22,1,39,39.0,24,0,0,0.0,0,0,1,18,18.0,0,18,1,10,59,33,26,2,20,0,0,1,1,0,7,1,4,0,7,25,7,15,10,13,0.77,0,0,0.0,4,3,40,5,38,454,127,4.2,2,327,10.5,14.9,3,0,18,40,10,1,0,1,0,0
BUF,21,21,44,0.477,220,5.0,10.7,2,2,58.9,2,5,12,0,0,13,23,96,4.2,0,3,15,5,1,1,1.0,31,0,2,2,1.0,0,10,9,413,45.9,8,3,82,27.3,0,29,1,11,11.0,0,11,12,23,58,38,20,3,4,2,0,1,1,0,4,5,14,0,19,17,3,12,5,16,0.31,0,0,0.0,8,2,40,17,17,316,96,4.2,0,220,5.0,10.7,2,82,11,40,10,1,2,1,2,0
CAR,17,20,34,0.588,248,7.3,13.4,1,0,91.3,2,20,16,0,0,20,26,67,2.6,0,2,20,4,1,1,1.0,37,0,1,1,1.0,0,8,4,194,48.5,11,1,23,23.0,0,23,0,0,0.0,0,0,19,38,64,30,34,0,0,0,0,0,0,0,3,3,4,0,14,20,2,16,10,15,0.67,0,0,0.0,7,2,59,26,10,315,67,2.6,0,248,7.3,13.4,1,23,0,59,15,-1,0,0,0,1
CHI,15,23,35,0.657,261,7.5,11.5,2,2,83.2,1,4,14,1,0,2,41,235,5.7,0,16,15,5,1,1,1.0,23,0,2,2,1.0,0,25,0,0,0.0,19,2,43,21.5,0,22,0,0,0.0,0,0,19,38,39,33,6,1,0,0,0,0,0,0,1,1,3,0,1,33,16,14,7,11,0.64,2,3,0.67,6,3,46,17,17,496,235,5.7,0,261,7.5,11.5,2,43,0,46,18,-2,0,0,2,0
DAL,16,22,29,0.759,255,8.8,11.9,3,0,136.4,1,7,14,0,0,5,35,190,5.4,2,10,9,8,1,1,1.0,51,0,5,5,1.0,0,18,4,166,41.5,7,1,30,30.0,0,30,0,0,0.0,0,0,6,17,56,32,24,2,6,1,0,2,2,0,9,0,0,0,8,24,10,14,8,14,0.57,0,0,0.0,6,0,50,5,38,445,190,5.4,2,255,8.8,11.9,3,30,0,50,2,3,1,2,0,0
DET,12,24,34,0.706,272,8.0,12.2,2,0,113.8,4,21,12,0,0,14,27,88,3.3,1,5,13,6,1,2,0.5,51,0,3,3,1.0,0,4,6,306,51.0,22,2,35,17.5,0,19,1,14,14.0,0,14,6,17,63,25,38,2,5,1,0,1,1,0,1,3,6,0,19,17,5,12,6,15,0.4,0,0,0.0,5,0,33,13,24,360,88,3.3,1,272,8.0,12.2,2,35,14,33,6,2,1,1,0,0
GB,7,22,28,0.786,302,10.8,13.7,4,0,151.2,1,0,16,0,0,22,18,56,3.1,1,3,9,8,1,2,0.5,53,1,5,5,1.0,0,25,0,0,0.0,16,3,67,22.3,0,25,0,0,0.0,0,0,6,17,68,54,14,1,4,2,0,1,0,0,5,1,3,0,11,21,3,16,4,8,0.5,0,0,0.0,9,2,70,5,38,358,56,3.1,1,302,10.8,13.7,4,67,0,70,6,2,2,0,0,0
HOU,13,25,37,0.676,264,7.1,10.7,1,2,74.6,3,4,13,0,0,25,23,37,1.6,0,2,4,11,3,3,1.0,55,0,2,2,1.0,0,17,6,250,41.7,2,1,41,41.0,0,41,5,24,4.8,0,10,6,17,56,36,20,2,5,2,1,1,0,0,9,3,9,0,17,19,2,13,5,14,0.36,0,0,0.0,8,4,90,15,23,301,37,1.6,0,264,7.1,10.7,1,41,24,90,15,-1,2,0,2,1
IND,1,29,41,0.707,393,9.6,13.6,4,1,123.3,0,0,21,0,0,11,41,105,2.6,1,7,4,11,2,2,1.0,31,0,5,5,1.0,0,15,4,168,42.0,5,2,61,30.5,0,32,4,14,3.5,0,14,6,17,34,26,8,3,18,2,0,0,1,0,5,0,0,0,2,31,7,21,7,14,0.5,0,0,0.0,11,3,88,2,41,498,105,2.6,1,393,9.6,13.6,4,61,14,88,6,2,2,1,1,0
