,Passing Rank,Completions,Attempts,Completion %,Passing Yards,Passing Yards / Attempt,Yards / Reception,Passing Touchdowns,Interceptions,QB Rating,Sacks,Passing Yardage Lost to Sacks,First Downs Passing,Fumbles,Fumbles Lost,Rushing Rank,Attempts,Rushing Yards,Rushing Yards / Attempt,Rushing Touchdowns,First Downs Rushing,Kicking Rank,Kicking Points,Field Goals Made,Field Goals Attempted,Field Goal %,Longest Field Goal,Field Goals Blocked,Extra Points Made,Extra Points Attempted,Extra Point %,Extra Points Blocked,Punting Rank,Punts,Punt Yards,Punt Yards Avg,Returning Rank,Kickoff Returns,Kickoff Return Yards,Kickoff Return Avg,Kickoff Return Touchdowns,Kickoff Return Long,Punt Returns,Punt Return Yards,Punt Return Avg,Punt Return Touchdowns,Punt Return Long,Defense Rank,Points Allowed,Total Tackles,Solo Tackles,Assisted Tackles,Sacks,Sack Yards,Interceptions,Interception Return Touchdowns,Forced Fumbles,Fumbles Opp Recovered,Fumbles Opp Recovered Touchdowns,Passes Defended,Stuffs,Stuff Yards,Safeties,Downs Rank,First Downs,First Downs Rushing,First Downs Passing,Third Downs Made,Third Downs Attempted,Third Down %,Fourth Downs Made,Fourth Downs Attempted,Fourth Down %,Penalties,First Downs Penalty,Penalty Yards,Yardage Rank,Points,Yards,Rushing Yards,Rushing Yards / Attempt,Rushing Touchdowns,Passing Yards,Passing Yards / Attempt,Yards / Reception,Passing Touchdowns,Kickoff Return Yards,Punt Return Yards,Penalty Yards,Turnovers Rank,Turnover +/-,Interceptions,Fumbles Opp Recovered,Interceptions,Fumbles Lost
ARZ,7,23,40,0.575,299,7.5,13.7,2,3,66.6,2,17,17,0,0,25,25,98,3.9,0,7,19,5,1,1,1.0,36,0,2,2,1.0,0,31,3,107,35.7,29,3,49,16.3,0,22,2,22,11.0,0,12,16,20,54,41,13,1,15,0,0,0,0,0,2,4,6,0,1,26,7,17,4,10,0.4,0,0,0.0,3,2,21,19,17,397,98,3.9,0,299,7.5,13.7,2,49,22,21,29,-3,0,0,3,0
ATL,14,29,47,0.617,225,4.8,9.0,0,2,55.7,6,35,13,0,0,30,16,63,3.9,0,2,27,3,1,1,1.0,21,0,0,0,0.0,0,8,5,246,49.2,5,3,107,35.7,0,66,0,0,0.0,0,0,28,34,56,32,24,1,2,0,0,0,0,0,1,2,2,0,20,16,2,13,7,16,0.44,1,3,0.33,6,1,36,32,3,288,63,3.9,0,225,4.8,9.0,0,107,0,36,29,-3,0,0,2,1
BAL,9,22,36,0.611,290,8.1,14.2,2,0,105.1,1,22,14,1,0,11,28,129,4.6,0,5,12,8,2,2,1.0,28,0,2,2,1.0,0,11,6,279,46.5,21,3,62,20.7,0,23,1,0,0.0,0,0,6,10,58,28,30,4,27,1,0,0,1,0,6,1,5,0,8,22,5,14,4,13,0.31,0,1,0.0,8,3,55,13,20,419,129,4.6,0,290,8.1,14.2,2,62,0,55,5,2,1,1,0,0
BUF,24,16,23,0.696,164,7.1,11.0,1,0,104.3,2,12,10,1,1,21,33,104,3.2,1,5,19,5,1,1,1.0,48,0,2,2,1.0,0,29,5,183,36.6,3,2,73,36.5,0,49,3,22,7.3,0,12,4,9,54,34,20,4,26,0,0,0,0,0,1,4,5,0,20,16,5,10,5,11,0.45,0,0,0.0,5,1,44,19,17,268,104,3.2,1,164,7.1,11.0,1,73,22,44,20,-1,0,0,0,1
CAR,29,10,16,0.625,112,7.0,11.4,1,0,104.2,1,2,6,0,0,2,35,194,5.5,1,11,6,10,2,2,1.0,48,0,4,4,1.0,0,10,3,145,48.3,23,1,20,20.0,0,20,2,6,3.0,0,6,1,3,55,45,10,6,35,2,2,1,1,0,8,2,2,0,19,17,11,6,4,10,0.4,0,1,0.0,5,0,36,4,34,306,194,5.5,1,112,7.0,11.4,1,20,6,36,1,3,2,1,0,0
CHI,23,23,36,0.639,165,4.6,7.5,0,0,74.4,2,7,7,0,0,24,21,99,4.7,0,5,8,9,3,4,0.75,48,0,0,0,0.0,0,15,4,182,45.5,7,3,88,29.3,0,67,1,0,0.0,0,0,8,13,61,35,26,3,19,1,0,0,0,0,2,2,14,0,30,12,5,7,4,15,0.27,2,3,0.67,8,0,50,28,9,264,99,4.7,0,165,4.6,7.5,0,88,0,50,8,1,1,0,0,0
CIN,17,27,38,0.711,221,5.8,9.0,2,2,81.1,3,23,12,0,0,15,29,116,4.0,0,7,19,5,1,2,0.5,39,0,2,2,1.0,0,6,3,148,49.3,18,5,114,22.8,0,29,1,6,6.0,0,6,25,27,46,30,16,0,0,2,0,0,1,0,7,3,9,0,14,19,7,12,6,14,0.43,2,3,0.67,5,0,45,19,17,337,116,4.0,0,221,5.8,9.0,2,114,6,45,14,0,2,1,2,1
CLE,25,14,28,0.5,150,5.4,12.6,0,1,51.2,4,27,10,0,0,20,29,109,3.8,1,3,24,4,1,1,1.0,38,0,1,1,1.0,0,18,7,307,43.9,23,2,40,20.0,0,23,1,15,15.0,0,15,16,20,58,36,22,1,22,0,0,1,0,0,5,4,9,0,20,16,3,10,3,13,0.23,1,1,1.0,7,3,58,26,10,259,109,3.8,1,150,5.4,12.6,0,40,15,58,26,-2,0,0,1,1
DAL,7,22,34,0.647,299,8.8,13.6,2,1,100.0,0,0,13,0,0,5,27,174,6.4,2,3,2,14,3,3,1.0,36,0,5,5,1.0,0,20,4,172,43.0,10,2,55,27.5,0,32,2,12,6.0,0,8,10,17,71,41,30,3,27,2,0,2,2,1,5,2,6,0,11,20,3,13,4,12,0.33,0,0,0.0,7,4,48,2,44,473,174,6.4,2,299,8.8,13.6,2,55,12,48,1,3,2,2,1,0
DEN,5,23,39,0.59,309,7.9,13.6,1,0,92.8,1,3,13,0,0,8,34,142,4.2,3,9,1,17,4,4,1.0,49,0,5,5,1.0,0,13,3,139,46.3,1,1,76,76.0,0,76,5,37,7.4,0,19,9,14,42,32,10,3,26,1,0,1,1,1,12,1,2,0,2,25,9,13,7,15,0.47,1,1,1.0,1,3,16,1,47,451,142,4.2,3,309,7.9,13.6,1,76,37,16,8,1,1,1,0,1
DET,20,20,41,0.488,202,4.9,10.9,3,0,87.7,2,15,14,0,0,18,23,111,4.8,0,8,30,2,0,0,0.0,0,0,2,2,1.0,0,28,4,152,38.0,16,5,126,25.2,0,41,1,14,14.0,0,14,27,30,64,48,16,1,7,0,0,1,2,0,2,2,4,0,5,23,8,14,4,11,0.36,1,3,0.33,10,1,53,13,20,313,111,4.8,0,202,4.9,10.9,3,126,14,53,8,1,0,2,0,1
GB,14,18,23,0.783,225,9.8,12.9,2,0,136.4,1,7,14,0,0,7,38,152,4.0,1,7,24,4,0,1,0.0,0,1,4,4,1.0,0,27,3,117,39.0,31,1,0,0.0,0,0,1,55,55.0,1,55,16,20,47,40,7,2,15,0,0,1,1,0,7,2,5,1,3,24,7,14,8,13,0.62,0,1,0.0,5,3,40,6,30,377,152,4.0,1,225,9.8,12.9,2,0,55,40,20,-1,0,1,0,2
