,Team,Wins,Losses,Ties,Home,Opponent,Points,Victory
CIN,CIN,2,6,0,0,BUF,21,0
DEN,DEN,3,5,0,0,DET,7,0
GB,GB,7,1,0,0,KC,33,1
SD,SD,4,4,0,0,MIN,17,0
JAX,JAX,5,3,0,0,NO,24,0
ARZ,ARZ,3,5,0,0,TB,10,0
CAR,CAR,4,4,0,0,TEN,7,0
SF,SF,2,6,0,0,ATL,16,0
WSH,WSH,5,3,0,0,NYJ,23,1
SEA,SEA,4,4,0,0,CLE,30,0
NE,NE,9,0,0,0,IND,24,1
HOU,HOU,4,5,0,0,OAK,24,1
DAL,DAL,7,1,0,0,PHI,38,1
BAL,BAL,4,4,0,0,PIT,7,0
BUF,BUF,4,4,0,1,CIN,33,1
DET,DET,6,2,0,1,DEN,44,1
KC,KC,4,4,0,1,GB,22,0
MIN,MIN,3,5,0,1,SD,35,1
NO,NO,4,4,0,1,JAX,41,1
TB,TB,5,4,0,1,ARZ,17,1
TEN,TEN,6,2,0,1,CAR,20,1
ATL,ATL,2,6,0,1,SF,20,1
NYJ,NYJ,1,8,0,1,WSH,20,0
CLE,CLE,5,3,0,1,SEA,33,1
IND,IND,7,1,0,1,NE,20,0
OAK,OAK,2,6,0,1,HOU,17,0
PHI,PHI,3,5,0,1,DAL,17,0
PIT,PIT,6,2,0,1,BAL,38,1
