,Team,Wins,Losses,Ties,Home,Opponent,Points,Victory
IND,IND,3,0,0,0,HOU,30,1
MIA,MIA,0,3,0,0,NYJ,28,0
DET,DET,2,1,0,0,PHI,21,0
SF,SF,2,1,0,0,PIT,16,0
STL,STL,0,3,0,0,TB,3,0
MIN,MIN,1,2,0,0,KC,10,0
BUF,BUF,0,3,0,0,NE,7,0
SD,SD,1,2,0,0,GB,24,0
ARZ,ARZ,1,2,0,0,BAL,23,0
JAX,JAX,2,1,0,0,DEN,23,1
CIN,CIN,1,2,0,0,SEA,21,0
CLE,CLE,1,2,0,0,OAK,24,0
NYG,NYG,1,2,0,0,WSH,24,1
CAR,CAR,2,1,0,0,ATL,27,1
DAL,DAL,3,0,0,0,CHI,34,1
TEN,TEN,2,1,0,0,NO,31,1
HOU,HOU,2,1,0,1,IND,24,0
NYJ,NYJ,1,2,0,1,MIA,31,1
PHI,PHI,1,2,0,1,DET,56,1
PIT,PIT,3,0,0,1,SF,37,1
TB,TB,2,1,0,1,STL,24,1
KC,KC,1,2,0,1,MIN,13,1
NE,NE,3,0,0,1,BUF,38,1
GB,GB,3,0,0,1,SD,31,1
BAL,BAL,2,1,0,1,ARZ,26,1
DEN,DEN,2,1,0,1,JAX,14,0
SEA,SEA,2,1,0,1,CIN,24,1
OAK,OAK,1,2,0,1,CLE,26,1
WSH,WSH,2,1,0,1,NYG,17,0
ATL,ATL,0,3,0,1,CAR,20,0
CHI,CHI,1,2,0,1,DAL,10,0
NO,NO,0,3,0,1,TEN,14,0
