,Team,Wins,Losses,Ties,Home,Opponent,Points,Victory
MIA,MIA,0,10,0,0,PHI,7,0
NYG,NYG,7,3,0,0,DET,16,1
OAK,OAK,2,8,0,0,MIN,22,0
SD,SD,5,5,0,0,JAX,17,0
KC,KC,4,6,0,0,IND,10,0
NO,NO,4,6,0,0,HOU,10,0
TB,TB,6,4,0,0,ATL,31,1
CLE,CLE,6,4,0,0,BAL,33,1
ARZ,ARZ,5,5,0,0,CIN,35,1
CAR,CAR,4,6,0,0,GB,17,0
PIT,PIT,7,3,0,0,NYJ,16,0
WSH,WSH,5,5,0,0,DAL,23,0
CHI,CHI,4,6,0,0,SEA,23,0
STL,STL,2,8,0,0,SF,13,1
NE,NE,10,0,0,0,BUF,56,1
TEN,TEN,6,4,0,0,DEN,20,0
PHI,PHI,5,5,0,1,MIA,17,1
DET,DET,6,4,0,1,NYG,10,0
MIN,MIN,4,6,0,1,OAK,29,1
JAX,JAX,7,3,0,1,SD,24,1
IND,IND,8,2,0,1,KC,13,1
HOU,HOU,5,5,0,1,NO,23,1
ATL,ATL,3,7,0,1,TB,7,0
BAL,BAL,4,6,0,1,CLE,30,0
CIN,CIN,3,7,0,1,ARZ,27,0
GB,GB,9,1,0,1,CAR,31,1
NYJ,NYJ,2,8,0,1,PIT,19,1
DAL,DAL,9,1,0,1,WSH,28,1
SEA,SEA,6,4,0,1,CHI,30,1
SF,SF,2,8,0,1,STL,9,0
BUF,BUF,5,5,0,1,NE,10,0
DEN,DEN,5,5,0,1,TEN,34,1
