,Team,Wins,Losses,Ties,Home,Opponent,Points,Victory
IND,IND,7,0,0,0,CAR,31,1
CLE,CLE,4,3,0,0,STL,27,1
PHI,PHI,3,4,0,0,MIN,23,1
NYG,NYG,6,2,0,0,MIA,13,1
PIT,PIT,5,2,0,0,CIN,24,1
OAK,OAK,2,5,0,0,TEN,9,0
DET,DET,5,2,0,0,CHI,16,1
BUF,BUF,3,4,0,0,NYJ,13,1
JAX,JAX,5,2,0,0,TB,24,1
HOU,HOU,3,5,0,0,SD,10,0
NO,NO,3,4,0,0,SF,31,1
WSH,WSH,4,3,0,0,NE,7,0
GB,GB,6,1,0,0,DEN,19,1
CAR,CAR,4,3,0,1,IND,7,0
STL,STL,0,8,0,1,CLE,20,0
MIN,MIN,2,5,0,1,PHI,16,0
MIA,MIA,0,8,0,1,NYG,10,0
CIN,CIN,2,5,0,1,PIT,13,0
TEN,TEN,5,2,0,1,OAK,13,1
CHI,CHI,3,5,0,1,DET,7,0
NYJ,NYJ,1,7,0,1,BUF,3,0
TB,TB,4,4,0,1,JAX,23,0
SD,SD,4,3,0,1,HOU,35,1
SF,SF,2,5,0,1,NO,10,0
NE,NE,8,0,0,1,WSH,52,1
DEN,DEN,3,4,0,1,GB,13,0
