,Team,Wins,Losses,Ties,Home,Opponent,Points,Victory
ATL,ATL,0,2,0,0,JAX,7,0
GB,GB,2,0,0,0,NYG,35,1
BUF,BUF,0,2,0,0,PIT,3,0
SF,SF,2,0,0,0,STL,17,1
NO,NO,0,2,0,0,TB,14,0
IND,IND,2,0,0,0,TEN,22,1
HOU,HOU,2,0,0,0,CAR,34,1
CIN,CIN,1,1,0,0,CLE,45,0
MIN,MIN,1,1,0,0,DET,17,0
DAL,DAL,2,0,0,0,MIA,37,1
SEA,SEA,1,1,0,0,ARZ,20,0
NYJ,NYJ,0,2,0,0,BAL,13,0
KC,KC,0,2,0,0,CHI,10,0
OAK,OAK,0,2,0,0,DEN,20,0
SD,SD,1,1,0,0,NE,14,0
WSH,WSH,2,0,0,0,PHI,20,1
JAX,JAX,1,1,0,1,ATL,13,1
NYG,NYG,0,2,0,1,GB,13,0
PIT,PIT,2,0,0,1,BUF,26,1
STL,STL,0,2,0,1,SF,16,0
TB,TB,1,1,0,1,NO,31,1
TEN,TEN,1,1,0,1,IND,20,0
CAR,CAR,1,1,0,1,HOU,21,0
CLE,CLE,1,1,0,1,CIN,51,1
DET,DET,2,0,0,1,MIN,20,1
MIA,MIA,0,2,0,1,DAL,20,0
ARZ,ARZ,1,1,0,1,SEA,23,1
BAL,BAL,1,1,0,1,NYJ,20,1
CHI,CHI,1,1,0,1,KC,20,1
DEN,DEN,2,0,0,1,OAK,23,1
NE,NE,2,0,0,1,SD,38,1
PHI,PHI,0,2,0,1,WSH,12,0
