,Team,Wins,Losses,Ties,Home,Opponent,Points,Victory
GB,GB,10,1,0,0,DET,37,1
NYJ,NYJ,2,9,0,0,DAL,3,0
IND,IND,9,2,0,0,ATL,31,1
TEN,TEN,6,5,0,0,CIN,6,0
SEA,SEA,7,4,0,0,STL,24,1
MIN,MIN,5,6,0,0,NYG,41,1
NO,NO,5,6,0,0,CAR,31,1
WSH,WSH,5,6,0,0,TB,13,0
HOU,HOU,5,6,0,0,CLE,17,0
BUF,BUF,5,6,0,0,JAX,14,0
OAK,OAK,3,8,0,0,KC,20,1
SF,SF,3,8,0,0,ARZ,37,1
DEN,DEN,5,6,0,0,CHI,34,0
BAL,BAL,4,7,0,0,SD,14,0
PHI,PHI,5,6,0,0,NE,28,0
MIA,MIA,0,11,0,0,PIT,0,0
DET,DET,6,5,0,1,GB,26,0
DAL,DAL,10,1,0,1,NYJ,34,1
ATL,ATL,3,8,0,1,IND,13,0
CIN,CIN,4,7,0,1,TEN,35,1
STL,STL,2,9,0,1,SEA,19,0
NYG,NYG,7,4,0,1,MIN,17,0
CAR,CAR,4,7,0,1,NO,6,0
TB,TB,7,4,0,1,WSH,19,1
CLE,CLE,7,4,0,1,HOU,27,1
JAX,JAX,8,3,0,1,BUF,36,1
KC,KC,4,7,0,1,OAK,17,0
ARZ,ARZ,5,6,0,1,SF,31,0
CHI,CHI,5,6,0,1,DEN,37,1
SD,SD,6,5,0,1,BAL,32,1
NE,NE,11,0,0,1,PHI,31,1
PIT,PIT,8,3,0,1,MIA,3,1
