,Team,Wins,Losses,Ties,Home,Opponent,Points,Victory
NYJ,NYJ,1,3,0,0,BUF,14,0
BAL,BAL,2,2,0,0,CLE,13,0
STL,STL,0,4,0,0,DAL,7,0
CHI,CHI,1,3,0,0,DET,27,0
OAK,OAK,2,2,0,0,MIA,35,1
HOU,HOU,2,2,0,0,ATL,16,0
GB,GB,4,0,0,0,MIN,23,1
SEA,SEA,3,1,0,0,SF,23,1
TB,TB,3,1,0,0,CAR,20,1
PIT,PIT,3,1,0,0,ARZ,14,0
DEN,DEN,2,2,0,0,IND,20,0
KC,KC,2,2,0,0,SD,30,1
PHI,PHI,1,3,0,0,NYG,3,0
NE,NE,4,0,0,0,CIN,34,1
BUF,BUF,1,3,0,1,NYJ,17,1
CLE,CLE,2,2,0,1,BAL,27,1
DAL,DAL,4,0,0,1,STL,35,1
DET,DET,3,1,0,1,CHI,37,1
MIA,MIA,0,4,0,1,OAK,17,0
ATL,ATL,1,3,0,1,HOU,26,1
MIN,MIN,1,3,0,1,GB,16,0
SF,SF,2,2,0,1,SEA,3,0
CAR,CAR,2,2,0,1,TB,7,0
ARZ,ARZ,2,2,0,1,PIT,21,1
IND,IND,4,0,0,1,DEN,38,1
SD,SD,1,3,0,1,KC,16,0
NYG,NYG,2,2,0,1,PHI,16,1
CIN,CIN,1,3,0,1,NE,13,0
