,Team,Wins,Losses,Ties,Home,Opponent,Points,Victory
TB,TB,4,3,0,0,DET,16,0
TEN,TEN,4,2,0,0,HOU,38,1
NE,NE,7,0,0,0,MIA,49,1
SF,SF,2,4,0,0,NYG,15,0
BAL,BAL,4,3,0,0,BUF,14,0
ATL,ATL,1,6,0,0,NO,16,0
ARZ,ARZ,3,4,0,0,WSH,19,0
NYJ,NYJ,1,6,0,0,CIN,31,0
KC,KC,4,3,0,0,OAK,12,1
CHI,CHI,3,4,0,0,PHI,19,1
STL,STL,0,7,0,0,SEA,6,0
MIN,MIN,2,4,0,0,DAL,14,0
PIT,PIT,4,2,0,0,DEN,28,0
IND,IND,6,0,0,0,JAX,29,1
DET,DET,4,2,0,1,TB,23,1
HOU,HOU,3,4,0,1,TEN,36,0
MIA,MIA,0,7,0,1,NE,28,0
NYG,NYG,5,2,0,1,SF,33,1
BUF,BUF,2,4,0,1,BAL,19,1
NO,NO,2,4,0,1,ATL,22,1
WSH,WSH,4,2,0,1,ARZ,21,1
CIN,CIN,2,4,0,1,NYJ,38,1
OAK,OAK,2,4,0,1,KC,10,0
PHI,PHI,2,4,0,1,CHI,16,0
SEA,SEA,4,3,0,1,STL,33,1
DAL,DAL,6,1,0,1,MIN,24,1
DEN,DEN,3,3,0,1,PIT,31,1
JAX,JAX,4,2,0,1,IND,7,0
