,Team,Wins,Losses,Ties,Home,Opponent,Points,Victory
MIN,MIN,2,3,0,0,CHI,34,1
MIA,MIA,0,6,0,0,CLE,31,0
WSH,WSH,3,2,0,0,GB,14,0
HOU,HOU,3,3,0,0,JAX,17,0
CIN,CIN,1,4,0,0,KC,20,0
TEN,TEN,3,2,0,0,TB,10,0
STL,STL,0,6,0,0,BAL,3,0
PHI,PHI,2,3,0,0,NYJ,16,1
CAR,CAR,4,2,0,0,ARZ,25,1
NE,NE,6,0,0,0,DAL,48,1
OAK,OAK,2,3,0,0,SD,14,0
NO,NO,1,4,0,0,SEA,28,1
NYG,NYG,4,2,0,0,ATL,31,1
CHI,CHI,2,4,0,1,MIN,31,0
CLE,CLE,3,3,0,1,MIA,41,1
GB,GB,5,1,0,1,WSH,17,1
JAX,JAX,4,1,0,1,HOU,37,1
KC,KC,3,3,0,1,CIN,27,1
TB,TB,4,2,0,1,TEN,13,1
BAL,BAL,4,2,0,1,STL,22,1
NYJ,NYJ,1,5,0,1,PHI,9,0
ARZ,ARZ,3,3,0,1,CAR,10,0
DAL,DAL,5,1,0,1,NE,27,0
SD,SD,3,3,0,1,OAK,28,1
SEA,SEA,3,3,0,1,NO,17,0
ATL,ATL,1,5,0,1,NYG,10,0
