,Team,Wins,Losses,Ties,Home,Opponent,Points,Victory
GB,GB,10,2,0,0,DAL,27,0
ATL,ATL,3,9,0,0,STL,16,0
HOU,HOU,5,7,0,0,TEN,20,0
BUF,BUF,6,6,0,0,WSH,17,1
DET,DET,6,6,0,0,MIN,10,0
SEA,SEA,8,4,0,0,PHI,28,1
NYJ,NYJ,3,9,0,0,MIA,40,1
SD,SD,7,5,0,0,KC,24,1
JAX,JAX,8,4,0,0,IND,25,0
SF,SF,3,9,0,0,CAR,14,0
DEN,DEN,5,7,0,0,OAK,20,0
CLE,CLE,7,5,0,0,ARZ,21,0
TB,TB,8,4,0,0,NO,27,1
NYG,NYG,8,4,0,0,CHI,21,1
CIN,CIN,4,8,0,0,PIT,10,0
NE,NE,12,0,0,0,BAL,27,1
DAL,DAL,11,1,0,1,GB,37,1
STL,STL,3,9,0,1,ATL,28,1
TEN,TEN,7,5,0,1,HOU,28,1
WSH,WSH,5,7,0,1,BUF,16,0
MIN,MIN,6,6,0,1,DET,42,1
PHI,PHI,5,7,0,1,SEA,24,0
MIA,MIA,0,12,0,1,NYJ,13,0
KC,KC,4,8,0,1,SD,10,0
IND,IND,10,2,0,1,JAX,28,1
CAR,CAR,5,7,0,1,SF,31,1
OAK,OAK,4,8,0,1,DEN,34,1
ARZ,ARZ,6,6,0,1,CLE,27,1
NO,NO,5,7,0,1,TB,23,0
CHI,CHI,5,7,0,1,NYG,16,0
PIT,PIT,9,3,0,1,CIN,24,1
BAL,BAL,4,8,0,1,NE,24,0
