,Passing Rank,Completions,Attempts,Completion %,Passing Yards,Passing Yards / Attempt,Yards / Reception,Passing Touchdowns,Interceptions,QB Rating,Sacks,Passing Yardage Lost to Sacks,First Downs Passing,Fumbles,Fumbles Lost,Rushing Rank,Attempts,Rushing Yards,Rushing Yards / Attempt,Rushing Touchdowns,First Downs Rushing,Kicking Rank,Kicking Points,Field Goals Made,Field Goals Attempted,Field Goal %,Longest Field Goal,Field Goals Blocked,Extra Points Made,Extra Points Attempted,Extra Point %,Extra Points Blocked,Punting Rank,Punts,Punt Yards,Punt Yards Avg,Returning Rank,Kickoff Returns,Kickoff Return Yards,Kickoff Return Avg,Kickoff Return Touchdowns,Kickoff Return Long,Punt Returns,Punt Return Yards,Punt Return Avg,Punt Return Touchdowns,Punt Return Long,Defense Rank,Points Allowed,Total Tackles,Solo Tackles,Assisted Tackles,Sacks,Sack Yards,Interceptions,Interception Return Touchdowns,Forced Fumbles,Fumbles Opp Recovered,Fumbles Opp Recovered Touchdowns,Passes Defended,Stuffs,Stuff Yards,Safeties,Downs Rank,First Downs,First Downs Rushing,First Downs Passing,Third Downs Made,Third Downs Attempted,Third Down %,Fourth Downs Made,Fourth Downs Attempted,Fourth Down %,Penalties,First Downs Penalty,Penalty Yards,Yardage Rank,Points,Yards,Rushing Yards,Rushing Yards / Attempt,Rushing Touchdowns,Passing Yards,Passing Yards / Attempt,Yards / Reception,Passing Touchdowns,Kickoff Return Yards,Punt Return Yards,Penalty Yards,Turnovers Rank,Turnover +/-,Interceptions,Fumbles Opp Recovered,Interceptions,Fumbles Lost
ARZ,15,25,40,0.625,220,5.5,11.0,1,0,85.4,8,54,15,1,1,25,26,79,3.0,0,1,20,4,1,3,0.333,49,0,1,1,1.0,0,6,6,263,43.8,16,5,92,18.4,0,27,1,7,7.0,0,7,23,28,57,43,14,2,10,2,0,1,2,0,4,5,10,0,20,17,1,15,6,18,0.33,1,3,0.33,6,1,30,27,10,299,79,3.0,0,220,5.5,11.0,1,92,7,30,2,3,2,2,0,1
ATL,28,8,15,0.533,119,7.9,14.9,2,0,119.2,0,0,7,0,0,11,42,148,3.5,0,8,2,12,3,3,1.0,38,0,3,3,1.0,0,24,3,110,36.7,28,3,43,14.3,0,25,1,17,17.0,0,17,23,28,58,52,6,0,0,4,1,1,0,0,9,2,3,0,21,16,8,7,5,13,0.38,1,1,1.0,4,1,30,7,30,267,148,3.5,0,119,7.9,14.9,2,43,17,30,2,3,4,0,0,1
BAL,30,11,19,0.579,83,4.4,9.1,1,1,64.1,3,17,8,1,0,1,41,276,6.7,3,9,18,5,0,1,0.0,0,0,5,5,1.0,0,19,6,234,39.0,32,1,7,7.0,0,7,3,20,6.7,0,13,1,0,55,44,11,5,30,1,1,3,3,0,3,3,8,0,17,18,9,8,5,15,0.33,2,2,1.0,5,1,41,4,35,359,276,6.7,3,83,4.4,9.1,1,7,20,41,2,3,1,3,1,0
BUF,29,15,28,0.536,104,3.7,10.3,0,1,47.3,6,51,6,1,1,27,28,73,2.6,0,4,25,3,1,1,1.0,23,0,0,0,0.0,0,6,6,263,43.8,17,3,54,18.0,0,21,2,24,12.0,0,24,12,20,71,43,28,2,9,1,0,1,1,0,5,1,1,0,28,11,4,6,5,15,0.33,0,1,0.0,7,1,59,30,3,177,73,2.6,0,104,3.7,10.3,0,54,24,59,21,-2,1,1,1,3
CAR,5,29,35,0.829,260,7.4,9.0,2,1,104.8,0,0,10,0,0,15,36,124,3.4,0,10,10,8,2,2,1.0,44,0,2,2,1.0,0,25,3,109,36.3,7,3,64,21.3,0,27,6,33,5.5,0,23,7,14,37,27,10,1,0,1,0,0,0,0,1,3,3,0,8,22,10,10,7,14,0.5,0,2,0.0,6,2,35,18,20,384,124,3.4,0,260,7.4,9.0,2,64,33,35,18,-1,1,0,1,1
CHI,8,19,32,0.594,238,7.4,13.1,2,1,90.4,2,11,12,1,0,6,40,191,4.8,1,11,6,9,2,4,0.5,45,0,3,3,1.0,0,5,2,91,45.5,22,5,88,17.6,0,21,4,56,14.0,0,32,17,24,39,32,7,1,3,0,0,0,0,0,3,3,5,0,3,25,11,12,9,17,0.53,2,2,1.0,5,2,33,11,27,429,191,4.8,1,238,7.4,13.1,2,88,56,33,21,-2,0,0,1,1
CIN,20,16,29,0.552,187,6.4,12.6,1,3,46.8,3,15,8,0,0,21,23,99,4.3,0,5,20,4,1,1,1.0,48,0,1,1,1.0,0,10,4,172,43.0,4,3,79,26.3,0,29,2,46,23.0,0,34,20,27,60,54,6,1,1,1,0,2,0,0,4,5,6,0,24,14,5,8,4,13,0.31,0,1,0.0,5,1,38,27,10,286,99,4.3,0,187,6.4,12.6,1,79,46,38,21,-2,1,0,3,0
CLE,26,17,33,0.515,133,4.0,9.6,0,1,49.2,5,30,7,2,2,26,24,78,3.3,0,4,32,0,0,1,0.0,0,0,0,0,0.0,0,21,7,271,38.7,29,4,51,12.8,0,18,2,34,17.0,0,23,29,35,73,47,26,3,17,1,0,1,0,0,3,4,6,0,24,14,4,7,3,13,0.23,0,2,0.0,5,3,26,32,0,211,78,3.3,0,133,4.0,9.6,0,51,34,26,26,-3,1,0,1,3
DAL,14,17,26,0.654,222,8.5,14.1,1,0,105.0,3,18,9,0,0,19,31,104,3.4,0,7,1,13,4,4,1.0,49,0,1,1,1.0,0,18,6,246,41.0,31,2,24,12.0,0,19,6,61,10.2,0,46,2,3,51,40,11,5,31,0,0,1,0,0,3,5,12,0,21,16,7,9,3,12,0.25,0,0,0.0,3,0,35,22,19,326,104,3.4,0,222,8.5,14.1,1,24,61,35,16,0,0,0,0,0
DEN,8,14,17,0.824,238,14.0,17.0,1,1,113.8,0,0,11,0,0,3,54,227,4.2,3,13,13,7,1,1,1.0,24,0,4,4,1.0,0,28,1,34,34.0,24,4,70,17.5,0,21,2,21,10.5,0,12,9,17,30,25,5,2,10,0,0,2,0,0,7,2,6,0,2,26,13,11,9,13,0.69,0,1,0.0,11,2,93,5,31,465,227,4.2,3,238,14.0,17.0,1,70,21,93,18,-1,0,0,1,0
DET,31,7,19,0.368,53,2.8,7.6,0,1,23.4,1,0,4,0,0,30,21,53,2.5,0,1,28,2,0,0,0.0,0,0,2,2,1.0,0,15,8,333,41.6,26,4,65,16.3,0,23,1,89,89.0,1,89,12,20,69,58,11,0,0,1,0,2,1,1,1,4,11,0,32,8,1,4,3,11,0.27,0,0,0.0,7,3,55,26,14,106,53,2.5,0,53,2.8,7.6,0,65,89,55,13,1,1,1,1,0
GB,1,22,30,0.733,392,13.1,18.1,4,0,154.9,1,7,15,0,0,10,37,156,4.2,1,8,3,11,2,2,1.0,31,0,5,5,1.0,0,11,3,127,42.3,1,2,92,46.0,0,60,3,25,8.3,0,16,4,7,47,43,4,5,29,2,0,2,1,0,7,2,6,0,5,23,8,15,9,15,0.6,0,1,0.0,10,0,70,2,41,548,156,4.2,1,392,13.1,18.1,4,92,25,70,2,3,2,1,0,0
HOU,10,17,34,0.5,235,6.9,14.2,1,2,57.8,1,7,9,0,0,23,18,91,5.1,1,4,15,6,1,1,1.0,49,0,3,3,1.0,0,3,7,332,47.4,12,5,97,19.4,0,28,4,16,4.0,0,5,20,27,71,46,25,0,0,1,1,0,0,0,10,1,1,0,24,14,4,9,4,12,0.33,0,0,0.0,7,1,75,14,24,326,91,5.1,1,235,6.9,14.2,1,97,16,75,21,-2,1,0,2,1
IND,25,12,23,0.522,136,5.9,12.2,0,0,70.2,2,10,4,1,0,31,12,47,3.9,1,3,18,5,1,1,1.0,40,0,2,2,1.0,0,31,5,164,32.8,2,6,169,28.2,0,39,0,0,0.0,0,0,27,31,88,63,25,0,0,1,1,2,0,0,2,3,4,0,28,11,3,4,2,9,0.22,0,1,0.0,6,4,45,24,17,183,47,3.9,1,136,5.9,12.2,0,169,0,45,13,1,1,0,0,0
JAX,27,9,17,0.529,131,7.7,14.6,1,2,58.3,1,0,8,0,0,2,45,243,5.4,1,11,10,8,2,3,0.667,43,1,2,2,1.0,0,27,2,69,34.5,8,4,84,21.0,0,21,0,0,0.0,0,0,10,19,53,43,10,1,7,0,0,1,1,0,5,0,0,0,8,22,11,8,6,13,0.46,1,2,0.5,7,3,69,18,20,374,243,5.4,1,131,7.7,14.6,1,84,0,69,18,-1,0,1,2,0
KC,13,18,38,0.474,224,5.9,12.4,0,2,44.2,0,0,12,0,0,18,23,105,4.6,3,6,28,2,0,0,0.0,0,0,2,2,1.0,0,16,4,166,41.5,20,6,106,17.7,0,21,3,70,23.3,0,46,32,45,51,51,0,2,14,1,0,1,0,0,4,4,12,0,12,21,6,12,5,11,0.45,1,2,0.5,2,3,20,18,20,329,105,4.6,3,224,5.9,12.4,0,106,70,20,26,-3,1,0,2,2
MIA,32,8,17,0.471,37,2.2,5.8,1,1,48.9,2,9,2,1,1,14,38,132,3.5,0,8,10,8,2,2,1.0,30,0,2,2,1.0,0,29,7,237,33.9,11,2,39,19.5,0,35,2,54,27.0,0,48,2,3,62,45,17,6,51,1,1,4,3,0,3,4,16,0,28,11,8,2,4,15,0.27,1,1,1.0,12,1,106,18,20,169,132,3.5,0,37,2.2,5.8,1,39,54,106,8,2,1,3,1,1
MIN,6,20,30,0.667,246,8.2,13.0,3,1,111.3,2,14,15,2,0,4,39,223,5.7,3,12,6,9,1,1,1.0,46,0,6,6,1.0,0,22,4,153,38.3,6,4,91,22.8,0,31,4,14,3.5,0,12,12,20,39,37,2,0,0,2,0,4,2,0,9,3,5,0,1,27,12,15,7,12,0.58,0,0,0.0,6,0,51,1,45,469,223,5.7,3,246,8.2,13.0,3,91,14,51,2,3,2,2,1,0
NE,24,15,26,0.577,138,5.3,9.2,2,1,81.9,0,0,8,0,0,13,24,133,5.5,0,5,25,3,0,0,0.0,0,0,3,3,1.0,0,32,6,187,31.2,13,4,77,19.3,0,32,2,13,6.5,0,7,8,16,70,52,18,4,17,5,1,2,0,0,9,0,0,0,27,13,5,8,3,11,0.27,1,2,0.5,5,0,31,17,21,271,133,5.5,0,138,5.3,9.2,2,77,13,31,1,4,5,0,1,0
NO,3,22,38,0.579,289,7.6,13.5,2,0,99.6,1,7,16,0,0,28,25,61,2.4,0,0,13,7,2,2,1.0,38,0,1,2,0.5,0,26,3,108,36.0,22,5,88,17.6,0,27,2,13,6.5,0,9,12,20,61,47,14,1,0,2,0,0,0,0,3,1,1,0,16,20,0,16,6,13,0.46,0,2,0.0,4,4,30,22,19,350,61,2.4,0,289,7.6,13.5,2,88,13,30,13,1,2,0,0,1
NYG,23,18,32,0.563,159,5.0,10.6,0,0,69.7,5,31,7,1,0,29,22,54,2.5,0,1,25,3,1,1,1.0,45,0,0,0,0.0,0,9,8,346,43.3,25,3,52,17.3,0,19,2,8,4.0,0,7,10,19,51,45,6,3,18,0,0,0,0,0,1,4,6,0,31,10,1,7,4,17,0.24,1,2,0.5,4,2,20,30,3,213,54,2.5,0,159,5.0,10.6,0,52,8,20,16,0,0,0,0,0
NYJ,16,24,43,0.558,212,4.9,9.5,0,5,29.6,4,17,15,2,0,17,26,109,4.2,2,6,20,4,1,1,1.0,29,0,1,1,1.0,0,23,4,148,37.0,26,4,65,16.3,0,27,1,8,8.0,0,8,16,21,53,36,17,0,0,1,0,0,0,0,3,1,2,0,8,22,6,15,9,16,0.56,0,0,0.0,4,1,25,25,16,321,109,4.2,2,212,4.9,9.5,0,65,8,25,32,-4,1,0,5,0
OAK,19,22,41,0.537,194,4.7,10.1,0,2,46.2,5,29,11,1,1,19,16,104,6.5,1,4,31,1,0,0,0.0,0,0,1,1,1.0,0,2,5,257,51.4,15,8,152,19.0,0,25,1,11,11.0,0,11,31,41,73,53,20,1,7,0,0,0,0,0,2,5,10,0,17,18,4,11,3,12,0.25,0,3,0.0,3,3,25,29,7,298,104,6.5,1,194,4.7,10.1,0,152,11,25,26,-3,0,0,2,1
