,Passing Rank,Completions,Attempts,Completion %,Passing Yards,Passing Yards / Attempt,Yards / Reception,Passing Touchdowns,Interceptions,QB Rating,Sacks,Passing Yardage Lost to Sacks,First Downs Passing,Fumbles,Fumbles Lost,Rushing Rank,Attempts,Rushing Yards,Rushing Yards / Attempt,Rushing Touchdowns,First Downs Rushing,Kicking Rank,Kicking Points,Field Goals Made,Field Goals Attempted,Field Goal %,Longest Field Goal,Field Goals Blocked,Extra Points Made,Extra Points Attempted,Extra Point %,Extra Points Blocked,Punting Rank,Punts,Punt Yards,Punt Yards Avg,Returning Rank,Kickoff Returns,Kickoff Return Yards,Kickoff Return Avg,Kickoff Return Touchdowns,Kickoff Return Long,Punt Returns,Punt Return Yards,Punt Return Avg,Punt Return Touchdowns,Punt Return Long,Defense Rank,Points Allowed,Total Tackles,Solo Tackles,Assisted Tackles,Sacks,Sack Yards,Interceptions,Interception Return Touchdowns,Forced Fumbles,Fumbles Opp Recovered,Fumbles Opp Recovered Touchdowns,Passes Defended,Stuffs,Stuff Yards,Safeties,Downs Rank,First Downs,First Downs Rushing,First Downs Passing,Third Downs Made,Third Downs Attempted,Third Down %,Fourth Downs Made,Fourth Downs Attempted,Fourth Down %,Penalties,First Downs Penalty,Penalty Yards,Yardage Rank,Points,Yards,Rushing Yards,Rushing Yards / Attempt,Rushing Touchdowns,Passing Yards,Passing Yards / Attempt,Yards / Reception,Passing Touchdowns,Kickoff Return Yards,Punt Return Yards,Penalty Yards,Turnovers Rank,Turnover +/-,Interceptions,Fumbles Opp Recovered,Interceptions,Fumbles Lost
ARZ,13,25,46,0.543,193,4.2,8.2,0,4,28.6,2,12,11,1,0,20,24,93,3.9,0,5,32,0,0,1,0.0,0,0,0,0,0.0,0,2,4,216,54.0,4,5,152,30.4,0,52,1,7,7.0,0,7,30,38,44,36,8,1,2,0,0,0,0,0,3,3,6,0,17,18,5,11,10,18,0.56,0,1,0.0,4,2,40,32,0,286,93,3.9,0,193,4.2,8.2,0,152,7,40,31,-6,0,0,4,2
ATL,19,16,36,0.444,184,5.1,12.3,2,2,55.8,3,13,9,0,0,18,22,99,4.5,2,7,12,7,1,2,0.5,37,0,4,4,1.0,0,18,6,245,40.8,21,6,130,21.7,0,52,6,80,13.3,0,26,25,33,65,57,8,6,46,0,0,3,2,0,4,2,3,0,18,17,7,9,1,11,0.09,0,0,0.0,5,1,35,10,31,283,99,4.5,2,184,5.1,12.3,2,130,80,35,12,0,0,2,2,0
BAL,32,7,18,0.389,50,2.8,11.1,0,1,23.8,4,28,4,3,2,1,41,343,8.4,2,10,2,15,4,5,0.8,56,0,3,3,1.0,0,20,4,162,40.5,22,3,63,21.0,0,25,5,54,10.8,0,44,9,13,48,39,9,3,32,2,1,1,1,0,12,3,5,0,25,14,10,4,4,15,0.27,1,1,1.0,10,0,85,6,33,393,343,8.4,2,50,2.8,11.1,0,63,54,85,12,0,2,1,1,2
BUF,3,20,27,0.741,328,12.1,16.4,2,0,139.1,0,0,12,0,0,31,32,43,1.3,3,6,8,8,1,1,1.0,27,0,5,5,1.0,0,3,2,97,48.5,6,3,89,29.7,0,52,3,38,12.7,0,18,12,17,51,42,9,3,22,0,0,0,0,0,3,1,2,0,10,20,6,12,8,14,0.57,1,2,0.5,6,2,55,2,38,371,43,1.3,3,328,12.1,16.4,2,89,38,55,12,0,0,0,0,0
CAR,31,9,23,0.391,87,3.8,10.7,0,2,14.2,1,9,6,1,0,6,40,171,4.3,0,5,5,12,4,4,1.0,47,0,0,0,0.0,0,4,7,335,47.9,15,2,47,23.5,0,26,3,66,22.0,0,52,4,9,67,53,14,1,2,1,0,1,0,0,6,3,4,0,25,14,5,6,4,17,0.24,0,0,0.0,16,3,120,25,12,258,171,4.3,0,87,3.8,10.7,0,47,66,120,22,-1,1,0,2,0
CHI,27,14,23,0.609,128,5.6,10.4,1,1,72.4,3,17,7,0,0,22,17,80,4.7,0,2,12,7,2,2,1.0,43,0,1,1,1.0,0,16,5,205,41.0,16,4,92,23.0,0,35,1,11,11.0,0,11,17,24,70,51,19,3,16,0,0,2,1,0,2,5,11,0,31,10,2,7,2,9,0.22,0,0,0.0,6,1,50,22,13,208,80,4.7,0,128,5.6,10.4,1,92,11,50,12,0,0,1,1,0
CIN,7,25,41,0.61,287,7.0,12.1,1,2,69.9,2,16,15,0,0,11,39,129,3.3,1,8,8,8,2,2,1.0,31,0,2,2,1.0,0,28,6,231,38.5,7,5,128,25.6,0,46,3,56,18.7,0,27,16,23,46,32,14,0,0,0,0,0,0,0,4,1,2,0,1,27,8,15,9,18,0.5,0,0,0.0,7,4,65,19,20,416,129,3.3,1,287,7.0,12.1,1,128,56,65,25,-2,0,0,2,0
CLE,29,17,37,0.459,115,3.1,8.6,1,2,39.8,3,32,6,0,0,25,20,60,3.0,0,1,12,7,2,2,1.0,44,0,1,1,1.0,0,17,8,326,40.8,19,6,133,22.2,0,28,2,18,9.0,0,10,25,33,59,46,13,4,28,1,0,2,2,0,2,4,9,0,32,9,1,6,4,16,0.25,0,2,0.0,6,2,50,22,13,175,60,3.0,0,115,3.1,8.6,1,133,18,50,12,0,1,2,2,1
DAL,6,25,40,0.625,296,7.4,12.8,0,1,74.6,4,25,15,2,0,16,36,107,3.0,1,5,1,23,7,8,0.875,52,0,2,2,1.0,0,31,6,220,36.7,12,5,120,24.0,0,37,4,45,11.3,0,18,24,32,45,37,8,2,9,2,1,2,1,0,12,2,6,0,4,24,5,15,5,16,0.31,0,0,0.0,11,4,108,5,35,403,107,3.0,1,296,7.4,12.8,0,120,45,108,4,2,2,1,1,0
DEN,18,16,29,0.552,185,6.4,12.0,3,0,109.1,1,7,10,1,0,4,33,197,6.0,1,10,4,13,3,3,1.0,45,0,4,4,1.0,0,7,3,134,44.7,12,4,96,24.0,0,36,3,17,5.7,0,14,9,13,45,37,8,0,0,1,0,0,0,0,9,1,1,0,4,24,10,10,4,11,0.36,1,1,1.0,10,4,81,4,37,382,197,6.0,1,185,6.4,12.0,3,96,17,81,9,1,1,0,0,0
DET,11,26,55,0.473,237,4.3,9.3,0,3,36.7,1,4,10,1,0,28,17,56,3.3,0,3,20,6,2,2,1.0,52,0,0,0,0.0,0,30,9,337,37.4,16,5,115,23.0,0,38,2,8,4.0,0,5,20,31,66,42,24,0,0,1,0,1,1,0,4,4,5,0,25,14,3,10,6,20,0.3,1,2,0.5,7,1,60,31,6,293,56,3.3,0,237,4.3,9.3,0,115,8,60,22,-1,1,1,3,0
GB,26,15,28,0.536,132,4.7,8.8,2,1,75.3,0,0,9,0,0,3,35,200,5.7,1,7,12,7,1,1,1.0,46,0,4,4,1.0,0,28,8,308,38.5,8,2,51,25.5,0,29,3,7,2.3,0,6,2,6,51,44,7,1,4,3,1,0,0,0,15,4,10,0,18,17,7,9,6,15,0.4,0,0,0.0,7,1,35,10,31,332,200,5.7,1,132,4.7,8.8,2,51,7,35,9,1,3,0,1,1
HOU,20,17,36,0.472,183,5.1,12.5,0,2,39.5,5,30,10,0,0,23,24,75,3.1,1,3,26,4,1,1,1.0,30,0,1,1,1.0,0,25,8,314,39.3,5,5,149,29.8,0,70,5,32,6.4,0,12,20,31,54,43,11,2,7,0,0,0,0,0,4,2,4,0,22,16,3,10,4,16,0.25,2,3,0.67,11,3,86,26,10,258,75,3.1,1,183,5.1,12.5,0,149,32,86,25,-2,0,0,2,0
IND,25,14,21,0.667,164,7.8,12.4,1,0,106.1,1,9,8,0,0,12,34,127,3.7,1,9,2,15,4,4,1.0,48,0,3,3,1.0,0,27,4,155,38.8,2,1,38,38.0,0,38,3,41,13.7,0,21,3,7,56,45,11,5,26,1,1,2,1,0,6,4,7,0,10,20,9,8,3,12,0.25,1,1,1.0,6,3,38,6,33,291,127,3.7,1,164,7.8,12.4,1,38,41,38,4,2,1,1,0,0
JAX,15,26,40,0.65,192,4.8,8.2,1,0,84.6,3,22,12,0,0,19,22,95,4.3,1,7,24,5,1,2,0.5,44,0,2,2,1.0,0,8,4,177,44.3,18,7,159,22.7,0,35,2,14,7.0,0,8,30,38,51,39,12,0,0,0,0,0,0,0,2,9,22,0,10,20,7,12,4,14,0.29,3,4,0.75,8,1,97,21,17,287,95,4.3,1,192,4.8,8.2,1,159,14,97,12,0,0,0,0,0
KC,28,15,21,0.714,123,5.9,8.3,1,2,62.3,1,1,6,0,0,7,35,159,4.5,3,10,24,5,0,0,0.0,0,0,5,6,0.833,0,9,5,220,44.0,1,3,146,48.7,1,100,4,62,15.5,0,45,13,20,48,45,3,4,16,3,1,1,1,0,7,4,10,0,15,19,10,6,5,11,0.45,0,0,0.0,4,3,32,1,41,282,159,4.5,3,123,5.9,8.3,1,146,62,32,4,2,3,1,2,0
MIA,17,14,19,0.737,189,9.9,13.6,1,0,122.5,1,1,10,1,1,5,44,187,4.3,2,11,29,3,0,0,0.0,0,0,3,3,1.0,0,19,5,203,40.6,25,2,39,19.5,0,21,0,0,0.0,0,0,5,10,53,39,14,1,7,1,0,0,0,0,8,2,13,0,6,23,11,10,4,10,0.4,0,0,0.0,4,2,30,18,21,376,187,4.3,2,189,9.9,13.6,1,39,0,30,12,0,1,0,0,1
MIN,12,20,26,0.769,198,7.6,10.7,2,0,123.6,3,16,11,2,1,2,39,202,5.2,1,13,20,6,1,2,0.5,23,0,3,3,1.0,0,32,3,82,27.3,14,4,95,23.8,0,34,2,36,18.0,0,35,9,13,36,29,7,3,17,1,0,0,0,0,2,3,5,0,2,25,13,11,9,14,0.64,0,0,0.0,3,1,25,15,24,400,202,5.2,1,198,7.6,10.7,2,95,36,25,12,0,1,0,0,1
NE,9,30,44,0.682,247,5.6,8.5,3,0,105.0,2,8,13,0,0,24,30,62,2.1,0,2,12,7,1,1,1.0,27,0,4,4,1.0,0,26,10,389,38.9,26,3,57,19.0,0,23,5,47,9.4,0,16,5,10,41,39,2,8,43,2,1,4,4,0,16,0,0,0,18,17,2,13,4,17,0.24,1,2,0.5,8,2,84,10,31,309,62,2.1,0,247,5.6,8.5,3,57,47,84,1,6,2,4,0,0
NO,22,18,27,0.667,182,6.7,10.5,2,0,110.4,2,7,8,0,0,15,27,110,4.1,1,4,12,7,1,1,1.0,39,0,4,4,1.0,0,5,7,334,47.7,28,2,37,18.5,0,29,4,15,3.8,0,7,5,10,55,44,11,5,30,2,1,0,0,0,11,2,2,0,29,12,4,8,8,17,0.47,0,0,0.0,9,0,78,10,31,292,110,4.1,1,182,6.7,10.5,2,37,15,78,4,2,2,0,0,0
NYG,8,21,51,0.412,256,5.0,12.6,3,2,60.6,2,9,14,1,0,29,17,53,3.1,0,4,20,6,1,1,1.0,30,0,3,3,1.0,0,10,7,306,43.7,10,8,194,24.3,0,29,1,9,9.0,0,9,28,35,83,63,20,4,25,1,1,2,0,0,3,5,13,0,10,20,4,14,8,17,0.47,0,0,0.0,10,2,102,9,32,309,53,3.1,0,256,5.0,12.6,3,194,9,102,25,-2,1,0,2,1
NYJ,1,29,45,0.644,366,8.1,12.9,1,1,87.8,1,7,17,0,0,32,11,21,1.9,0,0,26,4,1,1,1.0,30,0,1,1,1.0,0,14,4,168,42.0,3,1,32,32.0,0,32,3,12,4.0,0,7,15,21,85,56,29,1,1,0,0,1,1,0,2,1,6,0,18,17,0,17,7,14,0.5,0,1,0.0,7,0,52,26,10,387,21,1.9,0,366,8.1,12.9,1,32,12,52,12,0,0,1,1,0
OAK,30,13,28,0.464,103,3.7,7.9,0,0,56.1,0,0,4,0,0,9,20,134,6.7,1,6,6,11,3,3,1.0,40,0,2,2,1.0,0,1,6,325,54.2,24,5,100,20.0,0,28,5,81,16.2,0,37,13,20,86,64,22,2,16,2,1,0,0,0,7,4,10,0,29,12,6,4,2,10,0.2,0,0,0.0,6,2,59,17,23,237,134,6.7,1,103,3.7,7.9,0,100,81,59,4,2,2,0,0,0
PHI,24,20,48,0.417,168,3.5,10.6,0,2,34.0,8,43,13,3,2,17,16,100,6.3,1,7,26,4,1,1,1.0,57,0,1,1,1.0,0,12,8,344,43.0,23,6,123,20.5,0,24,4,29,7.3,0,18,20,31,63,51,12,2,8,0,0,0,0,0,7,3,7,0,6,23,7,13,3,14,0.21,0,0,0.0,7,3,53,26,10,268,100,6.3,1,168,3.5,10.6,0,123,29,53,31,-6,0,0,2,4
PIT,4,28,47,0.596,320,6.8,12.0,1,3,60.6,4,16,14,0,0,25,16,60,3.8,0,2,8,8,2,2,1.0,51,0,2,2,1.0,0,11,5,216,43.2,9,7,175,25.0,0,29,2,9,4.5,0,7,32,41,47,45,2,1,1,2,1,0,0,0,4,5,6,0,22,16,2,14,6,16,0.38,0,2,0.0,8,0,82,19,20,380,60,3.8,0,320,6.8,12.0,1,175,9,82,25,-2,2,0,3,1
SD,22,20,41,0.488,182,4.4,9.1,1,1,59.2,0,0,10,0,0,14,18,121,6.7,0,7,12,7,2,2,1.0,25,0,1,1,1.0,0,13,5,214,42.8,26,8,152,19.0,0,31,3,44,14.7,0,28,29,37,57,44,13,1,7,0,0,1,0,0,2,2,4,0,15,19,7,10,1,11,0.09,2,3,0.67,11,2,96,22,13,303,121,6.7,0,182,4.4,9.1,1,152,44,96,22,-1,0,0,1,0
