,Team,Wins,Losses,Ties,Home,Opponent,Points,Victory
BUF,BUF,5,6,0,0,NYJ,13,0
TEN,TEN,6,5,0,0,BAL,12,0
CIN,CIN,1,10,0,0,PIT,21,0
ATL,ATL,7,3,1,0,CAR,41,1
SD,SD,7,4,0,0,MIA,3,0
MIN,MIN,3,8,0,0,NE,17,0
JAX,JAX,5,6,0,0,DAL,19,0
STL,STL,5,6,0,0,WSH,17,0
DET,DET,3,8,0,0,CHI,17,0
CLE,CLE,6,5,0,0,NO,24,1
OAK,OAK,7,4,0,0,ARZ,41,1
KC,KC,5,6,0,0,SEA,32,0
GB,GB,8,3,0,0,TB,7,0
NYG,NYG,6,5,0,0,HOU,14,0
IND,IND,7,4,0,0,DEN,23,1
PHI,PHI,8,3,0,0,SF,38,1
NYJ,NYJ,6,5,0,1,BUF,31,1
BAL,BAL,5,6,0,1,TEN,13,1
PIT,PIT,6,4,1,1,CIN,29,1
CAR,CAR,3,8,0,1,ATL,0,0
MIA,MIA,7,4,0,1,SD,30,1
NE,NE,6,5,0,1,MIN,24,1
DAL,DAL,4,7,0,1,JAX,21,1
WSH,WSH,5,6,0,1,STL,20,1
CHI,CHI,3,8,0,1,DET,20,1
NO,NO,7,4,0,1,CLE,15,0
ARZ,ARZ,4,7,0,1,OAK,20,0
SEA,SEA,4,7,0,1,KC,39,1
TB,TB,9,2,0,1,GB,21,1
HOU,HOU,3,8,0,1,NYG,16,1
DEN,DEN,7,4,0,1,IND,20,0
SF,SF,7,4,0,1,PHI,17,0
