,Team,Wins,Losses,Ties,Home,Opponent,Points,Victory
TB,TB,1,1,0,0,BAL,25,1
CIN,CIN,0,2,0,0,CLE,7,0
TEN,TEN,1,1,0,0,DAL,13,0
NE,NE,2,0,0,0,NYJ,44,1
CHI,CHI,2,0,0,0,ATL,14,1
GB,GB,1,1,0,0,NO,20,0
JAX,JAX,1,1,0,0,KC,23,1
MIA,MIA,2,0,0,0,IND,21,1
DET,DET,0,2,0,0,CAR,7,0
ARZ,ARZ,1,1,0,0,SEA,24,1
NYG,NYG,1,1,0,0,STL,26,1
BUF,BUF,1,1,0,0,MIN,45,1
HOU,HOU,1,1,0,0,SD,3,0
DEN,DEN,2,0,0,0,SF,24,1
OAK,OAK,2,0,0,0,PIT,30,1
PHI,PHI,1,1,0,0,WSH,37,1
BAL,BAL,0,2,0,1,TB,0,0
CLE,CLE,1,1,0,1,CIN,20,1
DAL,DAL,1,1,0,1,TEN,21,1
NYJ,NYJ,1,1,0,1,NE,7,0
ATL,ATL,0,2,0,1,CHI,13,0
NO,NO,2,0,0,1,GB,35,1
KC,KC,1,1,0,1,JAX,16,0
IND,IND,1,1,0,1,MIA,13,0
CAR,CAR,2,0,0,1,DET,31,1
SEA,SEA,0,2,0,1,ARZ,13,0
STL,STL,0,2,0,1,NYG,21,0
MIN,MIN,0,2,0,1,BUF,39,0
SD,SD,2,0,0,1,HOU,24,1
SF,SF,1,1,0,1,DEN,14,0
PIT,PIT,0,2,0,1,OAK,17,0
WSH,WSH,1,1,0,1,PHI,7,0
