,Team,Wins,Losses,Ties,Home,Opponent,Points,Victory
SF,SF,4,2,0,0,NO,27,0
CAR,CAR,3,4,0,0,ATL,0,0
CHI,CHI,2,4,0,0,DET,20,0
BUF,BUF,4,3,0,0,MIA,23,1
DEN,DEN,5,2,0,0,KC,37,1
SEA,SEA,1,5,0,0,STL,20,0
MIN,MIN,1,5,0,0,NYJ,7,0
JAX,JAX,3,3,0,0,BAL,10,0
SD,SD,6,1,0,0,OAK,27,1
HOU,HOU,1,5,0,0,CLE,17,0
DAL,DAL,3,4,0,0,ARZ,6,0
WSH,WSH,2,4,0,0,GB,9,0
TB,TB,5,2,0,0,PHI,10,0
IND,IND,4,2,0,0,PIT,10,0
NO,NO,6,1,0,1,SF,35,1
ATL,ATL,3,3,0,1,CAR,30,1
DET,DET,2,4,0,1,CHI,23,1
MIA,MIA,5,2,0,1,BUF,10,0
KC,KC,3,4,0,1,DEN,34,0
STL,STL,2,5,0,1,SEA,37,1
NYJ,NYJ,2,4,0,1,MIN,20,1
BAL,BAL,3,3,0,1,JAX,17,1
OAK,OAK,4,2,0,1,SD,21,0
CLE,CLE,3,4,0,1,HOU,34,1
ARZ,ARZ,4,2,0,1,DAL,9,1
GB,GB,6,1,0,1,WSH,30,1
PHI,PHI,4,2,0,1,TB,20,1
PIT,PIT,3,3,0,1,IND,28,1
