,Team,Wins,Losses,Ties,Home,Opponent,Points,Victory
SEA,SEA,2,5,0,0,DAL,17,1
PIT,PIT,4,3,0,0,BAL,31,1
CHI,CHI,2,5,0,0,MIN,7,0
OAK,OAK,4,3,0,0,KC,10,0
DET,DET,2,5,0,0,BUF,17,0
CLE,CLE,4,4,0,0,NYJ,24,1
ATL,ATL,4,3,0,0,NO,37,1
TB,TB,6,2,0,0,CAR,12,1
TEN,TEN,3,4,0,0,CIN,30,1
ARZ,ARZ,4,3,0,0,SF,28,0
HOU,HOU,2,5,0,0,JAX,21,1
DEN,DEN,6,2,0,0,NE,24,1
IND,IND,4,3,0,0,WSH,21,0
NYG,NYG,3,4,0,0,PHI,3,0
DAL,DAL,3,5,0,1,SEA,14,0
BAL,BAL,3,4,0,1,PIT,18,0
MIN,MIN,2,5,0,1,CHI,25,1
KC,KC,4,4,0,1,OAK,20,1
BUF,BUF,5,3,0,1,DET,24,1
NYJ,NYJ,2,5,0,1,CLE,21,0
NO,NO,6,2,0,1,ATL,35,0
CAR,CAR,3,5,0,1,TB,9,0
CIN,CIN,0,7,0,1,TEN,24,0
SF,SF,5,2,0,1,ARZ,38,1
JAX,JAX,3,4,0,1,HOU,19,0
NE,NE,3,4,0,1,DEN,16,0
WSH,WSH,3,4,0,1,IND,26,1
PHI,PHI,5,2,0,1,NYG,17,1
