,Team,Wins,Losses,Ties,Home,Opponent,Points,Victory
WSH,WSH,2,2,0,0,TEN,31,1
CIN,CIN,0,5,0,0,IND,21,0
NE,NE,3,2,0,0,MIA,13,0
ARZ,ARZ,3,2,0,0,CAR,16,1
NYG,NYG,3,2,0,0,DAL,21,1
TB,TB,4,1,0,0,ATL,20,1
PIT,PIT,1,3,0,0,NO,29,0
OAK,OAK,4,0,0,0,BUF,49,1
KC,KC,3,2,0,0,NYJ,29,1
SD,SD,4,1,0,0,DEN,9,0
STL,STL,0,5,0,0,SF,13,0
PHI,PHI,3,2,0,0,JAX,25,0
BAL,BAL,2,2,0,0,CLE,26,1
GB,GB,4,1,0,0,CHI,34,1
TEN,TEN,1,4,0,1,WSH,14,0
IND,IND,3,1,0,1,CIN,28,1
MIA,MIA,4,1,0,1,NE,26,1
CAR,CAR,3,2,0,1,ARZ,13,0
DAL,DAL,2,3,0,1,NYG,17,0
ATL,ATL,1,3,0,1,TB,6,0
NO,NO,4,1,0,1,PIT,32,1
BUF,BUF,2,3,0,1,OAK,31,0
NYJ,NYJ,1,4,0,1,KC,25,0
DEN,DEN,4,1,0,1,SD,26,1
SF,SF,3,1,0,1,STL,37,1
JAX,JAX,3,1,0,1,PHI,28,1
CLE,CLE,2,3,0,1,BAL,21,0
CHI,CHI,2,3,0,1,GB,21,0
