,Team,Wins,Losses,Ties,Home,Opponent,Points,Victory
BUF,BUF,6,7,0,0,NE,17,0
ATL,ATL,8,4,1,0,TB,10,0
STL,STL,5,8,0,0,KC,10,0
SF,SF,9,4,0,0,DAL,31,1
NYG,NYG,7,6,0,0,WSH,27,1
IND,IND,8,5,0,0,TEN,17,0
HOU,HOU,4,9,0,0,PIT,24,1
CLE,CLE,7,6,0,0,JAX,21,1
CIN,CIN,1,12,0,0,CAR,31,0
PHI,PHI,10,3,0,0,SEA,27,1
NO,NO,9,4,0,0,BAL,37,1
DET,DET,3,10,0,0,ARZ,20,0
OAK,OAK,9,4,0,0,SD,27,1
DEN,DEN,7,6,0,0,NYJ,13,0
MIN,MIN,3,10,0,0,GB,22,0
CHI,CHI,3,10,0,0,MIA,9,0
NE,NE,8,5,0,1,BUF,27,1
TB,TB,10,3,0,1,ATL,34,1
KC,KC,7,6,0,1,STL,49,1
DAL,DAL,5,8,0,1,SF,27,0
WSH,WSH,5,8,0,1,NYG,21,0
TEN,TEN,8,5,0,1,IND,27,1
PIT,PIT,7,5,1,1,HOU,6,0
JAX,JAX,5,8,0,1,CLE,20,0
CAR,CAR,5,8,0,1,CIN,52,1
SEA,SEA,4,9,0,1,PHI,20,0
BAL,BAL,6,7,0,1,NO,25,0
ARZ,ARZ,5,8,0,1,DET,23,1
SD,SD,8,5,0,1,OAK,7,0
NYJ,NYJ,7,6,0,1,DEN,19,1
GB,GB,10,3,0,1,MIN,26,1
MIA,MIA,8,5,0,1,CHI,27,1
