,Team,Wins,Losses,Ties,Home,Opponent,Points,Victory
TEN,TEN,4,4,0,0,IND,23,1
CIN,CIN,1,7,0,0,HOU,38,1
DAL,DAL,3,6,0,0,DET,7,0
BAL,BAL,3,5,0,0,ATL,17,0
MIN,MIN,2,6,0,0,TB,24,0
PIT,PIT,5,3,0,0,CLE,23,1
PHI,PHI,6,2,0,0,CHI,19,1
NE,NE,4,4,0,0,BUF,38,1
NYJ,NYJ,3,5,0,0,SD,44,1
WSH,WSH,4,4,0,0,SEA,14,1
STL,STL,3,5,0,0,ARZ,27,1
SF,SF,6,2,0,0,OAK,23,1
JAX,JAX,3,5,0,0,NYG,17,0
MIA,MIA,5,3,0,0,GB,10,0
IND,IND,4,4,0,1,TEN,15,0
HOU,HOU,2,6,0,1,CIN,3,0
DET,DET,3,5,0,1,DAL,9,1
ATL,ATL,5,3,0,1,BAL,20,1
TB,TB,7,2,0,1,MIN,38,1
CLE,CLE,4,5,0,1,PIT,20,0
CHI,CHI,2,6,0,1,PHI,13,0
BUF,BUF,5,4,0,1,NE,7,0
SD,SD,6,2,0,1,NYJ,13,0
SEA,SEA,2,6,0,1,WSH,3,0
ARZ,ARZ,4,4,0,1,STL,14,0
OAK,OAK,4,4,0,1,SF,20,0
NYG,NYG,4,4,0,1,JAX,24,1
GB,GB,7,1,0,1,MIA,24,1
