,Team,Wins,Losses,Ties,Home,Opponent,Points,Victory
SD,SD,6,3,0,0,STL,24,0
CIN,CIN,1,8,0,0,BAL,27,0
DET,DET,3,6,0,0,GB,14,0
ATL,ATL,5,3,1,0,PIT,34,0
HOU,HOU,2,7,0,0,TEN,10,0
NYG,NYG,5,4,0,0,MIN,27,1
NO,NO,7,2,0,0,CAR,34,1
IND,IND,5,4,0,0,PHI,35,1
SEA,SEA,3,6,0,0,ARZ,27,1
WSH,WSH,4,5,0,0,JAX,7,0
NE,NE,5,4,0,0,CHI,33,1
KC,KC,4,5,0,0,SF,13,0
MIA,MIA,5,4,0,0,NYJ,10,0
OAK,OAK,5,4,0,0,DEN,34,1
STL,STL,4,5,0,1,SD,28,1
BAL,BAL,4,5,0,1,CIN,38,1
GB,GB,8,1,0,1,DET,40,1
PIT,PIT,5,3,1,1,ATL,34,1
TEN,TEN,5,4,0,1,HOU,17,1
MIN,MIN,2,7,0,1,NYG,20,0
CAR,CAR,3,6,0,1,NO,24,0
PHI,PHI,6,3,0,1,IND,13,0
ARZ,ARZ,4,5,0,1,SEA,6,0
JAX,JAX,4,5,0,1,WSH,26,1
CHI,CHI,2,7,0,1,NE,30,0
SF,SF,7,2,0,1,KC,17,1
NYJ,NYJ,4,5,0,1,MIA,13,1
DEN,DEN,6,3,0,1,OAK,10,0
