,Passing Rank,Completions,Attempts,Completion %,Passing Yards,Passing Yards / Attempt,Yards / Reception,Passing Touchdowns,Interceptions,QB Rating,Sacks,Passing Yardage Lost to Sacks,First Downs Passing,Fumbles,Fumbles Lost,Rushing Rank,Attempts,Rushing Yards,Rushing Yards / Attempt,Rushing Touchdowns,First Downs Rushing,Kicking Rank,Kicking Points,Field Goals Made,Field Goals Attempted,Field Goal %,Longest Field Goal,Field Goals Blocked,Extra Points Made,Extra Points Attempted,Extra Point %,Extra Points Blocked,Punting Rank,Punts,Punt Yards,Punt Yards Avg,Returning Rank,Kickoff Returns,Kickoff Return Yards,Kickoff Return Avg,Kickoff Return Touchdowns,Kickoff Return Long,Punt Returns,Punt Return Yards,Punt Return Avg,Punt Return Touchdowns,Punt Return Long,Defense Rank,Points Allowed,Total Tackles,Solo Tackles,Assisted Tackles,Sacks,Sack Yards,Interceptions,Interception Return Touchdowns,Forced Fumbles,Fumbles Opp Recovered,Fumbles Opp Recovered Touchdowns,Passes Defended,Stuffs,Stuff Yards,Safeties,Downs Rank,First Downs,First Downs Rushing,First Downs Passing,Third Downs Made,Third Downs Attempted,Third Down %,Fourth Downs Made,Fourth Downs Attempted,Fourth Down %,Penalties,First Downs Penalty,Penalty Yards,Yardage Rank,Points,Yards,Rushing Yards,Rushing Yards / Attempt,Rushing Touchdowns,Passing Yards,Passing Yards / Attempt,Yards / Reception,Passing Touchdowns,Kickoff Return Yards,Punt Return Yards,Penalty Yards,Turnovers Rank,Turnover +/-,Interceptions,Fumbles Opp Recovered,Interceptions,Fumbles Lost
ARZ,28,16,34,0.471,131,3.9,9.1,2,2,52.5,2,14,7,0,0,11,20,132,6.6,1,5,27,2,0,0,0.0,0,0,2,2,1.0,0,3,8,366,45.8,15,7,150,21.4,0,35,1,12,12.0,0,12,31,41,73,53,20,1,7,1,0,0,0,0,5,4,7,0,25,15,5,7,2,12,0.17,1,1,1.0,5,3,35,15,20,263,132,6.6,1,131,3.9,9.1,2,150,12,35,23,-2,1,0,2,1
ATL,11,20,25,0.8,277,11.1,13.9,3,0,152.4,0,0,13,0,0,10,47,149,3.2,2,10,18,5,0,1,0.0,0,1,5,6,0.833,0,32,2,49,24.5,32,1,13,13.0,0,13,3,33,11.0,0,27,1,0,41,33,8,8,64,4,1,2,2,0,5,0,0,0,6,25,10,13,7,14,0.5,0,2,0.0,6,2,65,1,41,426,149,3.2,2,277,11.1,13.9,3,13,33,65,1,5,4,2,0,1
BAL,30,11,24,0.458,87,3.6,9.9,0,1,38.0,4,22,5,0,0,19,27,112,4.1,0,4,9,7,2,2,1.0,43,0,1,1,1.0,0,8,7,304,43.4,24,5,95,19.0,0,38,0,0,0.0,0,0,4,12,67,50,17,1,15,3,0,0,1,0,10,1,2,0,29,12,4,5,2,13,0.15,0,1,0.0,6,3,65,27,13,199,112,4.1,0,87,3.6,9.9,0,95,0,65,6,2,3,1,1,1
BUF,25,23,35,0.657,170,4.9,8.1,0,2,53.3,2,16,11,1,1,25,20,88,4.4,1,6,9,7,2,2,1.0,43,0,1,1,1.0,0,6,1,44,44.0,28,5,83,16.6,0,20,0,0,0.0,0,0,27,31,65,47,18,1,8,0,0,0,0,0,4,1,3,0,22,17,6,11,4,10,0.4,1,2,0.5,5,0,34,27,13,258,88,4.4,1,170,4.9,8.1,0,83,0,34,28,-3,0,0,2,1
CAR,32,13,26,0.5,51,2.0,8.8,0,4,16.7,8,64,3,1,0,30,14,71,5.1,0,5,32,0,0,0,0.0,0,0,0,0,0.0,0,1,7,353,50.4,25,6,110,18.3,0,25,1,0,0.0,0,0,31,41,66,57,9,0,0,0,0,1,1,0,1,3,6,0,32,10,5,3,2,10,0.2,0,0,0.0,5,2,39,32,0,122,71,5.1,0,51,2.0,8.8,0,110,0,39,32,-5,0,1,4,2
CHI,2,31,51,0.608,347,6.8,11.6,2,0,94.2,3,14,19,0,0,28,25,75,3.0,0,2,7,8,2,3,0.667,40,0,2,2,1.0,0,13,5,199,39.8,9,5,131,26.2,0,37,1,2,2.0,0,2,10,17,56,49,7,2,14,1,0,1,1,0,8,2,3,0,11,21,2,19,5,17,0.29,2,4,0.5,6,0,64,15,20,422,75,3.0,0,347,6.8,11.6,2,131,2,64,11,1,1,1,0,1
CIN,7,22,39,0.564,298,7.6,13.5,1,0,89.5,1,0,12,0,0,32,21,54,2.6,2,5,24,3,0,0,0.0,0,0,3,3,1.0,0,15,5,198,39.6,2,7,217,31.0,0,52,1,11,11.0,0,11,25,29,67,47,20,1,1,0,0,0,0,0,2,4,11,0,22,17,5,12,7,15,0.47,1,3,0.33,9,0,110,12,21,352,54,2.6,2,298,7.6,13.5,1,217,11,110,19,-1,0,0,0,1
CLE,22,12,22,0.545,176,8.0,15.2,1,2,58.1,1,6,8,0,0,6,37,163,4.4,2,7,14,6,1,1,1.0,28,0,3,3,1.0,0,21,4,152,38.0,19,4,80,20.0,0,26,1,0,0.0,0,0,8,15,51,45,6,2,9,3,0,2,3,0,9,2,4,0,22,17,7,8,5,13,0.38,0,0,0.0,4,2,31,9,24,339,163,4.4,2,176,8.0,15.2,1,80,0,31,2,4,3,3,2,0
DAL,8,16,24,0.667,287,12.0,18.8,2,2,100.5,3,14,12,1,0,17,31,118,3.8,1,7,24,3,0,1,0.0,0,0,3,3,1.0,0,19,5,194,38.8,26,2,36,18.0,0,22,2,11,5.5,0,10,14,19,50,44,6,2,8,1,0,2,2,0,6,2,3,0,11,21,7,12,2,9,0.22,0,0,0.0,10,2,75,12,21,405,118,3.8,1,287,12.0,18.8,2,36,11,75,15,0,1,2,2,1
DEN,23,15,24,0.625,172,7.2,12.3,1,2,63.2,2,13,7,0,0,18,22,113,5.1,2,7,27,2,0,0,0.0,0,0,2,3,0.667,0,23,3,113,37.7,7,5,136,27.2,0,53,1,53,53.0,0,53,22,23,70,60,10,2,13,1,0,1,2,0,5,4,4,0,25,15,7,7,5,9,0.56,0,1,0.0,9,1,58,15,20,285,113,5.1,2,172,7.2,12.3,1,136,53,58,11,1,1,2,2,0
