,Passing Rank,Completions,Attempts,Completion %,Passing Yards,Passing Yards / Attempt,Yards / Reception,Passing Touchdowns,Interceptions,QB Rating,Sacks,Passing Yardage Lost to Sacks,First Downs Passing,Fumbles,Fumbles Lost,Rushing Rank,Attempts,Rushing Yards,Rushing Yards / Attempt,Rushing Touchdowns,First Downs Rushing,Kicking Rank,Kicking Points,Field Goals Made,Field Goals Attempted,Field Goal %,Longest Field Goal,Field Goals Blocked,Extra Points Made,Extra Points Attempted,Extra Point %,Extra Points Blocked,Punting Rank,Punts,Punt Yards,Punt Yards Avg,Returning Rank,Kickoff Returns,Kickoff Return Yards,Kickoff Return Avg,Kickoff Return Touchdowns,Kickoff Return Long,Punt Returns,Punt Return Yards,Punt Return Avg,Punt Return Touchdowns,Punt Return Long,Defense Rank,Points Allowed,Total Tackles,Solo Tackles,Assisted Tackles,Sacks,Sack Yards,Interceptions,Interception Return Touchdowns,Forced Fumbles,Fumbles Opp Recovered,Fumbles Opp Recovered Touchdowns,Passes Defended,Stuffs,Stuff Yards,Safeties,Downs Rank,First Downs,First Downs Rushing,First Downs Passing,Third Downs Made,Third Downs Attempted,Third Down %,Fourth Downs Made,Fourth Downs Attempted,Fourth Down %,Penalties,First Downs Penalty,Penalty Yards,Yardage Rank,Points,Yards,Rushing Yards,Rushing Yards / Attempt,Rushing Touchdowns,Passing Yards,Passing Yards / Attempt,Yards / Reception,Passing Touchdowns,Kickoff Return Yards,Punt Return Yards,Penalty Yards,Turnovers Rank,Turnover +/-,Interceptions,Fumbles Opp Recovered,Interceptions,Fumbles Lost
ARZ,32,16,26,0.615,76,2.9,6.8,2,1,75.5,5,33,5,1,0,11,24,108,4.5,0,7,26,2,0,1,0.0,0,0,2,2,1.0,0,6,4,178,44.5,15,4,79,19.8,0,34,1,18,18.0,0,18,15,17,70,49,21,1,4,1,0,0,1,0,3,1,3,0,23,14,7,5,7,13,0.54,0,0,0.0,1,2,15,21,14,184,108,4.5,0,76,2.9,6.8,2,79,18,15,14,0,1,1,1,1
ATL,3,20,38,0.526,336,8.8,16.9,2,1,89.4,1,1,15,0,0,3,41,197,4.8,1,8,1,18,5,5,1.0,39,0,3,3,1.0,0,22,2,77,38.5,21,2,35,17.5,0,19,1,0,0.0,0,0,13,15,31,30,1,3,28,3,0,0,0,0,7,2,2,0,1,27,8,15,6,16,0.38,1,1,1.0,7,4,55,2,36,533,197,4.8,1,336,8.8,16.9,2,35,0,55,8,1,3,0,1,1
BAL,25,16,28,0.571,129,4.6,8.9,1,1,65.9,2,14,9,0,0,6,29,146,5.0,0,6,8,7,2,2,1.0,43,0,1,1,1.0,0,23,5,188,37.6,32,3,24,8.0,0,13,3,11,3.7,0,8,10,14,55,47,8,2,16,1,0,0,0,0,5,4,8,0,21,16,6,9,7,14,0.5,0,0,0.0,6,1,40,24,13,275,146,5.0,0,129,4.6,8.9,1,24,11,40,14,0,1,0,1,0
BUF,22,18,36,0.5,142,3.9,9.9,0,2,37.0,6,37,10,3,2,30,24,43,1.8,0,4,32,0,0,1,0.0,0,0,0,0,0.0,0,1,6,283,47.2,29,3,41,13.7,0,19,4,19,4.8,0,8,4,10,62,45,17,2,10,2,0,1,0,0,7,1,3,0,18,17,4,10,3,12,0.25,0,0,0.0,2,3,10,32,0,185,43,1.8,0,142,3.9,9.9,0,41,19,10,31,-4,2,0,2,4
CAR,21,18,35,0.514,165,4.7,9.9,1,0,74.1,3,14,7,1,1,18,39,88,2.3,2,6,11,6,1,1,1.0,25,0,3,3,1.0,0,17,11,443,40.3,8,3,72,24.0,0,35,5,58,11.6,0,24,10,14,39,38,1,4,32,0,0,2,4,0,12,4,9,0,22,15,6,7,5,21,0.24,0,1,0.0,4,2,40,10,24,253,88,2.3,2,165,4.7,9.9,1,72,58,40,4,2,0,4,0,2
CHI,24,15,30,0.5,131,4.4,10.9,2,0,84.2,4,32,5,2,2,27,22,55,2.5,0,3,26,2,0,1,0.0,0,1,2,2,1.0,0,6,10,445,44.5,23,4,68,17.0,0,23,5,44,8.8,0,20,22,24,59,53,6,3,14,0,0,2,2,0,3,5,9,0,32,8,3,5,4,15,0.27,0,1,0.0,3,0,32,21,14,186,55,2.5,0,131,4.4,10.9,2,68,44,32,26,-2,0,2,0,4
CIN,18,20,40,0.5,183,4.6,9.5,1,2,50.3,2,7,8,1,1,2,39,240,6.2,2,15,26,2,0,0,0.0,0,0,2,3,0.667,1,25,6,220,36.7,25,4,65,16.3,0,36,4,8,2.0,0,8,8,13,40,34,6,3,26,0,0,2,2,0,8,3,9,0,4,25,15,8,7,16,0.44,1,1,1.0,6,2,40,13,20,423,240,6.2,2,183,4.6,9.5,1,65,8,40,26,-2,0,2,2,2
CLE,15,22,31,0.71,193,6.2,9.5,1,1,84.5,2,16,13,0,0,26,26,63,2.4,1,4,26,2,0,0,0.0,0,0,2,2,1.0,0,12,5,207,41.4,26,3,48,16.0,0,22,1,15,15.0,0,15,8,13,63,45,18,2,14,1,0,0,0,0,4,1,1,0,13,19,4,13,5,11,0.45,1,1,1.0,7,2,70,21,14,256,63,2.4,1,193,6.2,9.5,1,48,15,70,14,0,1,0,1,0
DAL,31,15,24,0.625,78,3.3,8.5,0,1,50.3,7,50,4,3,1,24,19,68,3.6,0,3,25,3,1,1,1.0,42,0,0,0,0.0,0,11,8,333,41.6,21,6,105,17.5,0,23,1,71,71.0,0,71,25,27,53,45,8,1,8,2,0,0,0,0,5,4,5,0,31,9,3,4,0,12,0.0,0,1,0.0,7,2,69,31,3,146,68,3.6,0,78,3.3,8.5,0,105,71,69,20,-1,2,0,1,2
DEN,10,20,43,0.465,243,5.7,14.1,0,3,35.3,6,39,13,1,0,20,18,81,4.5,2,8,18,4,1,1,1.0,25,0,1,1,1.0,0,27,5,174,34.8,10,4,89,22.3,0,30,1,44,44.0,0,44,27,28,67,52,15,4,15,0,0,2,2,0,4,3,11,0,6,21,8,13,1,11,0.09,2,4,0.5,7,0,48,19,16,324,81,4.5,2,243,5.7,14.1,0,89,44,48,20,-1,0,2,3,0
DET,27,11,33,0.333,121,3.7,13.5,2,3,27.5,3,28,9,0,0,19,21,87,4.1,0,3,30,1,0,1,0.0,0,0,1,1,1.0,0,19,5,195,39.0,4,7,193,27.6,0,88,1,0,0.0,0,0,31,36,62,55,7,1,1,1,0,1,1,0,7,4,11,0,28,12,3,9,4,14,0.29,1,2,0.5,9,0,86,20,15,208,87,4.1,0,121,3.7,13.5,2,193,0,86,20,-1,1,1,3,0
GB,29,15,33,0.455,104,3.2,7.6,1,2,37.9,2,10,8,1,0,9,30,119,4.0,0,5,18,4,1,1,1.0,33,0,1,1,1.0,0,16,7,283,40.4,31,1,9,9.0,0,9,3,8,2.7,0,8,1,0,72,47,25,6,37,2,0,4,4,0,7,5,18,0,23,14,5,8,5,15,0.33,0,1,0.0,3,1,25,26,10,223,119,4.0,0,104,3.2,7.6,1,9,8,25,1,4,2,4,2,0
