,Passing Rank,Completions,Attempts,Completion %,Passing Yards,Passing Yards / Attempt,Yards / Reception,Passing Touchdowns,Interceptions,QB Rating,Sacks,Passing Yardage Lost to Sacks,First Downs Passing,Fumbles,Fumbles Lost,Rushing Rank,Attempts,Rushing Yards,Rushing Yards / Attempt,Rushing Touchdowns,First Downs Rushing,Kicking Rank,Kicking Points,Field Goals Made,Field Goals Attempted,Field Goal %,Longest Field Goal,Field Goals Blocked,Extra Points Made,Extra Points Attempted,Extra Point %,Extra Points Blocked,Punting Rank,Punts,Punt Yards,Punt Yards Avg,Returning Rank,Kickoff Returns,Kickoff Return Yards,Kickoff Return Avg,Kickoff Return Touchdowns,Kickoff Return Long,Punt Returns,Punt Return Yards,Punt Return Avg,Punt Return Touchdowns,Punt Return Long,Defense Rank,Points Allowed,Total Tackles,Solo Tackles,Assisted Tackles,Sacks,Sack Yards,Interceptions,Interception Return Touchdowns,Forced Fumbles,Fumbles Opp Recovered,Fumbles Opp Recovered Touchdowns,Passes Defended,Stuffs,Stuff Yards,Safeties,Downs Rank,First Downs,First Downs Rushing,First Downs Passing,Third Downs Made,Third Downs Attempted,Third Down %,Fourth Downs Made,Fourth Downs Attempted,Fourth Down %,Penalties,First Downs Penalty,Penalty Yards,Yardage Rank,Points,Yards,Rushing Yards,Rushing Yards / Attempt,Rushing Touchdowns,Passing Yards,Passing Yards / Attempt,Yards / Reception,Passing Touchdowns,Kickoff Return Yards,Punt Return Yards,Penalty Yards,Turnovers Rank,Turnover +/-,Interceptions,Fumbles Opp Recovered,Interceptions,Fumbles Lost
ARZ,27,16,33,0.485,123,3.7,9.6,1,1,55.5,3,30,8,1,1,26,19,84,4.4,0,6,29,1,0,0,0.0,0,0,1,1,1.0,0,11,6,247,41.2,7,7,171,24.4,0,38,1,3,3.0,0,3,30,37,52,42,10,2,12,0,0,0,0,0,3,0,0,0,18,18,6,8,4,10,0.4,0,0,0.0,6,4,36,27,7,207,84,4.4,0,123,3.7,9.6,1,171,3,36,27,-2,0,0,1,1
ATL,9,17,40,0.425,226,5.7,14.1,1,1,59.0,2,14,11,1,0,20,27,105,3.9,0,5,4,10,3,4,0.75,49,0,1,1,1.0,0,15,4,159,39.8,24,5,90,18.0,0,27,1,0,0.0,0,0,19,24,55,42,13,3,25,3,0,1,1,0,9,5,9,0,22,16,5,11,8,17,0.47,0,1,0.0,4,0,27,19,16,331,105,3.9,0,226,5.7,14.1,1,90,0,27,7,1,3,1,1,2
BAL,3,19,26,0.731,308,11.8,17.7,2,2,105.9,3,28,13,1,1,18,23,114,5.0,1,7,12,7,1,1,1.0,43,0,4,4,1.0,0,29,2,64,32.0,13,5,108,21.6,0,54,2,9,4.5,0,6,28,34,72,48,24,4,18,2,0,0,0,0,4,4,6,0,10,21,7,13,6,10,0.6,0,0,0.0,9,1,82,6,31,422,114,5.0,1,308,11.8,17.7,2,108,9,82,27,-2,2,0,2,2
BUF,10,23,31,0.742,225,7.3,10.0,1,0,104.9,2,6,15,1,1,21,38,99,2.6,2,5,5,9,2,2,1.0,32,0,3,3,1.0,0,17,2,77,38.5,32,2,17,8.5,0,17,2,14,7.0,0,11,7,9,53,36,17,2,8,2,0,1,1,0,10,1,3,0,7,23,5,15,8,15,0.53,1,2,0.5,7,3,71,10,27,324,99,2.6,2,225,7.3,10.0,1,17,14,71,12,0,2,1,0,3
CAR,17,20,32,0.625,188,5.9,10.2,1,2,63.0,3,15,7,1,0,24,26,85,3.3,0,6,24,4,1,1,1.0,50,0,1,1,1.0,0,5,8,351,43.9,21,3,55,18.3,0,20,4,54,13.5,0,23,4,6,52,46,6,4,26,2,0,1,1,0,8,4,5,0,28,13,6,7,3,14,0.21,1,1,1.0,3,0,19,24,10,273,85,3.3,0,188,5.9,10.2,1,55,54,19,12,0,2,1,2,1
CHI,24,13,29,0.448,133,4.6,10.5,0,4,19.0,1,4,6,1,0,24,22,85,3.9,0,6,31,0,0,0,0.0,0,0,0,0,0.0,0,3,6,286,47.7,3,4,106,26.5,0,34,3,24,8.0,0,13,13,15,73,55,18,5,23,0,0,0,0,0,3,1,2,0,27,14,6,6,4,11,0.36,1,1,1.0,5,2,45,31,0,218,85,3.9,0,133,4.6,10.5,0,106,24,45,32,-4,0,0,4,0
CIN,7,19,35,0.543,233,6.7,12.7,0,2,51.3,2,8,12,1,1,26,18,84,4.7,1,4,26,3,1,1,1.0,19,0,0,0,0.0,0,32,4,122,30.5,19,5,94,18.8,0,36,1,0,0.0,0,0,22,27,80,55,25,2,6,0,0,4,3,0,5,5,13,0,15,19,4,12,1,9,0.11,0,2,0.0,10,3,105,26,9,317,84,4.7,1,233,6.7,12.7,0,94,0,105,12,0,0,3,2,1
CLE,26,14,25,0.56,129,5.2,11.0,1,3,44.0,3,25,8,0,0,6,34,189,5.6,2,7,17,6,1,1,1.0,40,0,3,3,1.0,0,27,4,133,33.3,25,5,86,17.2,0,23,1,8,8.0,0,8,14,16,56,44,12,2,14,1,0,3,2,0,10,3,4,0,21,17,7,8,6,12,0.5,0,0,0.0,4,2,25,12,24,318,189,5.6,2,129,5.2,11.0,1,86,8,25,22,-1,1,2,3,1
DAL,19,12,23,0.522,148,6.4,15.8,1,1,68.8,5,41,5,2,2,30,22,38,1.7,0,2,28,2,0,0,0.0,0,0,2,2,1.0,0,6,8,350,43.8,30,5,68,13.6,0,22,1,19,19.0,0,19,16,20,56,46,10,1,8,2,1,3,3,0,3,1,1,0,32,8,2,5,1,13,0.08,1,1,1.0,9,1,86,21,14,186,38,1.7,0,148,6.4,15.8,1,68,19,86,7,1,2,3,1,3
DEN,16,16,24,0.667,191,8.0,12.7,2,0,118.6,2,12,10,1,0,2,32,259,8.1,2,13,2,13,3,3,1.0,54,0,4,4,1.0,0,2,1,48,48.0,27,2,30,15.0,0,30,3,17,5.7,0,15,5,7,47,29,18,3,30,1,0,1,1,0,8,1,3,0,4,24,13,10,5,11,0.45,2,2,1.0,8,1,53,3,37,450,259,8.1,2,191,8.0,12.7,2,30,17,53,3,2,1,1,0,0
DET,5,19,44,0.432,293,6.7,15.4,3,3,60.1,0,0,14,0,0,22,20,93,4.7,0,4,17,6,1,1,1.0,37,0,3,3,1.0,0,13,2,81,40.5,17,7,142,20.3,0,25,1,5,5.0,0,5,31,38,59,42,17,3,16,1,0,1,1,1,4,1,3,0,11,20,4,14,7,14,0.5,1,2,0.5,6,2,60,4,36,386,93,4.7,0,293,6.7,15.4,3,142,5,60,22,-1,1,1,3,0
GB,12,22,41,0.537,208,5.1,9.8,2,1,74.0,1,7,13,0,0,18,27,114,4.2,0,6,23,5,1,1,1.0,23,0,2,2,1.0,0,8,6,253,42.2,20,7,129,18.4,0,24,4,-1,-0.3,0,0,32,42,48,39,9,1,2,0,0,0,0,0,1,3,11,0,15,19,6,13,4,14,0.29,2,2,1.0,5,0,43,18,17,322,114,4.2,0,208,5.1,9.8,2,129,-1,43,22,-1,0,0,1,0
HOU,15,21,41,0.512,196,4.8,10.2,0,1,54.5,3,18,12,0,0,32,22,28,1.3,0,2,26,3,1,3,0.333,42,1,0,0,0.0,0,16,6,233,38.8,18,3,60,20.0,0,24,4,32,8.0,0,17,10,13,50,41,9,2,11,0,0,0,0,0,8,2,3,0,22,16,2,12,7,17,0.41,0,0,0.0,7,2,53,30,3,224,28,1.3,0,196,4.8,10.2,0,60,32,53,22,-1,0,0,1,0
IND,20,20,28,0.714,146,5.2,7.3,1,0,95.2,0,0,9,0,0,15,29,126,4.3,1,7,6,8,2,2,1.0,27,0,2,2,1.0,0,22,3,108,36.0,15,4,85,21.3,0,44,3,34,11.3,0,16,10,13,64,47,17,3,23,0,0,1,1,0,10,1,2,0,18,18,7,9,5,13,0.38,1,1,1.0,6,2,35,15,20,272,126,4.3,1,146,5.2,7.3,1,85,34,35,12,0,0,1,0,1
JAX,29,13,26,0.5,112,4.3,10.4,0,0,61.7,3,23,9,0,0,10,33,154,4.7,1,10,12,7,2,2,1.0,32,0,1,1,1.0,0,12,3,122,40.7,11,5,110,22.0,0,26,1,10,10.0,0,10,16,20,59,46,13,0,0,0,0,0,1,0,2,1,1,0,11,20,10,9,6,13,0.46,0,1,0.0,6,1,47,22,13,266,154,4.7,1,112,4.3,10.4,0,110,10,47,12,0,0,1,0,1
KC,25,15,32,0.469,132,4.1,9.1,0,1,45.3,1,5,8,0,0,29,15,44,2.9,0,2,31,0,0,0,0.0,0,0,0,0,0.0,0,31,4,123,30.8,4,3,78,26.0,0,48,1,17,17.0,0,17,19,24,84,64,20,1,5,0,0,1,1,0,1,2,6,0,30,11,2,8,4,11,0.36,1,3,0.33,1,1,5,31,0,176,44,2.9,0,132,4.1,9.1,0,78,17,5,12,0,0,1,1,0
MIA,31,11,25,0.44,103,4.1,10.0,1,0,69.3,2,7,5,0,0,3,37,256,6.9,2,13,17,6,1,2,0.5,28,0,3,3,1.0,0,24,8,279,34.9,31,5,64,12.8,0,20,1,4,4.0,0,4,22,27,80,53,27,1,5,1,0,1,1,0,6,1,4,0,11,20,13,5,3,13,0.23,0,0,0.0,6,2,83,12,24,359,256,6.9,2,103,4.1,10.0,1,64,4,83,3,2,1,1,0,0
MIN,4,21,29,0.724,296,10.2,14.9,2,1,113.6,3,16,14,1,1,10,34,154,4.5,2,8,6,8,1,2,0.5,18,1,5,5,1.0,0,22,2,72,36.0,23,7,127,18.1,0,28,0,0,0.0,0,0,29,36,39,32,7,0,0,3,1,1,0,0,11,2,7,0,4,24,8,14,7,12,0.58,1,1,1.0,7,2,79,2,38,450,154,4.5,2,296,10.2,14.9,2,127,0,79,7,1,3,0,1,1
NE,11,25,45,0.556,216,4.8,8.8,1,1,66.5,1,5,11,0,0,17,31,116,3.7,1,7,2,13,4,4,1.0,43,0,1,1,1.0,0,21,6,222,37.0,9,5,116,23.2,0,30,5,18,3.6,0,9,19,24,65,45,20,2,7,0,0,0,0,0,4,4,9,0,11,20,7,11,7,17,0.41,0,0,0.0,4,2,20,10,27,332,116,3.7,1,216,4.8,8.8,1,116,18,20,27,-2,0,0,1,1
NO,28,12,31,0.387,119,3.8,12.1,0,2,23.5,4,26,5,0,0,16,30,125,4.2,0,7,17,6,2,2,1.0,38,0,0,0,0.0,0,7,7,305,43.6,16,3,62,20.7,0,30,6,139,23.2,0,61,8,10,61,48,13,3,15,2,0,2,1,0,4,4,7,0,28,13,7,5,4,17,0.24,0,1,0.0,4,1,27,29,6,244,125,4.2,0,119,3.8,12.1,0,62,139,27,12,0,2,1,2,1
NYG,6,25,35,0.714,248,7.1,10.2,1,1,88.8,1,8,12,0,0,4,39,213,5.5,0,7,24,4,1,2,0.5,39,0,1,1,1.0,0,25,4,139,34.8,5,2,50,25.0,0,35,5,24,4.8,0,12,5,7,56,35,21,1,6,1,0,0,0,0,6,4,7,0,7,23,7,12,6,12,0.5,0,0,0.0,7,4,64,24,10,461,213,5.5,0,248,7.1,10.2,1,50,24,64,31,-3,1,0,1,3
NYJ,12,18,25,0.72,208,8.3,11.7,4,0,136.3,1,2,11,0,0,14,29,129,4.4,2,9,17,6,0,0,0.0,0,0,6,6,1.0,0,17,4,154,38.5,11,4,88,22.0,0,33,3,28,9.3,0,20,15,17,55,46,9,1,7,1,0,0,0,0,5,1,1,0,9,22,9,11,8,12,0.67,0,0,0.0,3,2,30,1,42,337,129,4.4,2,208,8.3,11.7,4,88,28,30,7,1,1,0,0,0
OAK,32,7,14,0.5,74,5.3,11.3,1,0,89.6,1,5,5,1,1,1,60,280,4.7,2,20,17,6,1,1,1.0,27,0,3,3,1.0,0,20,2,76,38.0,2,1,27,27.0,0,27,0,0,0.0,0,0,1,0,37,30,7,1,5,1,0,0,0,0,7,2,7,0,2,26,20,5,8,15,0.53,3,4,0.75,4,1,25,12,24,354,280,4.7,2,74,5.3,11.3,1,27,0,25,12,0,1,0,0,1
PHI,21,13,25,0.52,144,5.8,11.5,0,1,52.8,1,6,7,0,0,28,23,65,2.8,1,2,29,1,0,1,0.0,0,0,1,1,1.0,0,13,8,324,40.5,21,3,55,18.3,0,32,0,0,0.0,0,0,8,10,81,64,17,1,8,1,0,4,3,0,4,3,3,0,31,9,2,7,3,13,0.23,0,0,0.0,8,0,55,27,7,209,65,2.8,1,144,5.8,11.5,0,55,0,55,2,3,1,3,1,0
PIT,18,20,30,0.667,176,5.9,9.7,2,2,76.5,4,18,10,0,0,7,37,175,4.7,2,10,6,8,2,2,1.0,48,0,2,2,1.0,0,4,2,91,45.5,8,6,144,24.0,0,45,0,0,0.0,0,0,25,31,57,35,22,3,28,2,0,1,2,0,4,1,1,0,3,25,10,10,8,13,0.62,1,2,0.5,5,5,41,5,34,351,175,4.7,2,176,5.9,9.7,2,144,0,41,3,2,2,2,2,0
SD,2,28,50,0.56,326,6.5,12.6,3,1,87.6,3,26,17,0,0,23,20,88,4.4,0,4,6,8,2,2,1.0,29,0,2,2,1.0,0,26,6,206,34.3,14,5,107,21.4,0,26,1,8,8.0,0,8,25,31,78,67,11,3,21,2,0,1,1,0,7,2,2,0,4,24,4,17,6,15,0.4,0,1,0.0,5,3,22,9,28,414,88,4.4,0,326,6.5,12.6,3,107,8,22,3,2,2,1,1,0
SEA,1,36,53,0.679,428,8.1,12.5,2,2,89.2,3,21,19,0,0,8,34,163,4.8,2,13,12,7,1,2,0.5,24,0,4,4,1.0,0,17,4,154,38.5,26,7,120,17.1,0,39,2,8,4.0,0,8,24,28,58,48,10,3,26,1,0,0,0,0,10,2,3,0,1,34,13,19,8,16,0.5,1,2,0.5,7,2,58,6,31,591,163,4.8,2,428,8.1,12.5,2,120,8,58,27,-2,1,0,2,1
