,Team,Wins,Losses,Ties,Home,Opponent,Points,Victory
MIA,MIA,5,6,0,0,DET,27,1
TB,TB,3,8,0,0,DAL,10,0
DEN,DEN,7,4,0,0,KC,10,0
JAX,JAX,6,5,0,0,BUF,24,0
CIN,CIN,6,5,0,0,CLE,30,1
NO,NO,7,4,0,0,ATL,31,1
PIT,PIT,4,7,0,0,BAL,0,0
CAR,CAR,6,5,0,0,WSH,13,0
SF,SF,5,6,0,0,STL,17,0
HOU,HOU,3,8,0,0,NYJ,11,0
ARZ,ARZ,2,9,0,0,MIN,26,0
OAK,OAK,2,9,0,0,SD,14,0
NYG,NYG,6,5,0,0,TEN,21,0
CHI,CHI,9,2,0,0,NE,13,0
PHI,PHI,5,6,0,0,IND,21,0
GB,GB,4,7,0,0,SEA,24,0
DET,DET,2,9,0,1,MIA,10,0
DAL,DAL,7,4,0,1,TB,38,1
KC,KC,7,4,0,1,DEN,19,1
BUF,BUF,5,6,0,1,JAX,27,1
CLE,CLE,3,8,0,1,CIN,0,0
ATL,ATL,5,6,0,1,NO,13,0
BAL,BAL,9,2,0,1,PIT,27,1
WSH,WSH,4,7,0,1,CAR,17,1
STL,STL,5,6,0,1,SF,20,1
NYJ,NYJ,6,5,0,1,HOU,26,1
MIN,MIN,5,6,0,1,ARZ,31,1
SD,SD,9,2,0,1,OAK,21,1
TEN,TEN,4,7,0,1,NYG,24,1
NE,NE,8,3,0,1,CHI,17,1
IND,IND,10,1,0,1,PHI,45,1
SEA,SEA,7,4,0,1,GB,34,1
