,Team,Wins,Losses,Ties,Home,Opponent,Points,Victory
PIT,PIT,4,6,0,0,CLE,24,1
ATL,ATL,5,5,0,0,BAL,10,0
STL,STL,4,6,0,0,CAR,0,0
WSH,WSH,3,7,0,0,TB,17,0
TEN,TEN,3,7,0,0,PHI,31,1
CHI,CHI,9,1,0,0,NYJ,10,1
NE,NE,7,3,0,0,GB,35,1
BUF,BUF,4,6,0,0,HOU,24,1
OAK,OAK,2,8,0,0,KC,13,0
MIN,MIN,4,6,0,0,MIA,20,0
CIN,CIN,5,5,0,0,NO,31,1
DET,DET,2,8,0,0,ARZ,10,0
SEA,SEA,6,4,0,0,SF,14,0
IND,IND,9,1,0,0,DAL,14,0
SD,SD,8,2,0,0,DEN,35,1
NYG,NYG,6,4,0,0,JAX,10,0
CLE,CLE,3,7,0,1,PIT,20,0
BAL,BAL,8,2,0,1,ATL,24,1
CAR,CAR,6,4,0,1,STL,15,1
TB,TB,3,7,0,1,WSH,20,1
PHI,PHI,5,5,0,1,TEN,13,0
NYJ,NYJ,5,5,0,1,CHI,0,0
GB,GB,4,6,0,1,NE,0,0
HOU,HOU,3,7,0,1,BUF,21,0
KC,KC,6,4,0,1,OAK,17,1
MIA,MIA,4,6,0,1,MIN,24,1
NO,NO,6,4,0,1,CIN,16,0
ARZ,ARZ,2,8,0,1,DET,17,1
SF,SF,5,5,0,1,SEA,20,1
DAL,DAL,6,4,0,1,IND,21,1
DEN,DEN,7,3,0,1,SD,27,0
JAX,JAX,6,4,0,1,NYG,26,1
