,Team,Wins,Losses,Ties,Home,Opponent,Points,Victory
CAR,CAR,4,2,0,0,BAL,23,1
HOU,HOU,1,4,0,0,DAL,6,0
BUF,BUF,2,4,0,0,DET,17,0
PHI,PHI,4,2,0,0,NO,24,0
SEA,SEA,4,1,0,0,STL,30,1
TEN,TEN,1,5,0,0,WSH,25,1
NYG,NYG,3,2,0,0,ATL,27,1
CIN,CIN,3,2,0,0,TB,13,0
KC,KC,2,3,0,0,PIT,7,0
SD,SD,4,1,0,0,SF,48,1
MIA,MIA,1,5,0,0,NYJ,17,0
OAK,OAK,0,5,0,0,DEN,3,0
CHI,CHI,6,0,0,0,ARZ,24,1
BAL,BAL,4,2,0,1,CAR,21,0
DAL,DAL,3,2,0,1,HOU,34,1
DET,DET,1,5,0,1,BUF,20,1
NO,NO,5,1,0,1,PHI,27,1
STL,STL,4,2,0,1,SEA,28,0
WSH,WSH,2,4,0,1,TEN,22,0
ATL,ATL,3,2,0,1,NYG,14,0
TB,TB,1,4,0,1,CIN,14,1
PIT,PIT,2,3,0,1,KC,45,1
SF,SF,2,4,0,1,SD,19,0
NYJ,NYJ,3,3,0,1,MIA,20,1
DEN,DEN,4,1,0,1,OAK,13,1
ARZ,ARZ,1,5,0,1,CHI,23,0
