,Team,Wins,Losses,Ties,Home,Opponent,Points,Victory
SF,SF,4,5,0,0,DET,19,1
BUF,BUF,3,6,0,0,IND,16,0
HOU,HOU,3,6,0,0,JAX,13,1
KC,KC,5,4,0,0,MIA,10,0
GB,GB,4,5,0,0,MIN,23,1
NYJ,NYJ,5,4,0,0,NE,17,1
CLE,CLE,3,6,0,0,ATL,17,1
SD,SD,7,2,0,0,CIN,49,1
BAL,BAL,7,2,0,0,TEN,27,1
WSH,WSH,3,6,0,0,PHI,3,0
DEN,DEN,7,2,0,0,OAK,17,1
STL,STL,4,5,0,0,SEA,22,0
NO,NO,6,3,0,0,PIT,31,0
DAL,DAL,5,4,0,0,ARZ,27,1
CHI,CHI,8,1,0,0,NYG,38,1
TB,TB,2,7,0,0,CAR,10,0
DET,DET,2,7,0,1,SF,13,0
IND,IND,9,0,0,1,BUF,17,1
JAX,JAX,5,4,0,1,HOU,10,0
MIA,MIA,3,6,0,1,KC,13,1
MIN,MIN,4,5,0,1,GB,17,0
NE,NE,6,3,0,1,NYJ,14,0
ATL,ATL,5,4,0,1,CLE,13,0
CIN,CIN,4,5,0,1,SD,41,0
TEN,TEN,2,7,0,1,BAL,26,0
PHI,PHI,5,4,0,1,WSH,27,1
OAK,OAK,2,7,0,1,DEN,13,0
SEA,SEA,6,3,0,1,STL,24,1
PIT,PIT,3,6,0,1,NO,38,1
ARZ,ARZ,1,8,0,1,DAL,10,0
NYG,NYG,6,3,0,1,CHI,20,0
CAR,CAR,5,4,0,1,TB,24,1
