,Team,Wins,Losses,Ties,Home,Opponent,Points,Victory
BAL,BAL,9,3,0,0,CIN,7,0
SD,SD,10,2,0,0,BUF,24,1
ATL,ATL,6,6,0,0,WSH,24,1
IND,IND,10,2,0,0,TEN,17,0
ARZ,ARZ,3,9,0,0,STL,34,1
SF,SF,5,7,0,0,NO,10,0
DET,DET,2,10,0,0,NE,21,0
MIN,MIN,5,7,0,0,CHI,13,0
KC,KC,7,5,0,0,CLE,28,0
NYJ,NYJ,7,5,0,0,GB,38,1
DAL,DAL,8,4,0,0,NYG,23,1
JAX,JAX,7,5,0,0,MIA,24,1
HOU,HOU,4,8,0,0,OAK,23,1
TB,TB,3,9,0,0,PIT,3,0
SEA,SEA,8,4,0,0,DEN,23,1
CAR,CAR,6,6,0,0,PHI,24,0
CIN,CIN,7,5,0,1,BAL,13,1
BUF,BUF,5,7,0,1,SD,21,0
WSH,WSH,4,8,0,1,ATL,14,0
TEN,TEN,5,7,0,1,IND,20,1
STL,STL,5,7,0,1,ARZ,20,0
NO,NO,8,4,0,1,SF,34,1
NE,NE,9,3,0,1,DET,28,1
CHI,CHI,10,2,0,1,MIN,23,1
CLE,CLE,4,8,0,1,KC,31,1
GB,GB,4,8,0,1,NYJ,10,0
NYG,NYG,6,6,0,1,DAL,20,0
MIA,MIA,5,7,0,1,JAX,10,0
OAK,OAK,2,10,0,1,HOU,14,0
PIT,PIT,5,7,0,1,TB,20,1
DEN,DEN,7,5,0,1,SEA,20,0
PHI,PHI,6,6,0,1,CAR,27,1
