,Team,Wins,Losses,Ties,Home,Opponent,Points,Victory
NYG,NYG,8,8,0,0,WSH,34,1
CLE,CLE,4,12,0,0,HOU,6,0
SEA,SEA,9,7,0,0,TB,23,1
OAK,OAK,2,14,0,0,NYJ,3,0
CAR,CAR,8,8,0,0,NO,31,1
STL,STL,8,8,0,0,MIN,41,1
JAX,JAX,8,8,0,0,KC,30,0
NE,NE,12,4,0,0,TEN,40,1
PIT,PIT,8,8,0,0,CIN,23,1
DET,DET,3,13,0,0,DAL,39,1
MIA,MIA,6,10,0,0,IND,22,0
ARZ,ARZ,5,11,0,0,SD,20,0
SF,SF,7,9,0,0,DEN,26,1
ATL,ATL,7,9,0,0,PHI,17,0
BUF,BUF,7,9,0,0,BAL,7,0
GB,GB,8,8,0,0,CHI,26,1
WSH,WSH,5,11,0,1,NYG,28,0
HOU,HOU,6,10,0,1,CLE,14,1
TB,TB,4,12,0,1,SEA,7,0
NYJ,NYJ,10,6,0,1,OAK,23,1
NO,NO,10,6,0,1,CAR,21,0
MIN,MIN,6,10,0,1,STL,21,0
KC,KC,9,7,0,1,JAX,35,1
TEN,TEN,8,8,0,1,NE,23,0
CIN,CIN,8,8,0,1,PIT,17,0
DAL,DAL,9,7,0,1,DET,31,0
IND,IND,12,4,0,1,MIA,27,1
SD,SD,14,2,0,1,ARZ,27,1
DEN,DEN,9,7,0,1,SF,23,0
PHI,PHI,10,6,0,1,ATL,24,1
BAL,BAL,13,3,0,1,BUF,19,1
CHI,CHI,13,3,0,1,GB,7,0
