,Team,Wins,Losses,Ties,Home,Opponent,Points,Victory
JAX,JAX,2,1,0,0,IND,14,0
CAR,CAR,1,2,0,0,TB,26,1
CIN,CIN,3,0,0,0,PIT,28,1
CHI,CHI,3,0,0,0,MIN,19,1
TEN,TEN,0,3,0,0,MIA,10,0
NYJ,NYJ,2,1,0,0,BUF,28,1
GB,GB,1,2,0,0,DET,31,1
WSH,WSH,1,2,0,0,HOU,31,1
BAL,BAL,3,0,0,0,CLE,15,1
STL,STL,2,1,0,0,ARZ,16,1
PHI,PHI,2,1,0,0,SF,38,1
NYG,NYG,1,2,0,0,SEA,30,0
DEN,DEN,2,1,0,0,NE,17,1
ATL,ATL,2,1,0,0,NO,3,0
IND,IND,3,0,0,1,JAX,21,1
TB,TB,0,3,0,1,CAR,24,0
PIT,PIT,1,2,0,1,CIN,20,0
MIN,MIN,2,1,0,1,CHI,16,0
MIA,MIA,1,2,0,1,TEN,13,1
BUF,BUF,1,2,0,1,NYJ,20,0
DET,DET,0,3,0,1,GB,24,0
HOU,HOU,0,3,0,1,WSH,15,0
CLE,CLE,0,3,0,1,BAL,14,0
ARZ,ARZ,1,2,0,1,STL,14,0
SF,SF,1,2,0,1,PHI,24,0
SEA,SEA,3,0,0,1,NYG,42,1
NE,NE,2,1,0,1,DEN,7,0
NO,NO,3,0,0,1,ATL,23,1
