,Team,Wins,Losses,Ties,Home,Opponent,Points,Victory
ATL,ATL,5,2,0,0,CIN,29,1
ARZ,ARZ,1,7,0,0,GB,14,0
SEA,SEA,4,3,0,0,KC,28,0
BAL,BAL,5,2,0,0,NO,35,1
TB,TB,2,5,0,0,NYG,3,0
HOU,HOU,2,5,0,0,TEN,22,0
SF,SF,2,5,0,0,CHI,10,0
JAX,JAX,4,3,0,0,PHI,13,1
STL,STL,4,3,0,0,SD,24,0
NYJ,NYJ,4,4,0,0,CLE,13,0
IND,IND,7,0,0,0,DEN,34,1
PIT,PIT,2,5,0,0,OAK,13,0
DAL,DAL,4,3,0,0,CAR,35,1
NE,NE,6,1,0,0,MIN,31,1
CIN,CIN,4,3,0,1,ATL,27,0
GB,GB,3,4,0,1,ARZ,31,1
KC,KC,4,3,0,1,SEA,35,1
NO,NO,5,2,0,1,BAL,22,0
NYG,NYG,5,2,0,1,TB,17,1
TEN,TEN,2,5,0,1,HOU,28,1
CHI,CHI,7,0,0,1,SF,41,1
PHI,PHI,4,4,0,1,JAX,6,0
SD,SD,5,2,0,1,STL,38,1
CLE,CLE,2,5,0,1,NYJ,20,1
DEN,DEN,5,2,0,1,IND,31,0
OAK,OAK,2,5,0,1,PIT,20,1
CAR,CAR,4,4,0,1,DAL,14,0
MIN,MIN,4,3,0,1,NE,7,0
