,Team,Wins,Losses,Ties,Home,Opponent,Points,Victory
CHI,CHI,4,5,0,0,TEN,19,1
SEA,SEA,5,4,0,0,STL,12,0
BAL,BAL,6,3,0,0,NYJ,20,1
DET,DET,4,5,0,0,JAX,17,0
HOU,HOU,4,5,0,0,IND,14,0
PIT,PIT,8,1,0,0,CLE,24,1
KC,KC,3,6,0,0,NO,20,0
TB,TB,3,6,0,0,ATL,14,0
CIN,CIN,4,5,0,0,WSH,17,1
CAR,CAR,2,7,0,0,SF,37,1
MIN,MIN,5,4,0,0,GB,31,0
NYG,NYG,5,4,0,0,ARZ,14,0
BUF,BUF,3,6,0,0,NE,6,0
PHI,PHI,8,1,0,0,DAL,49,1
TEN,TEN,3,6,0,1,CHI,17,0
STL,STL,5,4,0,1,SEA,23,1
NYJ,NYJ,6,3,0,1,BAL,17,0
JAX,JAX,6,3,0,1,DET,23,1
IND,IND,6,3,0,1,HOU,49,1
CLE,CLE,3,6,0,1,PIT,10,0
NO,NO,4,5,0,1,KC,27,1
ATL,ATL,7,2,0,1,TB,24,1
WSH,WSH,3,6,0,1,CIN,10,0
SF,SF,1,8,0,1,CAR,27,0
GB,GB,5,4,0,1,MIN,34,1
ARZ,ARZ,4,5,0,1,NYG,17,1
NE,NE,8,1,0,1,BUF,29,1
DAL,DAL,3,6,0,1,PHI,21,0
