,Team,Wins,Losses,Ties,Home,Opponent,Points,Victory
SD,SD,4,3,0,0,CAR,17,1
PHI,PHI,6,0,0,0,CLE,34,1
JAX,JAX,5,2,0,0,IND,27,1
ATL,ATL,5,2,0,0,KC,10,0
STL,STL,4,3,0,0,MIA,14,0
DET,DET,4,2,0,0,NYG,28,1
CHI,CHI,1,5,0,0,TB,7,0
BUF,BUF,1,5,0,0,BAL,6,0
TEN,TEN,2,5,0,0,MIN,3,0
NYJ,NYJ,5,1,0,0,NE,7,0
SEA,SEA,3,3,0,0,ARZ,17,0
DAL,DAL,2,4,0,0,GB,20,0
NO,NO,3,4,0,0,OAK,31,1
DEN,DEN,5,2,0,0,CIN,10,0
CAR,CAR,1,5,0,1,SD,6,0
CLE,CLE,3,4,0,1,PHI,31,0
IND,IND,4,2,0,1,JAX,24,0
KC,KC,2,4,0,1,ATL,56,1
MIA,MIA,1,6,0,1,STL,31,1
NYG,NYG,4,2,0,1,DET,13,0
TB,TB,2,5,0,1,CHI,19,1
BAL,BAL,4,2,0,1,BUF,20,1
MIN,MIN,5,1,0,1,TEN,20,1
NE,NE,6,0,0,1,NYJ,13,1
ARZ,ARZ,2,4,0,1,SEA,25,1
GB,GB,3,4,0,1,DAL,41,1
OAK,OAK,2,5,0,1,NO,26,0
CIN,CIN,2,4,0,1,DEN,23,1
