,Team,Wins,Losses,Ties,Home,Opponent,Points,Victory
NE,NE,11,1,0,0,CLE,42,1
ARZ,ARZ,4,8,0,0,DET,12,0
TEN,TEN,4,8,0,0,IND,24,0
BUF,BUF,6,6,0,0,MIA,42,1
CAR,CAR,5,7,0,0,NO,32,1
HOU,HOU,5,7,0,0,NYJ,7,0
SF,SF,1,11,0,0,STL,6,0
ATL,ATL,9,3,0,0,TB,0,0
CIN,CIN,6,6,0,0,BAL,27,1
MIN,MIN,7,5,0,0,CHI,14,0
DEN,DEN,7,5,0,0,SD,17,0
KC,KC,4,8,0,0,OAK,34,1
GB,GB,7,5,0,0,PHI,17,0
NYG,NYG,5,7,0,0,WSH,7,0
PIT,PIT,11,1,0,0,JAX,17,1
DAL,DAL,5,7,0,0,SEA,43,1
CLE,CLE,3,9,0,1,NE,15,0
DET,DET,5,7,0,1,ARZ,26,1
IND,IND,9,3,0,1,TEN,51,1
MIA,MIA,2,10,0,1,BUF,32,0
NO,NO,4,8,0,1,CAR,21,0
NYJ,NYJ,9,3,0,1,HOU,29,1
STL,STL,6,6,0,1,SF,16,1
TB,TB,5,7,0,1,ATL,27,1
BAL,BAL,7,5,0,1,CIN,26,0
CHI,CHI,5,7,0,1,MIN,24,1
SD,SD,9,3,0,1,DEN,20,1
OAK,OAK,4,8,0,1,KC,27,0
PHI,PHI,11,1,0,1,GB,47,1
WSH,WSH,4,8,0,1,NYG,31,1
JAX,JAX,6,6,0,1,PIT,16,0
SEA,SEA,6,6,0,1,DAL,39,0
